gene_name,TCGA-02-2485-01,TCGA-06-0125-01,TCGA-06-0129-01,TCGA-06-0130-01,TCGA-06-0190-01,TCGA-06-0238-01,TCGA-06-0644-01,TCGA-06-0878-01,TCGA-06-0882-01,TCGA-06-1804-01,TCGA-06-2557-01,TCGA-06-2558-01,TCGA-06-2559-01,TCGA-06-2562-01,TCGA-06-2563-01,TCGA-06-2564-01,TCGA-06-2565-01,TCGA-06-2567-01,TCGA-06-2570-01,TCGA-06-5408-01,TCGA-06-5410-01,TCGA-06-5411-01,TCGA-06-5412-01,TCGA-06-5413-01,TCGA-06-5414-01,TCGA-06-5415-01,TCGA-06-5416-01,TCGA-06-5417-01,TCGA-06-5418-01,TCGA-06-5856-01,TCGA-06-5858-01,TCGA-06-5859-01,TCGA-08-0386-01,TCGA-12-1597-01,TCGA-12-3652-01,TCGA-12-3653-01,TCGA-12-5295-01,TCGA-14-0871-01,TCGA-14-1823-01,TCGA-16-0846-01,TCGA-19-1390-01,TCGA-19-2619-01,TCGA-19-2620-01,TCGA-19-4065-01,TCGA-19-5960-01,TCGA-26-1442-01,TCGA-26-5132-01,TCGA-26-5133-01,TCGA-26-5134-01,TCGA-27-1830-01,TCGA-27-1831-01,TCGA-27-1832-01,TCGA-27-1834-01,TCGA-28-1747-01,TCGA-28-5208-01,TCGA-32-1970-01,TCGA-32-1982-01,TCGA-32-5222-01,TCGA-41-3915-01,TCGA-41-4097-01,TCGA-41-5651-01,TCGA-76-4926-01,TCGA-76-4927-01,TCGA-76-4928-01,TCGA-76-4929-01,TCGA-76-4931-01,TCGA-76-4932-01
AVPR1B,-6.5064,-9.9658,-4.2934,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-4.2934,-6.5064,-6.5064,-9.9658,-6.5064,-5.5735,-4.035,-6.5064,-5.5735,-6.5064,-9.9658,-9.9658,-9.9658,-4.2934,-9.9658,-9.9658,-9.9658,-9.9658,-4.035,-2.0529,-9.9658,-4.035,-9.9658,-4.2934,-5.5735,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-4.035,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-6.5064,-9.9658,-9.9658,-6.5064,-3.816,-4.035,-6.5064
AVPR2,-4.6082,-5.0116,-4.6082,-3.458,-9.9658,-9.9658,-5.0116,-9.9658,-3.6259,-5.0116,-5.0116,-3.6259,-9.9658,-4.6082,-5.5735,-6.5064,-4.6082,-4.035,-5.5735,-9.9658,-4.6082,-5.0116,-9.9658,-2.9324,-5.5735,-9.9658,-3.816,-9.9658,-5.5735,-9.9658,-9.9658,-3.6259,-4.035,-9.9658,-9.9658,-5.0116,-5.5735,-9.9658,-5.5735,-5.5735,-6.5064,-6.5064,-9.9658,-9.9658,-2.4659,-4.6082,-3.458,-3.6259,-9.9658,-4.035,-9.9658,-3.6259,-1.6394,-9.9658,-5.5735,-9.9658,-4.2934,-5.5735,-3.816,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-0.6873,-5.5735,-9.9658
AXIN1,3.4556,3.551,3.4739,2.6602,2.9243,2.1702,3.1377,3.2677,2.3479,3.4752,3.4437,3.4687,2.945,3.3421,3.3605,3.2481,3.2205,3.6916,3.136,4.0189,2.6579,2.9784,2.7784,3.2662,3.4971,3.3336,3.4778,2.8582,3.6277,3.6623,3.5572,3.0791,3.8876,2.7029,3.0358,3.4984,3.2692,3.1475,1.5013,3.162,3.868,3.7582,2.4883,2.6828,3.5669,2.9984,3.5791,4.1923,2.4675,3.3856,1.0433,3.2766,3.208,3.3661,3.3731,3.9636,2.3981,2.4306,3.1245,3.3993,4.4647,3.2034,3.4358,3.2796,3.9118,3.6928,3.7709
AXIN2,2.676,1.9377,2.5536,-0.1031,1.6234,1.105,0.7664,1.4174,1.5266,3.8411,1.7995,2.5036,2.7314,1.5064,2.2482,2.2633,2.3222,3.2766,2.1798,2.3508,0.9789,1.8484,0.8726,2.0395,1.7009,2.2901,1.6374,2.5658,1.0711,2.3788,2.1147,2.4597,2.4252,1.6281,1.1833,1.196,0.5763,0.3346,1.2992,2.362,1.7995,2.4883,2.3871,0.8647,3.8136,2.3843,2.8858,2.8819,1.177,1.9415,-0.4521,0.7832,2.8055,1.6281,1.2875,2.4779,1.5661,1.2636,2.3649,2.4701,2.4675,1.5165,1.6512,1.3846,2.9618,1.7617,1.46
AZI2,4.7318,4.7464,5.4387,4.9547,5.0588,4.7814,5.0361,4.7104,4.9303,5.0721,4.7138,5.365,5.332,4.9477,4.8734,5.0614,4.8992,5.0466,4.9189,5.1115,5.2036,5.6639,5.341,5.6542,5.2623,4.8585,5.789,6.154,5.24,4.9227,4.9246,5.8483,5.1031,4.2699,5.1764,4.6456,5.3466,5.3252,4.1002,4.0985,4.8704,4.4932,4.6206,5.7533,4.9672,4.6071,5.284,4.9528,3.834,4.81,4.6124,4.6474,5.2672,4.7491,5.0484,4.9065,4.7725,5.4476,5.4145,4.9764,4.8585,5.0374,3.8411,4.8279,4.6866,4.8973,4.6742
BAD,6.2044,5.9021,5.6465,5.6288,5.3406,5.897,6.3778,6.1904,6.494,6.0581,5.7331,6.1855,5.5509,5.9741,6.3548,5.9542,5.912,6.6183,5.8888,6.4874,6.106,6.6635,6.2231,6.4567,6.2681,6.585,6.4727,6.0622,6.6851,5.6591,5.9317,6.5403,6.5308,6.8752,7.3653,6.44,8.011,4.9732,6.4478,6.0077,5.6106,6.0642,6.2093,5.3785,5.0968,6.0864,6.5808,6.9523,5.4453,5.6212,6.9518,6.9459,6.4706,6.3539,6.3118,6.386,6.3308,6.632,6.1871,6.3872,6.0182,6.454,6.4222,6.2081,6.7189,6.6599,6.4091
BAG4,1.9564,2.4597,2.6161,2.6738,2.3193,2.5585,2.2663,2.6325,2.5876,1.787,2.6533,3.0358,2.6715,2.3843,2.6441,2.5363,2.4492,2.6232,1.3454,2.3871,2.2783,3.3148,2.3423,2.651,2.3222,2.6783,3.0723,3.29,2.7805,2.2723,2.081,2.4063,2.6067,2.409,2.971,3.245,2.7205,3.0706,2.7117,1.8801,2.4518,2.609,2.0147,2.5634,2.1114,2.2753,2.3677,2.7763,1.9527,2.1411,2.9148,2.2663,2.4117,2.0673,2.7095,2.1734,2.3508,2.8301,2.561,2.4171,1.8282,2.6895,2.0111,2.1411,2.3222,2.5011,2.3871
BAMBI,1.6875,3.402,2.7183,1.4388,3.4007,4.208,4.4713,1.8078,2.6805,1.6466,2.2421,3.8778,2.1702,3.0145,0.9642,1.934,1.0915,2.4063,4.5386,2.7487,3.2236,3.4007,0.8961,3.6136,2.5011,3.5299,5.4353,3.186,2.0535,2.9729,2.0844,3.8511,-0.5973,3.0181,2.8936,1.8604,1.2023,3.9691,2.4544,4.7919,5.8775,1.787,2.0878,2.6325,1.0293,2.4701,1.9786,3.1011,3.741,3.2587,0.7832,3.8521,3.9774,2.376,2.8522,2.3019,1.5465,3.6509,3.9765,3.864,3.3563,1.0079,3.8033,4.0985,3.2856,1.7532,1.766
BAX,6.7133,7.3876,6.9082,7.3083,7.5584,6.8877,7.1603,6.4157,6.7661,6.3841,7.1761,6.7461,6.2261,6.949,7.5053,6.9924,7.2614,7.1075,6.5892,7.1556,7.1609,6.7401,7.6236,7.3238,7.1164,6.9287,6.9014,5.1223,7.2396,7.1839,6.5892,6.1655,6.3656,7.244,7.6326,7.3284,7.5578,5.3078,6.6525,6.8445,6.6554,6.6147,6.0231,6.6683,6.6547,5.3541,7.6973,6.6371,6.0279,6.2044,6.5829,7.0164,6.3056,6.8179,7.6672,5.8578,7.3355,7.6531,6.6014,6.5514,5.9812,6.0974,7.2397,7.3978,6.1665,7.2313,7.5194
BBC3,1.4808,2.3843,1.4859,2.9243,2.753,1.1512,1.7097,1.6512,2.0465,3.1393,2.791,1.5806,0.8246,1.8722,2.8381,3.0217,3.1939,2.6232,2.8117,2.0912,2.0395,2.6161,1.595,1.8879,1.5316,2.1766,1.2333,1.9638,2.4518,2.5087,1.2147,1.4011,1.0642,2.8641,3.0252,2.8661,2.7657,1.0079,1.4859,1.7828,0.9642,1.5316,1.1382,1.2875,2.3564,1.0847,4.026,1.3283,2.0465,0.9115,0.0014,3.1179,2.1606,2.0673,0.8082,0.8164,2.0742,2.496,1.5612,2.9128,1.7617,1.6875,1.6512,2.0395,2.299,2.3394,2.6325
BCAR1,4.6491,4.6657,5.0099,5.0449,4.9514,4.6691,5.288,4.2586,3.866,4.5952,3.7603,4.926,4.6347,4.7399,4.3834,4.4542,4.6577,3.8521,5.1962,4.6445,3.7105,4.4582,4.327,4.4861,4.4423,4.1986,5.9871,3.9524,3.83,4.84,4.9317,3.4804,4.9746,4.6195,3.7496,4.0278,2.5437,4.281,2.8701,4.85,5.7239,5.1388,4.7783,4.1244,5.0095,4.518,4.8131,5.6142,4.4122,5.0414,2.9618,3.2841,4.3227,4.6154,4.2987,4.5423,4.01,3.3307,4.8048,4.5217,5.0934,3.9645,4.8719,4.7437,4.9237,5.2289,4.6012
BCL10,2.5756,2.5852,2.5188,3.154,3.1588,2.1541,2.8522,2.7636,2.4908,1.8683,2.4359,2.4597,2.7117,2.8422,2.376,2.676,1.6649,2.2513,2.4831,2.727,2.3308,1.8762,2.3423,2.609,2.3251,2.496,2.7401,2.328,2.667,2.2573,2.5363,2.3898,2.6624,1.6187,2.1574,2.2421,2.0707,3.1245,2.5731,2.1988,1.5758,2.1047,1.8564,3.1971,2.4063,1.4704,2.727,2.2237,1.6234,2.5388,2.7227,2.6348,2.2237,2.1345,1.8404,2.0604,2.0776,2.6395,2.4883,2.2019,1.9968,2.1734,2.2693,2.5683,2.2268,1.9073,2.7615
BCL2,1.8957,2.2237,1.614,1.2147,1.0151,0.517,0.2277,1.787,2.004,2.3704,2.5137,1.8078,1.3454,1.0642,1.2394,1.9302,2.108,1.6045,1.6234,1.2209,0.8961,1.1382,0.9191,1.4756,1.5415,1.6875,-0.1345,1.7316,0.8408,1.0711,1.7995,2.1509,1.5366,0.547,-0.4921,2.7763,1.3454,2.6805,1.46,1.7575,1.1512,1.0711,1.5465,0.8961,1.2209,1.8282,0.5069,0.4761,0.8164,1.884,0.679,2.5634,2.1957,1.8119,0.9716,1.7489,1.3735,1.8683,1.683,1.674,1.8242,2.4571,1.2875,1.0915,1.7273,1.4704,1.4065
BCL2A1,1.5266,1.2992,3.3633,4.4176,4.1883,3.7507,3.8013,4.1547,3.5779,0.5666,2.9857,2.4035,3.0056,3.5299,1.7489,2.7551,0.8082,2.7205,3.0706,1.6466,6.0549,2.6302,4.4868,2.9857,4.0401,0.679,-0.013,-0.2159,3.5274,1.8996,3.0619,0.5271,0.537,1.0915,0.1257,0.4865,-0.2328,0.6425,4.623,3.7614,1.2394,1.0293,1.614,4.4304,0.5763,-0.9971,1.816,-0.7346,1.4756,3.9041,3.863,2.7117,3.1261,3.5682,1.6875,-0.4325,3.7215,4.3869,3.2049,2.5213,0.8883,1.8323,2.7636,3.027,2.6873,1.7141,1.4011
BCL2L1,5.5766,5.8635,5.5482,5.8007,6.0525,5.4983,6.0728,5.3306,6.2223,4.8329,6.0374,5.2706,5.5277,6.6717,5.8704,5.7745,5.8836,5.3122,5.4179,5.6479,6.0457,6.0244,6.4544,5.4732,6.5901,6.5061,5.4951,5.5135,5.855,5.6026,5.1559,5.9697,5.3639,6.8442,6.4011,6.6053,6.042,4.3119,5.7447,5.7706,4.9113,6.2679,5.859,5.8347,5.899,5.2521,5.8647,5.6622,4.0278,5.5979,5.2544,5.709,5.5693,5.9033,5.1903,5.5525,6.0959,6.3473,5.3604,5.8425,5.8861,5.6966,5.6888,6.1727,6.2767,5.4803,6.1944
BCL2L11,2.5634,2.4332,2.7073,2.7292,1.8722,1.5165,1.766,2.108,1.6695,3.4075,2.2573,2.05,2.8522,1.4335,1.5758,2.0776,2.4035,3.002,2.5137,2.1766,2.1147,1.8524,1.8119,2.3871,1.3791,1.8484,1.614,2.2144,1.787,1.6512,2.004,2.167,2.8422,1.5854,1.6466,3.0654,1.787,3.9374,1.4335,1.0711,2.5804,2.7594,1.4652,1.2576,1.8879,2.2051,1.8762,1.8722,1.2147,2.4225,1.2209,2.3222,1.2333,1.2271,1.7912,2.2543,2.2175,1.2576,2.5313,2.0395,1.4911,1.7744,2.5683,1.3454,2.8502,2.036,2.4597
BCL3,2.7847,3.7678,1.7912,4.8258,5.1318,2.4063,5.3466,4.7302,4.0064,2.727,2.971,2.8482,3.7432,4.637,3.1228,3.9496,2.9525,3.7324,2.8462,3.7593,4.7307,2.5163,4.9819,3.7116,3.7888,2.9784,3.5706,0.7493,4.441,3.1971,2.1862,2.6487,3.0723,2.0844,2.4544,2.2237,1.7617,3.3435,3.9393,2.5338,2.7051,4.5305,3.5839,4.0216,1.4065,1.4547,4.0278,3.8064,2.7205,3.8993,3.0893,5.076,2.3953,2.1444,2.1378,1.9188,4.4263,2.0569,4.2204,4.174,1.412,2.7951,4.0926,4.2204,2.7805,3.2617,3.7421
BCL6,5.0339,5.2335,6.918,4.1002,5.3388,4.0875,4.3534,5.8817,4.8851,4.9454,4.1019,4.1053,6.0032,5.4582,2.9655,5.8941,3.866,4.867,6.567,5.7277,5.064,3.8905,4.5342,3.7028,5.6159,4.5129,4.6201,5.0374,6.1223,5.3917,4.7804,5.3252,5.0453,4.2196,4.1579,3.6301,2.9071,2.874,3.4661,4.8405,5.1014,5.2987,5.8548,4.7361,5.5934,5.9465,5.4861,4.844,4.0019,5.4216,2.6067,6.3623,4.1335,4.8978,4.5398,4.6259,4.3702,3.7898,5.9547,5.1498,5.7557,4.9364,4.3702,4.7934,4.5429,5.5574,4.3292
BDKRB1,-3.816,-3.3076,-4.035,-1.6394,0.4233,-3.816,-0.9406,-1.9379,-3.816,-5.5735,-4.6082,-2.3147,-1.9942,-2.3147,-9.9658,-3.0469,-9.9658,-3.458,-2.114,-4.2934,-0.5973,-3.1714,0.1124,-2.3884,-1.3921,-5.0116,-2.4659,-9.9658,-2.6349,-3.816,-2.3884,-5.5735,-3.0469,-4.035,-4.2934,-9.9658,-5.0116,-9.9658,-0.5543,-1.4699,-4.6082,-4.2934,-9.9658,-2.3147,-9.9658,-3.0469,-2.8262,-4.6082,-3.1714,-5.0116,-5.0116,-2.3147,-3.1714,-9.9658,-3.816,-9.9658,-2.114,-9.9658,-2.3884,-2.8262,-5.0116,-5.0116,-4.6082,-2.3147,-4.2934,-3.3076,-4.2934
BDKRB2,-2.6349,-0.3022,-0.8339,0.7493,2.0878,-0.6873,1.5366,1.1897,-0.013,-0.8339,-2.7274,1.6374,0.3346,2.3871,-1.3548,1.1706,-1.3548,0.9716,0.4233,0.679,2.5263,1.1184,2.0912,2.5288,1.5806,-0.8599,0.8647,-3.0469,0.5271,-0.9686,0.9789,-4.2934,-0.2845,-2.3884,-2.8262,-4.6082,-2.7274,-0.9971,2.6579,1.3283,-3.0469,-0.8599,-0.8599,0.7579,-3.1714,-0.9971,-0.2845,-0.0277,-1.0262,0.6699,0.0854,0.9642,0.4447,-3.0469,1.0079,-3.3076,0.2154,-3.3076,1.3567,1.0711,0.2998,-2.3147,1.5661,1.3283,-0.1665,-0.5973,-2.6349
BDNF,-1.0559,-0.9686,3.1701,-1.0559,0.1776,-1.9942,0.7748,-3.3076,-0.4719,-0.5543,-3.816,-1.9942,-2.6349,2.3732,-1.1488,-2.7274,-1.1172,-3.1714,-1.9942,-4.035,-0.4921,-0.7108,0.4552,-1.9942,-0.4325,-1.5105,-1.6394,-2.7274,-3.3076,-2.3147,-3.458,-4.035,0.7916,-3.0469,-4.2934,-5.0116,-2.7274,1.4388,-3.3076,-1.9942,-3.458,-0.4325,0.1776,-2.114,-1.1172,-2.3884,-2.0529,-3.1714,-4.6082,-2.5479,0.5666,-2.3147,0.434,0.1776,0.8408,1.9749,-2.0529,-3.3076,-1.9942,0.6608,-1.4305,0.8883,-0.9971,0.1257,-3.1714,-1.4699,-0.0277
BECN1,5.2559,5.3723,5.3071,5.0162,5.4189,5.1277,5.0059,5.3302,4.6617,5.5525,5.2994,5.0579,5.0579,5.5113,5.1716,5.3445,5.5522,5.5988,5.0135,4.9449,5.3324,5.1827,5.5693,5.2114,5.381,5.1473,5.6053,5.0113,5.2388,5.0501,5.5805,5.2499,5.109,4.2884,4.2847,4.6224,4.9279,4.8817,5.0032,5.4443,5.3089,5.281,5.1985,4.7991,5.439,5.1248,5.1664,5.7145,3.9421,5.4155,4.2541,5.3133,5.5167,5.3198,5.407,5.2877,5.1461,5.0536,5.2762,4.6888,4.841,5.4601,5.2369,5.3505,5.4725,5.2273,5.4186
BECN2,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-5.5735,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-3.0469,-5.5735,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-5.5735,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
BEX3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BID,4.9108,4.5485,4.9416,5.0769,5.0803,5.4526,5.3941,4.3356,4.2995,3.5803,4.6617,4.7651,4.7772,4.3611,4.7307,4.1628,4.3527,4.9612,5.1351,4.2389,5.7568,5.0492,5.174,5.1688,5.3388,4.7882,5.4483,6.2302,4.9937,4.8334,5.1954,4.4135,4.3841,5.9086,6.8079,4.9203,5.3165,4.579,4.7613,5.0081,4.6674,4.9146,3.7582,5.1799,3.3364,5.0299,4.7318,2.5585,3.9261,3.9337,6.224,4.4236,4.7236,5.44,4.6668,4.3111,4.588,5.9695,4.5699,3.7971,5.5002,3.9204,5.2817,4.9887,3.9251,5.6622,5.3187
BIRC2,4.4243,4.6832,4.6159,4.3428,4.4823,3.8481,4.5342,4.9341,4.7533,4.6271,4.2571,4.6352,4.5553,5.14,4.0875,4.865,4.7704,4.6938,4.1277,4.7302,4.7613,4.576,4.3097,5.1359,4.6065,4.8355,5.0875,5.3551,4.8753,4.1539,4.5442,4.9346,4.4067,3.5349,4.2189,4.4176,4.9787,3.6347,4.623,3.8279,4.0127,4.445,4.2196,5.07,4.9117,3.793,4.3378,4.0331,3.4971,4.0918,4.6288,4.4162,4.3227,4.2973,4.784,4.1474,4.4317,4.7809,4.0909,4.5098,4.3456,4.6242,4.3111,4.2243,4.5577,4.4784,4.3364
BIRC3,-0.7588,0.9493,-0.4921,1.9564,1.787,-0.5125,1.2394,3.8866,2.9893,0.5568,0.9568,0.0014,1.3225,3.483,-1.0862,1.9712,-0.1345,1.6466,-0.9132,2.6114,3.1908,0.5568,1.46,1.0151,2.0569,-0.7108,0.5763,-2.114,3.242,0.8726,-0.9132,1.0151,-0.4521,-2.0529,0.7832,-0.5973,-0.2671,-0.8339,2.4934,0.5859,-1.4699,2.8321,1.4065,0.9642,-0.6193,-2.5479,-0.2498,-3.3076,-0.1504,2.1013,0.3346,2.3981,1.105,-0.1031,0.058,-0.8084,-0.1504,-1.1811,0.679,3.4318,-0.394,1.3454,-0.2328,0.9191,1.0779,2.828,0.3115
BIRC5,4.8978,3.9099,5.3473,4.1285,4.0375,5.769,4.7187,4.1094,2.0638,2.77,4.6065,5.2619,5.3452,3.2692,4.3385,3.5374,3.4477,5.4614,4.2009,4.5009,2.6185,4.7656,3.0199,5.6806,3.8208,4.3442,6.1131,3.7486,3.9543,4.8425,4.8734,4.9869,4.4223,5.3965,5.7079,4.7274,6.2979,4.1294,3.4384,3.573,5.7621,4.4344,2.1638,4.784,4.0969,-1.0262,4.764,4.6171,4.38,3.6474,5.6436,4.4529,2.5413,4.1169,4.7751,4.14,3.9089,4.8218,4.5784,3.0876,4.9782,4.0799,4.6206,4.4101,3.8095,5.0068,4.6994
BLNK,0.9115,1.1706,3.3577,3.8561,2.1313,2.5536,1.9895,1.5854,3.5473,2.6161,3.9403,2.6962,1.7403,2.4805,2.036,3.0252,1.4228,3.4791,3.3938,1.177,3.0723,1.6327,3.074,2.3077,1.9822,1.5902,-0.6873,1.5366,2.0289,2.7292,2.667,2.2633,1.0503,0.7999,-1.5105,1.334,1.1641,-0.5543,2.8542,2.5658,0.3231,-0.4521,1.2934,2.496,0.605,2.6895,0.517,0.9935,0.5955,1.8201,2.7227,2.0707,3.9393,3.4197,2.6232,2.1702,2.872,2.362,1.1316,2.2082,0.7146,1.884,2.4465,1.9675,1.0007,1.7489,1.9452
BMP2,1.4174,2.6418,3.8501,1.2455,2.6114,2.1798,2.4359,1.8524,0.9862,-0.5125,0.2522,1.5115,1.4065,0.7832,0.2762,-0.0725,1.2756,0.2029,2.5388,1.6187,2.4008,0.7493,1.3454,1.1706,-0.1504,1.9859,2.9071,4.3611,2.1766,2.4465,1.9226,0.3907,1.683,2.9525,1.3791,-0.1187,0.434,0.2154,1.2271,2.6805,0.8082,1.9149,1.766,0.099,0.7999,3.5584,1.949,2.0979,1.7229,1.884,-0.1665,1.3051,1.5165,2.0569,2.3164,1.0983,1.5316,1.2333,1.6234,1.0779,4.4523,0.03,1.4011,0.2642,1.4065,1.4281,0.1903
BMP4,2.376,0.7916,2.9875,1.3791,0.9191,2.4779,1.2636,-0.1504,0.4552,3.8798,-0.3022,1.3051,-0.3022,1.2271,0.1519,-1.1488,1.5366,3.3119,3.1475,1.9111,1.1897,0.4761,1.3901,1.3846,-0.2845,1.4011,1.4281,1.2085,0.4761,1.6695,0.517,0.2522,1.3901,1.0007,0.1648,-0.5543,-0.8339,4.8565,2.3222,1.9601,0.8805,0.346,1.6558,-0.5756,1.46,1.642,2.4465,1.2023,1.177,1.4174,0.044,2.561,1.3454,1.9968,0.8568,1.0779,1.4011,-0.2671,1.5563,-0.1031,3.0393,-0.8863,0.1776,0.346,-0.1504,-0.1187,-2.0529
BMP5,-6.5064,-4.6082,-6.5064,-4.2934,0.2881,0.9191,-0.7588,-2.4659,-5.5735,-6.5064,-1.7809,-4.2934,-9.9658,-1.5105,-3.3076,-9.9658,-9.9658,-1.9379,-5.5735,-6.5064,-6.5064,0.7493,4.0909,-9.9658,-9.9658,-5.0116,-3.0469,-4.2934,-6.5064,-3.0469,-6.5064,0.2277,-5.0116,-6.5064,-1.2828,-9.9658,2.5213,4.2847,-5.5735,-6.5064,-9.9658,-6.5064,-2.3884,-2.2447,-5.5735,-4.6082,-5.0116,-3.1714,-1.685,-5.5735,-2.8262,-6.5064,-1.2481,-9.9658,-6.5064,-4.2934,-4.035,-3.1714,-6.5064,-4.035,-1.0262,-5.5735,-9.9658,2.8622,-9.9658,-5.5735,-5.5735
BMP6,1.9302,-2.5479,0.434,-2.6349,0.4552,1.2209,-2.1779,-2.9324,0.1648,2.6647,-0.5543,0.7233,0.8647,-1.7809,-0.6873,-1.3921,-0.4325,-1.2142,-0.1828,-1.5522,-0.4921,0.24,0.5568,0.346,-1.9379,-0.4131,-0.1345,0.1388,-2.3147,-0.6873,-0.7346,-0.5332,1.0847,-1.0559,-1.3548,-1.8314,-0.2498,1.0363,-3.6259,1.125,-0.1187,-0.1993,2.036,-0.8599,1.642,0.9191,-1.9942,-0.1345,-0.0425,-1.0559,-1.7809,-0.6873,1.2815,-1.0559,-0.0425,0.3573,-0.3201,0.4552,-0.3022,-0.4325,2.5561,-0.394,-1.2142,0.3346,-0.0574,-1.7809,-1.1488
BMP7,5.7916,5.8169,4.3702,-0.2328,3.8886,4.0055,1.9111,4.2312,6.1033,5.1392,6.2838,4.7302,5.4033,5.5154,5.3509,4.9575,6.1573,5.6688,3.5149,5.2308,3.9737,4.5922,4.3477,5.6056,5.2315,5.8627,4.847,3.2282,4.6404,5.206,4.728,4.562,5.9096,5.5491,6.2514,5.6913,5.391,5.9134,3.5324,5.0396,5.3431,5.7926,4.7651,3.3938,4.9928,3.0411,4.9265,6.0182,4.6159,3.9819,3.1261,4.7285,5.0282,5.6896,2.4727,5.6725,4.7415,5.0387,4.6815,5.3252,4.17,5.1198,5.0242,3.6077,5.8289,6.1479,6.0783
BMP8A,-2.5479,-0.7346,-1.0862,0.1648,-0.5125,-1.7809,-1.2828,-1.9942,-1.9942,-1.3548,-1.0262,0.0158,-1.0862,-1.1172,-1.0862,-1.5105,-1.3921,-1.3183,-0.1665,-3.6259,-0.9971,0.099,-2.7274,-2.0529,-1.1172,-1.5951,-0.9971,-9.9658,-1.8836,-1.7809,-0.8599,-5.5735,-1.9379,-0.9971,-1.0862,-1.9942,-5.5735,-2.7274,-3.1714,-2.8262,0.0158,-0.9132,-0.8084,-1.8314,-1.6394,-2.114,-1.2481,-1.685,-1.1172,-0.6193,-4.035,-3.1714,-3.1714,-1.4699,-5.0116,-0.4131,-0.6193,-2.9324,-0.394,-0.8084,-1.6394,-2.1779,-1.4699,-0.2498,-2.7274,-0.5973,-1.6394
BMP8B,0.7664,2.5658,3.0463,1.105,2.3106,2.409,3.8136,0.4552,1.196,-0.5756,0.5568,2.876,0.6969,1.6649,-1.0559,-0.1345,1.816,-0.7108,3.3619,1.0433,0.4016,1.8879,0.5568,0.1388,0.03,0.9789,3.2781,-0.2498,1.736,0.7321,0.8164,0.4125,-1.3183,0.8726,1.787,0.6969,-3.3076,-1.4699,-2.0529,2.1766,-0.6873,0.2029,0.24,3.6113,0.9789,-0.1828,-0.3022,-0.0725,2.7572,2.5511,-2.9324,-0.2671,0.5955,0.8883,0.099,1.7097,-1.0862,-0.2328,2.2206,1.5415,1.6512,-0.9686,1.3225,4.696,0.6608,1.7828,1.9601
BMPR1A,1.7702,2.826,2.4883,1.9564,2.3592,0.7321,1.7097,2.1925,1.7097,1.9968,2.5828,1.2271,1.7532,1.934,3.4713,2.3953,3.2557,2.9243,2.93,2.118,2.1798,1.9638,1.9564,2.676,2.3308,2.7805,3.0163,3.6184,1.7744,2.4623,2.5948,1.6374,2.3048,1.7097,1.9564,2.5011,1.5165,2.3135,2.5634,1.7702,3.1294,1.9264,2.2113,2.4492,2.3981,2.4306,2.1345,2.5948,1.2992,1.9859,2.0912,1.8201,2.0076,2.8321,2.5238,2.0465,2.1766,2.1013,2.4117,1.9859,1.7229,-0.9971,2.4359,1.5612,1.2756,2.6161,1.6327
