gene_name,TCGA-05-4384-01,TCGA-05-4396-01,TCGA-05-4398-01,TCGA-05-4402-01,TCGA-05-4405-01,TCGA-05-4410-01,TCGA-05-4417-01,TCGA-05-4418-01,TCGA-05-4420-01,TCGA-05-4422-01,TCGA-05-4426-01,TCGA-05-4430-01,TCGA-05-5423-01,TCGA-05-5429-01,TCGA-05-5715-01,TCGA-35-3615-01,TCGA-38-4626-01,TCGA-38-4627-01,TCGA-38-6178-01,TCGA-44-2656-01,TCGA-44-2657-01,TCGA-44-2665-01,TCGA-44-3396-01,TCGA-44-3919-01,TCGA-44-4112-01,TCGA-44-5645-01,TCGA-44-6145-01,TCGA-44-6146-01,TCGA-44-6774-01,TCGA-44-6775-01,TCGA-44-6777-01,TCGA-44-6779-01,TCGA-44-7659-01,TCGA-44-7662-01,TCGA-44-7670-01,TCGA-44-7671-01,TCGA-44-7672-01,TCGA-49-4486-01,TCGA-49-4487-01,TCGA-49-4488-01,TCGA-49-4494-01,TCGA-49-4501-01,TCGA-49-4505-01,TCGA-49-4506-01,TCGA-49-4507-01,TCGA-49-4510-01,TCGA-49-4512-01,TCGA-49-4514-01,TCGA-49-6742-01,TCGA-49-6744-01,TCGA-49-6745-01,TCGA-49-6761-01,TCGA-49-6767-01,TCGA-50-5044-01,TCGA-50-5049-01,TCGA-50-5051-01,TCGA-50-5068-01,TCGA-50-5072-01,TCGA-50-5931-01,TCGA-50-5932-01,TCGA-50-5933-01,TCGA-50-5936-01,TCGA-50-5939-01,TCGA-50-5941-01,TCGA-50-5942-01,TCGA-50-5944-01,TCGA-50-6593-01,TCGA-50-6595-01,TCGA-50-6597-01,TCGA-50-6673-01,TCGA-50-7109-01,TCGA-53-7626-01,TCGA-53-7813-01,TCGA-55-1592-01,TCGA-55-1594-01,TCGA-55-1596-01,TCGA-55-6543-01,TCGA-55-6712-01,TCGA-55-6970-01,TCGA-55-6971-01,TCGA-55-6978-01,TCGA-55-6979-01,TCGA-55-6981-01,TCGA-55-6982-01,TCGA-55-7573-01,TCGA-55-7574-01,TCGA-55-7728-01,TCGA-55-7815-01,TCGA-55-7911-01,TCGA-64-1676-01,TCGA-64-1679-01,TCGA-64-1680-01,TCGA-64-1681-01,TCGA-64-5774-01,TCGA-64-5778-01,TCGA-64-5781-01,TCGA-67-3771-01,TCGA-67-6215-01,TCGA-67-6216-01,TCGA-67-6217-01,TCGA-69-7760-01,TCGA-69-7761-01,TCGA-69-7763-01,TCGA-69-7764-01,TCGA-71-6725-01,TCGA-73-4658-01,TCGA-73-4659-01,TCGA-73-4675-01,TCGA-73-4676-01,TCGA-73-7498-01,TCGA-73-7499-01,TCGA-75-5122-01,TCGA-75-6203-01,TCGA-75-6205-01,TCGA-75-6207-01,TCGA-75-6211-01,TCGA-75-6212-01,TCGA-75-6214-01,TCGA-75-7027-01,TCGA-75-7030-01,TCGA-75-7031-01,TCGA-78-7145-01,TCGA-78-7147-01,TCGA-78-7148-01,TCGA-78-7149-01,TCGA-78-7150-01,TCGA-78-7152-01,TCGA-78-7153-01,TCGA-78-7154-01,TCGA-78-7155-01,TCGA-78-7156-01,TCGA-78-7158-01,TCGA-78-7159-01,TCGA-78-7160-01,TCGA-78-7161-01,TCGA-78-7162-01,TCGA-78-7163-01,TCGA-78-7166-01,TCGA-78-7167-01,TCGA-78-7535-01,TCGA-78-7536-01,TCGA-78-7537-01,TCGA-78-7539-01,TCGA-78-7540-01,TCGA-78-7542-01,TCGA-78-7633-01,TCGA-80-5607-01,TCGA-80-5608-01,TCGA-86-6562-01,TCGA-86-6851-01,TCGA-86-7713-01,TCGA-91-6828-01,TCGA-91-6829-01,TCGA-91-6835-01,TCGA-91-6840-01,TCGA-91-6847-01,TCGA-91-6849-01,TCGA-91-7771-01,TCGA-93-7348-01,TCGA-95-7039-01,TCGA-95-7043-01,TCGA-95-7567-01,TCGA-95-7947-01,TCGA-95-7948-01,TCGA-97-7546-01,TCGA-97-7552-01,TCGA-97-7553-01,TCGA-97-7554-01,TCGA-97-7937-01,TCGA-97-7938-01,TCGA-97-7941-01,TCGA-99-7458-01
LAT,2.6464,1.5266,3.2282,1.9601,2.4332,2.8076,2.9013,3.0145,1.2394,3.5349,2.3536,2.3704,3.2766,1.0915,2.0076,1.8879,2.3308,4.1169,1.1512,2.66014975747,4.4932,1.90084147959,2.8014,3.6748,1.3472561172,3.03637723066,2.945,0.476112552478,2.1213,1.92510044991,2.0638,3.2143,2.4306,2.6783,3.0056,0.4125,3.3619,0.1903,3.837,2.4171,1.5216,2.8014,2.9674,2.3843,3.6669,2.6602,2.7314,2.5338,0.6969,2.8482,2.4908,2.4117,5.8965,5.8654,4.1236,2.6647,4.0242,1.8801,2.1574,0.2998,2.3564,2.9507,3.7582,4.2965,2.9032,2.036,2.108,2.2019,3.4437,0.679,2.6962,3.506,1.8604,3.0463,2.7931,2.5213,1.9111,2.6873,2.2693,3.9213,3.9947,3.8511,2.2573,1.8762,3.5436,3.8239,4.1907,0.1388,3.6451,2.4279,1.2394,1.7097,1.5514,3.7709,4.1946,3.2557,2.685,1.1897,2.4492,3.0876,2.4465,3.335,1.7532,2.2452,0.6239,2.5388,1.3901,1.7403,1.177,3.2496,3.7898,4.2126,2.5731,3.5742,1.0711,2.5511,2.6185,2.1766,1.5465,2.1862,1.9415,0.9343,2.77,1.9415,2.1213,1.0433,2.6487,1.4065,1.177,1.1833,1.8078,1.4494,2.2872,2.9692,1.4388,3.0995,2.0912,2.4675,2.4386,1.8242,2.6602,2.2573,3.8218,1.7273,3.2034,0.5666,3.4358,1.6327,1.816,4.4582,1.9264,2.9488,1.3956,4.6358,3.1604,0.9038,2.1925,3.0323,2.93,1.9968,1.4335,2.5061,2.8462,1.5316,2.5852,3.9374,3.6861,1.5902,1.7532,1.9302,3.4464,3.5349
LATS1,2.5972,2.727,2.3732,2.3308,2.1988,2.5683,2.328,1.7617,1.4547,2.1957,1.2333,1.4808,1.5514,0.8961,2.1702,1.0711,1.9527,1.9073,2.3732,3.19969063263,1.9712,3.15013880166,2.0742,2.4063,2.96182008721,3.48337590781,2.6138,3.58506908201,2.2723,3.42996240156,2.0395,2.0004,1.5115,2.0325,2.0707,2.3479,1.5806,1.0915,1.674,1.1512,0.9038,2.0254,1.1382,0.6145,1.1512,0.8408,1.4547,0.1388,2.4332,2.1013,2.4571,1.9638,2.2901,1.4808,1.8996,1.6374,1.412,2.5996,2.7401,1.9749,2.7117,2.7007,2.3366,2.1013,1.934,2.6533,2.1114,2.0776,1.8323,2.4035,2.6715,2.4701,1.8242,2.128,2.6418,2.0111,1.3167,2.1638,2.3394,2.3649,2.7117,2.0604,1.9111,1.9638,2.5487,2.3953,1.7575,2.4701,1.8484,1.5013,2.5804,1.1833,2.1862,1.3679,1.6045,1.2085,2.3536,2.299,1.7828,2.2723,1.7702,3.0092,2.0912,2.2175,0.9268,1.6512,2.0183,1.2333,1.7786,1.8119,1.1897,2.4063,1.9968,2.2237,2.4753,2.6693,1.8363,1.8242,2.2813,2.2206,1.9749,2.6783,2.409,2.4279,1.6374,3.5262,2.1047,1.1117,1.9895,2.4198,1.736,1.736,2.3871,2.8158,2.2723,2.1013,1.6327,1.8242,2.2113,0.9343,2.7636,1.0433,2.5658,1.177,1.934,1.4859,1.5514,2.5112,1.9149,2.5683,2.3337,3.2557,3.091,2.9013,2.6624,2.4492,1.6093,2.676,1.8078,2.1047,1.9034,2.0111,2.8402,1.5165,3.1294,2.7594,2.3592,2.1734,2.3193,2.1444,2.0844,3.0481
LATS2,2.5683,1.9452,2.1766,1.7575,2.6114,1.7273,2.4649,2.0147,2.1313,1.6649,1.5316,2.2543,0.8408,1.5709,2.1606,1.2516,3.1327,3.027,2.7161,2.58199306823,2.0707,2.28223623141,2.5437,1.8524,2.16489788583,2.33177372554,2.3193,2.78400163853,3.4817,2.78122687125,2.8838,2.59,2.0535,2.6441,2.4198,2.5263,1.8722,1.334,2.4908,1.4547,0.6145,1.9859,2.4171,0.6145,1.3051,1.8643,1.8444,0.9268,2.9655,2.6464,2.6984,1.5854,2.2872,1.5902,2.3704,1.3397,0.7999,2.872,1.2085,3.4358,3.0859,2.5288,2.8622,2.108,2.6715,2.7029,2.8502,2.7205,1.3846,2.2175,2.1411,3.3421,0.8246,2.2813,1.595,1.6695,2.5188,2.1345,2.1894,2.0673,2.9765,2.0912,1.6327,2.2268,1.787,2.6693,1.4704,1.7403,2.1313,0.6699,2.7784,1.3846,2.108,1.7097,0.7748,1.4859,2.7742,1.614,1.6093,2.1444,1.3567,2.4753,3.0619,2.4649,2.2872,2.561,2.2082,1.1316,1.9452,2.6278,0.9716,2.2603,2.4675,2.376,2.9802,1.2636,1.4547,1.7229,2.8681,3.154,1.4494,2.4753,0.6425,2.6185,2.3536,3.3521,2.1247,0.8488,1.5465,1.736,2.8502,1.6327,1.9895,2.6533,1.8282,2.59,0.8647,1.2992,1.7446,1.2455,2.0878,1.3956,1.9675,2.2206,1.4441,2.6208,2.2693,1.3454,2.6067,1.9527,1.5563,2.5972,3.1344,2.667,2.1638,1.0293,2.971,2.6602,2.2237,2.7444,2.6348,2.05,1.766,1.614,2.7336,2.2513,2.667,2.167,2.183,3.1955,2.1411,2.1411
LCK,1.7995,1.6234,2.9525,1.7229,1.642,3.4075,3.4856,3.3506,1.1117,3.7171,1.8801,2.3308,3.0876,2.0946,1.3956,1.6466,1.8879,2.651,1.6695,3.18495281495,4.6329,1.89309986721,2.9507,3.603,1.39923573594,3.52993683403,3.6066,1.82281136539,2.753,2.1541354436,2.6738,3.74,1.8404,2.9109,2.2931,0.0854,3.4674,0.4657,3.7356,2.4386,1.8564,3.2944,2.59,2.9224,3.8461,1.412,0.9268,2.376,0.7058,3.3675,3.2541,2.9394,2.9984,1.6964,4.5167,1.0222,3.9534,1.3735,0.9038,0.5069,2.6325,2.3926,2.2813,4.2788,2.0844,1.0983,1.9149,2.5876,2.4225,2.6161,2.9469,3.795,2.376,1.816,4.5503,2.7051,1.5563,3.4318,2.6647,4.2017,4.5699,3.6983,1.6327,1.9264,3.3206,4.0313,4.309,2.1766,3.7324,2.3479,0.3685,1.0503,1.692,1.8564,4.0322,3.6939,2.9109,0.5859,2.409,2.6805,-0.7346,3.7646,1.8119,2.5876,-2.1779,2.9262,0.9493,0.7407,0.7146,2.4805,3.7072,4.9598,2.874,3.865,1.6327,3.8749,2.299,0.7579,1.7954,3.3076,2.3451,0.688,2.5828,2.4934,0.9862,1.2455,3.0619,1.7097,1.3511,1.9073,1.5216,0.9716,2.1574,3.551,1.0363,3.2692,2.043,1.4859,1.1512,-0.6193,2.4465,1.6466,3.8289,2.2113,2.0004,0.2277,3.2065,2.0147,1.7273,4.6271,1.5806,3.091,1.7786,4.906,2.93,2.7007,1.8323,3.573,2.7007,1.9859,0.4552,2.4675,2.7636,0.5271,2.7826,4.7555,3.4856,2.1476,-0.1504,1.6785,3.3047,3.7193
LCN2,6.2394,10.113,9.6517,7.0516,6.427,8.7787,8.3382,6.8076,10.6597,10.56,8.1765,9.2088,4.2773,8.9811,5.3799,5.8973,5.4683,6.6144,9.2034,6.15266065713,5.0588,5.0514004703,8.1087,7.5144,4.55706976188,5.47424209057,7.7367,9.5242381563,2.9802,5.63308396551,4.3917,8.7326,6.4296,8.66,7.2259,7.4005,7.5751,6.0242,6.4114,6.5987,6.7582,6.0277,9.5332,6.2419,9.7472,6.7302,5.9084,9.1647,11.5,6.9366,7.5884,4.9905,7.3705,5.4317,3.9901,9.1338,4.3744,7.7223,2.6487,6.3875,6.3646,6.8405,5.4213,10.196,3.1228,5.8105,8.4932,6.9689,10.7227,8.8502,7.7386,5.1827,11.2484,7.2522,3.8431,11.5296,7.0276,6.945,6.4298,5.3586,5.7824,8.485,5.7222,5.7679,4.3848,4.8064,10.731,8.5794,6.2694,6.0573,6.3716,6.6675,6.8411,8.4218,6.323,3.7867,8.1456,6.5571,6.1721,5.2036,4.1441,10.1227,5.2184,5.0343,8.9472,9.5057,8.2087,5.0666,5.9308,5.2913,10.4451,6.0339,3.9204,3.2944,6.2398,8.9053,4.6708,10.9078,4.7571,9.6197,12.4526,7.8892,5.7793,8.8053,8.5802,7.1072,7.1573,7.0118,6.48,-9.9658,5.4835,4.067,9.1561,11.2281,4.9528,4.9108,6.106,8.6872,5.4209,9.0485,7.5531,7.7923,5.6189,10.7354,7.5076,2.2901,5.7488,10.3124,8.7887,7.8779,5.151,9.7424,2.2206,4.6171,5.151,1.1382,8.2972,5.8558,7.9764,7.5438,7.7514,5.4367,10.3909,5.7621,4.5361,9.7299,7.4973,5.3115,6.5549,7.1988,7.1789,5.0717
LCP2,3.7561,2.8321,4.9132,3.8147,4.0935,4.5079,4.6462,3.9856,2.7422,4.5802,4.2119,4.2862,4.2616,1.7617,4.0523,2.9911,5.1177,3.7571,3.3003,5.16164906876,4.8334,4.47558327515,5.1903,4.783,3.60139774556,4.70307300987,4.7442,2.58441452171,4.2088,4.93786257114,5.1799,5.0009,3.3278,4.5324,2.3536,2.3019,4.582,1.0711,4.3213,3.6872,3.1604,3.6335,4.0488,2.8422,4.0875,2.4386,3.8611,3.0688,1.8363,4.9098,4.6112,3.837,3.7699,3.3856,5.4845,2.5462,4.3435,2.8994,1.8604,2.299,5.1297,3.8044,4.245,5.1684,3.2781,3.4398,3.9774,4.1652,3.3911,3.8611,3.794,5.079,3.5237,4.0926,3.7741,3.0688,4.2095,4.366,4.2818,5.2536,5.6977,5.5747,2.9338,4.0136,4.2404,4.7176,4.8944,5.0704,5.1347,4.5349,4.0233,2.1988,3.9242,2.8462,4.3555,4.1915,4.3527,3.2359,3.9524,4.174,1.6558,4.9317,3.5274,3.3773,2.7636,5.1161,3.9204,2.9224,3.5337,3.8601,4.5136,6.7373,4.8832,6.0726,3.2496,3.011,4.2165,2.1147,3.0602,4.2033,4.096,3.3148,3.0002,3.2127,2.5585,2.5731,3.5971,2.3423,3.0002,2.8014,2.6464,3.0723,4.2781,4.7187,2.2019,3.9089,1.9111,1.9931,2.0325,4.0541,4.443,2.6114,4.6944,2.3732,2.9948,2.5213,4.3428,2.8402,3.8501,5.3505,2.6232,5.4179,3.8905,5.7482,3.7061,1.3454,3.2617,4.7924,3.4464,2.7551,1.8242,3.8289,3.6077,2.3677,4.89,5.2616,5.0618,3.9728,2.909,3.1924,3.5742,4.6933
LDHA,8.5624,9.4151,10.0812,9.9412,8.6344,8.7394,8.7619,11.6247,9.2364,8.8177,10.5399,8.8008,9.3531,10.9265,8.7714,9.2573,8.5203,9.6468,9.4643,9.14962163019,8.4643,9.34177869558,9.7141,9.6293,9.36456211932,8.46982119311,10.0117,7.70101812895,8.7945,8.8195625836,9.849,10.8498,9.515,8.6478,8.989,9.2038,8.8737,8.5452,8.8358,10.2162,10.0104,9.0792,9.6135,9.7918,9.2347,7.6629,8.8063,9.3801,9.6492,9.2285,9.7433,9.8352,8.994,10.0876,9.0142,9.0225,9.5872,9.5017,9.0528,8.8602,9.9959,10.1994,9.5164,9.5981,8.7067,8.4654,9.0058,9.7603,8.1698,8.6368,9.4747,8.565,9.7846,9.1022,9.383,8.3953,10.0837,10.1689,9.8,9.4987,9.8832,8.8632,10.2702,9.7571,8.3527,8.69,8.2758,9.5338,9.6271,9.338,9.6095,8.9473,8.8179,9.4779,8.7189,8.8447,9.2642,10.0574,9.8077,8.686,9.3816,9.3724,8.6918,9.0579,8.296,9.1027,9.3105,9.1615,9.7589,8.0249,8.5932,8.4,8.754,9.4598,9.8128,9.1871,10.3159,9.5049,9.305,9.064,10.0273,9.7932,8.4743,9.6996,7.7558,11.1742,8.8777,9.07,8.6847,9.0569,8.1947,9.1416,9.3696,8.8664,8.8418,8.2881,10.4505,9.4006,8.4534,7.9219,9.775,8.1884,7.7264,8.3086,10.8442,8.1896,9.7723,9.2279,9.5943,8.9879,9.5132,8.9138,9.2485,8.3477,6.5568,8.9258,9.1723,8.9855,8.7971,8.919,8.9448,8.7669,8.9278,8.3202,8.745,8.5231,8.2199,10.0158,9.2844,8.883,8.5236,10.0379
LDHAL6A,-5.5735,-4.6082,-6.5064,-5.5735,-9.9658,-4.6082,-5.5735,-9.9658,-4.6082,-6.5064,-6.5064,-6.5064,-6.5064,-9.9658,-9.9658,-6.5064,-6.5064,-6.5064,-5.5735,-2.69588581046,-9.9658,-2.75961784168,-5.0116,-6.5064,-3.51183638454,-2.15625542658,-9.9658,-2.66503457236,-9.9658,-3.17136478386,-6.5064,-9.9658,-3.816,-0.7108,-5.5735,-5.5735,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-5.5735,-6.5064,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-4.2934,-5.5735,-5.5735,-6.5064,-9.9658,-5.0116,-4.6082,-5.5735,-5.5735,-5.5735,-9.9658,-6.5064,-5.5735,-5.5735,-4.6082,-9.9658,-4.035,-5.5735,-5.5735,-5.5735,-1.685,-5.5735,-3.6259,-5.5735,-9.9658,-5.5735,-5.5735,-4.6082,-9.9658,-4.035,-9.9658,-6.5064,-9.9658,-6.5064,-9.9658,-9.9658,-5.0116,-9.9658,-5.5735,-0.5973,-4.6082,-6.5064,-5.5735,-5.0116,-5.0116,-5.5735,-4.6082,-6.5064,-9.9658,-5.5735,-5.5735,-9.9658,-5.5735,-5.5735,-9.9658,-5.0116,-5.5735,-6.5064,-5.5735,-5.5735,-1.4305,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-1.8836,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-6.5064,-9.9658,-6.5064,-5.0116,-3.816,-5.5735,-0.0277,-9.9658,-9.9658,-5.5735,-9.9658,-5.5735,-6.5064,-6.5064,-9.9658,-5.5735,-9.9658,-5.5735,-9.9658,-5.5735,-4.6082,-9.9658,-5.0116,-4.2934,-9.9658,-5.5735,-6.5064,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-3.3076,-9.9658,-9.9658,-5.0116,-4.6082,-4.2934,-3.458,-3.816,-5.0116,-5.0116
LDHAL6B,-3.816,-1.8836,-3.1714,-6.5064,-4.035,-3.458,-9.9658,-3.458,-9.9658,-3.0469,-6.5064,-4.6082,-9.9658,-3.6259,-4.035,-5.5735,-3.6259,-6.5064,-4.2934,-1.01647747009,-5.5735,-0.238434866603,-3.6259,-4.2934,-0.438921370104,-0.922322492461,-2.4659,0.717483176144,-9.9658,-0.664330833329,-4.6082,-4.2934,-4.6082,-4.2934,-6.5064,-5.5735,-6.5064,-9.9658,-5.5735,-9.9658,-5.5735,-6.5064,-6.5064,-3.6259,-6.5064,-6.5064,-3.6259,-4.2934,-1.2142,-3.0469,-3.6259,-5.5735,-4.2934,-3.816,-6.5064,-4.035,-9.9658,-3.3076,-3.6259,-4.2934,-2.7274,-3.1714,-5.5735,-5.5735,-3.816,-5.5735,-5.5735,-4.6082,-9.9658,-5.5735,-5.0116,-5.5735,-3.816,-3.816,-5.5735,-3.816,-5.5735,-5.5735,-3.3076,-9.9658,-4.6082,-9.9658,-5.5735,-9.9658,-3.1714,-3.1714,-2.0529,-2.8262,-2.7274,-4.035,-9.9658,-9.9658,-5.0116,-9.9658,-5.0116,-4.035,-3.1714,-3.3076,-4.2934,-4.2934,-3.0469,-2.3884,-2.5479,-4.035,-4.2934,-5.5735,-5.0116,-4.6082,-3.458,-4.6082,-5.5735,-3.3076,-9.9658,-3.6259,-5.0116,-3.3076,-5.5735,-4.035,-3.0469,-2.8262,-3.1714,-5.5735,-5.0116,-4.035,-6.5064,-2.0529,-5.0116,-5.5735,-4.2934,-9.9658,-5.5735,-4.035,-4.035,-5.5735,-4.035,-6.5064,-4.6082,-3.3076,-5.5735,-5.5735,-5.5735,-5.0116,-6.5064,-0.6193,-5.0116,-5.5735,-3.816,-4.2934,-3.6259,-5.0116,-3.6259,-2.6349,-4.2934,-3.3076,-3.816,-4.6082,-2.8262,-2.0529,-3.816,-9.9658,-9.9658,-5.5735,-3.3076,-4.2934,-3.458,-4.6082,-4.2934,-5.0116,-4.2934,-4.2934,-3.816,-3.3076
LDHB,6.5884,8.2384,8.1488,9.2771,9.4969,9.5914,8.486,9.4341,8.5366,8.5356,4.8253,7.878,7.6514,4.8939,8.4693,9.2822,8.1994,8.0635,7.7612,8.69892281135,7.3265,5.55101950135,8.338,8.6482,8.20078317098,7.52248279832,8.4947,5.31825028493,7.7273,7.66065794757,8.5856,7.6271,10.3758,8.6368,9.7189,7.7606,7.6212,7.987,8.8628,9.9616,9.643,7.1728,6.0418,7.7096,7.4559,7.5537,7.5039,9.6281,8.6118,7.717,10.9057,7.5856,9.3992,8.9457,7.9183,7.9471,7.8125,9.8724,9.0838,7.4405,8.65,9.7879,8.6047,9.808,8.3645,7.8037,7.919,8.5371,9.3363,9.366,8.3356,8.7006,8.8128,10.3802,9.5788,8.9731,8.5908,8.1361,8.3664,7.9288,8.9085,7.8017,9.2425,8.33,7.4401,7.9021,6.5173,8.6345,9.1225,6.1349,7.9821,8.7657,7.7469,8.4348,9.6608,6.9243,6.9101,4.4996,8.1879,8.9293,9.9553,6.3756,7.2068,9.249,9.1701,8.8723,8.6793,5.467,9.3,8.0333,7.4599,9.598,8.2427,9.074,9.4029,9.1533,5.9828,7.7636,9.5222,7.0511,9.8052,10.4448,8.4343,9.3727,8.5973,9.6411,7.84,9.0638,10.5403,10.0157,9.547,7.6293,8.6,9.1999,7.4735,8.6593,7.7551,8.7647,9.0357,7.4593,9.2817,5.8334,8.6805,6.1396,7.3808,9.081,8.5691,8.1436,9.6307,11.6656,9.3522,9.1497,9.2837,7.7743,7.9612,7.7237,8.1892,8.8786,8.5105,7.997,6.1412,10.7905,7.4643,3.741,8.4305,7.2785,7.6488,7.704,9.4797,8.9233,8.903,8.0391
LDHC,-1.9379,1.6604,1.2756,1.6785,-9.9658,-0.2159,-9.9658,-2.4659,-5.0116,-3.3076,-1.8836,-2.114,-1.0862,-9.9658,-4.035,-4.6082,-3.816,-2.3147,-3.0469,-9.9658,-2.1779,-1.81434178003,-5.5735,-1.2481,0.240008275546,-3.12866854975,-9.9658,-9.9658,-9.9658,0.956828473357,0.6969,-1.5951,-4.2934,-9.9658,-9.9658,-1.9379,1.2576,1.7403,0.0158,1.7489,1.8722,0.7664,-2.5479,-3.3076,-9.9658,-1.9942,-0.7346,-1.1172,0.8883,-0.394,0.0854,1.2455,-1.6394,-3.816,-4.6082,-9.9658,-4.2934,-0.8084,-0.6193,-9.9658,0.2154,-1.2828,-4.2934,-9.9658,-5.0116,-9.9658,0.5271,-4.2934,0.605,-9.9658,2.043,-2.7274,-2.8262,-0.3566,-0.5332,1.5115,-1.685,1.6466,-9.9658,1.1447,-1.2142,-9.9658,-1.5105,-4.035,-9.9658,-9.9658,-9.9658,-0.0574,-5.0116,-9.9658,0.8164,-3.816,-0.9406,-9.9658,0.6332,-9.9658,0.517,-9.9658,-9.9658,-9.9658,-0.0725,-9.9658,-0.4521,0.3685,-9.9658,-3.3076,-6.5064,-9.9658,-3.816,-3.458,-5.5735,-9.9658,-9.9658,-9.9658,-3.1714,-3.6259,-9.9658,0.4125,-4.035,-2.9324,-0.3201,-2.114,-5.0116,-1.9942,-5.0116,0.8568,-4.035,-9.9658,-9.9658,-0.9971,0.9115,-4.2934,-4.2934,1.0503,-1.1172,0.9268,-9.9658,-2.9324,-6.5064,-0.4719,1.0433,-3.816,-2.0529,-9.9658,-5.0116,-2.4659,-9.9658,-9.9658,-9.9658,0.4865,-4.2934,-2.8262,1.4808,-9.9658,1.5064,-3.816,-9.9658,-9.9658,-2.3884,1.6374,-9.9658,-9.9658,2.9637,-9.9658,-1.8314,-9.9658,-4.6082,0.6239,0.3346,-1.6394,-3.6259,-5.0116
LEF1,2.1798,2.8622,2.1606,2.0325,2.1766,2.043,3.4778,2.1894,2.0569,2.3366,1.6558,2.945,1.8201,1.7702,2.9893,1.6466,1.2394,3.7804,2.8096,2.68205997492,3.242,4.15414304964,3.483,3.0481,2.97161180319,3.44022203845,2.7721,2.79441749843,3.4318,3.8830558959,3.1987,2.5188,1.4335,3.5149,3.5947,2.496,3.2707,-0.5973,3.4048,1.3109,0.7321,2.8442,2.0465,1.0293,2.0111,0.7146,3.3407,2.2872,1.0433,3.6393,2.9338,1.8363,2.1509,3.0252,3.8441,2.6185,2.7139,2.0912,2.1247,0.6699,2.971,2.7161,2.328,2.7336,2.4492,2.8681,2.8936,3.6451,2.05,2.2693,2.5707,2.118,2.4035,1.46,2.4465,1.816,1.5661,2.9413,2.3423,2.9525,3.4804,3.7083,2.2783,2.9929,3.0305,4.3562,1.9786,4.5417,2.5363,1.9415,2.872,0.6239,2.7826,3.7138,2.4386,2.362,2.0946,1.2875,1.5661,2.2237,1.6187,3.4791,2.6348,2.5487,0.9268,3.5199,2.0979,2.2813,1.5165,2.7847,3.0127,2.328,1.5415,3.4464,1.3679,2.578,2.5707,2.328,2.826,3.5161,1.5366,2.4332,1.5266,1.9822,2.6325,2.9071,2.4035,3.0323,1.6875,4.9007,1.5415,2.7422,2.5388,3.0199,2.0979,2.6602,-0.2328,1.0847,1.5366,2.4144,2.0878,2.7227,2.1509,1.9226,0.9493,0.7233,1.8119,2.2113,2.296,2.6418,1.0779,2.036,3.3633,4.2892,2.5828,0.2154,1.8323,3.1145,3.2752,2.0218,1.5758,2.5462,2.9128,0.7579,2.9984,3.6635,2.2513,2.6895,1.5465,2.1702,2.036,2.9618
LEFTY1,-2.114,-2.4659,-0.9132,-2.7274,2.376,-1.4305,-0.3383,-4.035,-2.5479,-5.0116,-4.2934,-1.5105,-1.4699,4.222,-0.1504,-4.2934,-2.8262,-2.7274,-1.8836,-2.4927935299,-0.8599,-3.51183182716,-4.6082,-1.3548,-4.29334648684,-2.93235589277,-4.035,-3.00769695504,-4.035,-2.52007983824,-0.5973,-4.2934,-1.9379,-0.5332,-0.7834,-9.9658,-2.6349,-3.816,-9.9658,-1.7809,-3.0469,-4.6082,-0.8599,-5.5735,-9.9658,-1.1811,-4.035,-4.2934,3.1733,-2.9324,-1.5951,-0.9971,-4.035,-9.9658,-3.458,1.1641,-2.7274,5.6778,-1.7809,-2.3147,-2.8262,-3.458,-5.5735,-2.4659,-1.8836,-1.5951,-1.4305,-3.3076,-1.1488,1.2636,-1.2481,-1.4305,-1.5522,-2.3147,0.058,-1.1811,-3.0469,-5.0116,-3.6259,-3.458,-5.0116,-2.9324,0.4016,-4.2934,-3.6259,-2.5479,0.7233,-2.9324,-5.5735,-3.3076,-2.1779,-3.3076,-3.6259,4.391,-2.0529,-9.9658,-3.6259,-3.816,-2.8262,-1.3548,-1.3921,-1.1488,-3.1714,-3.1714,-0.3566,-0.9971,-0.9132,-4.6082,-1.5105,-2.5479,-4.2934,-3.816,-2.6349,-9.9658,-5.0116,3.5299,-4.6082,-2.4659,-4.2934,-3.3076,3.1162,-1.685,-2.0529,-2.8262,-3.1714,-2.9324,-4.035,-4.2934,-2.8262,-9.9658,-3.6259,-2.1779,-1.8314,-3.1714,-3.1714,-0.9971,-4.6082,-5.0116,-1.7322,-2.114,-2.3147,-5.0116,-6.5064,-2.5479,-3.6259,-6.5064,-4.035,-3.1714,0.9789,-3.816,2.5658,-1.5951,-5.5735,-5.5735,-5.0116,-2.7274,-5.0116,-3.816,-0.0574,-0.6643,-0.0877,-0.8339,-2.3147,-3.6259,-3.0469,0.9268,-1.1811,-0.8084,0.03,-2.8262,-1.8836,-3.1714
