Gene_num,Gene_name,NodeType
707,GAB2-Geno,Gene-Geno
708,GABARAP-Geno,Gene-Geno
709,GABARAPL1-Geno,Gene-Geno
710,GABARAPL2-Geno,Gene-Geno
711,GABBR1-Geno,Gene-Geno
712,GABBR2-Geno,Gene-Geno
713,GADD45A-Geno,Gene-Geno
714,GADD45B-Geno,Gene-Geno
715,GADD45G-Geno,Gene-Geno
716,GALT-Geno,Gene-Geno
717,GAPDH-Geno,Gene-Geno
718,GAS1-Geno,Gene-Geno
719,GATA4-Geno,Gene-Geno
720,GCG-Geno,Gene-Geno
721,GCGR-Geno,Gene-Geno
722,GCK-Geno,Gene-Geno
723,GDF5-Geno,Gene-Geno
724,GDF6-Geno,Gene-Geno
725,GDF7-Geno,Gene-Geno
726,GDNF-Geno,Gene-Geno
727,GFAP-Geno,Gene-Geno
728,GH1-Geno,Gene-Geno
729,GH2-Geno,Gene-Geno
730,GHR-Geno,Gene-Geno
731,GHRL-Geno,Gene-Geno
732,GHSR-Geno,Gene-Geno
733,GIP-Geno,Gene-Geno
734,GIPR-Geno,Gene-Geno
735,GK-Geno,Gene-Geno
736,GK2-Geno,Gene-Geno
737,GLI1-Geno,Gene-Geno
738,GLI2-Geno,Gene-Geno
739,GLI3-Geno,Gene-Geno
740,GLP1R-Geno,Gene-Geno
741,GNA11-Geno,Gene-Geno
742,GNA12-Geno,Gene-Geno
743,GNA13-Geno,Gene-Geno
744,GNA14-Geno,Gene-Geno
745,GNA15-Geno,Gene-Geno
746,GNAI1-Geno,Gene-Geno
747,GNAI2-Geno,Gene-Geno
748,GNAI3-Geno,Gene-Geno
749,GNAL-Geno,Gene-Geno
750,GNAO1-Geno,Gene-Geno
751,GNAQ-Geno,Gene-Geno
752,GNAS-Geno,Gene-Geno
753,GNB1-Geno,Gene-Geno
754,GNB2-Geno,Gene-Geno
755,GNB3-Geno,Gene-Geno
756,GNB4-Geno,Gene-Geno
757,GNB5-Geno,Gene-Geno
758,GNG10-Geno,Gene-Geno
759,GNG11-Geno,Gene-Geno
760,GNG12-Geno,Gene-Geno
761,GNG13-Geno,Gene-Geno
762,GNG2-Geno,Gene-Geno
763,GNG3-Geno,Gene-Geno
764,GNG4-Geno,Gene-Geno
765,GNG5-Geno,Gene-Geno
766,GNG7-Geno,Gene-Geno
767,GNG8-Geno,Gene-Geno
768,GNGT1-Geno,Gene-Geno
769,GNGT2-Geno,Gene-Geno
770,GNRH1-Geno,Gene-Geno
771,GNRH2-Geno,Gene-Geno
772,GNRHR-Geno,Gene-Geno
773,GPC4-Geno,Gene-Geno
774,GPER1-Geno,Gene-Geno
775,GPR119-Geno,Gene-Geno
776,GPR161-Geno,Gene-Geno
777,GPRC6A-Geno,Gene-Geno
778,GRAP2-Geno,Gene-Geno
779,GRB10-Geno,Gene-Geno
780,GRB2-Geno,Gene-Geno
781,GREM1-Geno,Gene-Geno
782,GREM2-Geno,Gene-Geno
783,GRIA1-Geno,Gene-Geno
784,GRIA2-Geno,Gene-Geno
785,GRIA3-Geno,Gene-Geno
786,GRIA4-Geno,Gene-Geno
787,GRIN1-Geno,Gene-Geno
788,GRIN2A-Geno,Gene-Geno
789,GRIN2B-Geno,Gene-Geno
790,GRIN2C-Geno,Gene-Geno
791,GRIN2D-Geno,Gene-Geno
792,GRIN3A-Geno,Gene-Geno
793,GRIN3B-Geno,Gene-Geno
794,GRK1-Geno,Gene-Geno
795,GRK2-Geno,Gene-Geno
796,GRK3-Geno,Gene-Geno
797,GRK4-Geno,Gene-Geno
798,GRK5-Geno,Gene-Geno
799,GRK6-Geno,Gene-Geno
800,GRK7-Geno,Gene-Geno
801,GRM1-Geno,Gene-Geno
802,GRM2-Geno,Gene-Geno
803,GRM3-Geno,Gene-Geno
804,GRM4-Geno,Gene-Geno
805,GRM5-Geno,Gene-Geno
806,GRM6-Geno,Gene-Geno
807,GRM7-Geno,Gene-Geno
808,GRM8-Geno,Gene-Geno
809,GRPR-Geno,Gene-Geno
810,GSDMD-Geno,Gene-Geno
811,GSK3A-Geno,Gene-Geno
812,GSK3B-Geno,Gene-Geno
813,GTF2I-Geno,Gene-Geno
814,GTF2IRD1-Geno,Gene-Geno
815,GTSE1-Geno,Gene-Geno
816,GYS1-Geno,Gene-Geno
817,GYS2-Geno,Gene-Geno
818,HAMP-Geno,Gene-Geno
819,HBEGF-Geno,Gene-Geno
820,HCAR1-Geno,Gene-Geno
821,HCAR2-Geno,Gene-Geno
822,HCAR3-Geno,Gene-Geno
823,HCK-Geno,Gene-Geno
824,HDAC1-Geno,Gene-Geno
825,HDAC2-Geno,Gene-Geno
826,HDAC3-Geno,Gene-Geno
827,HDAC4-Geno,Gene-Geno
828,HDAC5-Geno,Gene-Geno
829,HES1-Geno,Gene-Geno
830,HES5-Geno,Gene-Geno
831,HEY1-Geno,Gene-Geno
832,HEY2-Geno,Gene-Geno
833,HEYL-Geno,Gene-Geno
834,HGF-Geno,Gene-Geno
835,HHAT-Geno,Gene-Geno
836,HHATL-Geno,Gene-Geno
837,HHIP-Geno,Gene-Geno
838,HIF1A-Geno,Gene-Geno
839,HK1-Geno,Gene-Geno
840,HK2-Geno,Gene-Geno
841,HK3-Geno,Gene-Geno
842,HKDC1-Geno,Gene-Geno
843,HMGCR-Geno,Gene-Geno
844,HMGCS1-Geno,Gene-Geno
845,HMGCS2-Geno,Gene-Geno
846,HMOX1-Geno,Gene-Geno
847,HNF4A-Geno,Gene-Geno
848,HOMER1-Geno,Gene-Geno
849,HOMER2-Geno,Gene-Geno
850,HOMER3-Geno,Gene-Geno
851,HRAS-Geno,Gene-Geno
852,HRC-Geno,Gene-Geno
853,HRH1-Geno,Gene-Geno
854,HRH2-Geno,Gene-Geno
855,HSP90AA1-Geno,Gene-Geno
856,HSP90AB1-Geno,Gene-Geno
857,HSP90B1-Geno,Gene-Geno
858,HSPA1A-Geno,Gene-Geno
859,HSPA1B-Geno,Gene-Geno
860,HSPA1L-Geno,Gene-Geno
861,HSPA2-Geno,Gene-Geno
862,HSPA6-Geno,Gene-Geno
863,HSPA8-Geno,Gene-Geno
864,HSPB1-Geno,Gene-Geno
865,HTR1A-Geno,Gene-Geno
866,HTR1B-Geno,Gene-Geno
867,HTR1D-Geno,Gene-Geno
868,HTR1E-Geno,Gene-Geno
869,HTR1F-Geno,Gene-Geno
870,HTR2A-Geno,Gene-Geno
871,HTR2B-Geno,Gene-Geno
872,HTR2C-Geno,Gene-Geno
873,HTR4-Geno,Gene-Geno
874,HTR5A-Geno,Gene-Geno
875,HTR6-Geno,Gene-Geno
876,HTR7-Geno,Gene-Geno
877,IBSP-Geno,Gene-Geno
878,ICAM1-Geno,Gene-Geno
879,ICOS-Geno,Gene-Geno
880,ID1-Geno,Gene-Geno
881,ID2-Geno,Gene-Geno
882,ID3-Geno,Gene-Geno
883,ID4-Geno,Gene-Geno
884,IFI16-Geno,Gene-Geno
885,IFIH1-Geno,Gene-Geno
886,IFNA1-Geno,Gene-Geno
887,IFNA10-Geno,Gene-Geno
888,IFNA13-Geno,Gene-Geno
889,IFNA14-Geno,Gene-Geno
890,IFNA16-Geno,Gene-Geno
891,IFNA17-Geno,Gene-Geno
892,IFNA2-Geno,Gene-Geno
893,IFNA21-Geno,Gene-Geno
894,IFNA4-Geno,Gene-Geno
895,IFNA5-Geno,Gene-Geno
896,IFNA6-Geno,Gene-Geno
897,IFNA7-Geno,Gene-Geno
898,IFNA8-Geno,Gene-Geno
899,IFNAR1-Geno,Gene-Geno
900,IFNAR2-Geno,Gene-Geno
901,IFNB1-Geno,Gene-Geno
902,IFNE-Geno,Gene-Geno
903,IFNG-Geno,Gene-Geno
904,IFNGR1-Geno,Gene-Geno
905,IFNGR2-Geno,Gene-Geno
906,IFNK-Geno,Gene-Geno
907,IFNL1-Geno,Gene-Geno
908,IFNL2-Geno,Gene-Geno
909,IFNL3-Geno,Gene-Geno
910,IFNLR1-Geno,Gene-Geno
911,IFNW1-Geno,Gene-Geno
912,IGF1-Geno,Gene-Geno
913,IGF1R-Geno,Gene-Geno
914,IGF2-Geno,Gene-Geno
915,IGFBP3-Geno,Gene-Geno
916,IHH-Geno,Gene-Geno
917,IKBKB-Geno,Gene-Geno
918,IKBKE-Geno,Gene-Geno
919,IKBKG-Geno,Gene-Geno
920,IL10-Geno,Gene-Geno
921,IL10RA-Geno,Gene-Geno
922,IL10RB-Geno,Gene-Geno
923,IL11-Geno,Gene-Geno
924,IL11RA-Geno,Gene-Geno
925,IL12A-Geno,Gene-Geno
926,IL12B-Geno,Gene-Geno
927,IL12RB1-Geno,Gene-Geno
928,IL12RB2-Geno,Gene-Geno
929,IL13-Geno,Gene-Geno
930,IL13RA1-Geno,Gene-Geno
931,IL13RA2-Geno,Gene-Geno
932,IL15-Geno,Gene-Geno
933,IL15RA-Geno,Gene-Geno
934,IL17A-Geno,Gene-Geno
935,IL17B-Geno,Gene-Geno
936,IL17C-Geno,Gene-Geno
937,IL17D-Geno,Gene-Geno
938,IL17F-Geno,Gene-Geno
939,IL17RA-Geno,Gene-Geno
940,IL17RB-Geno,Gene-Geno
941,IL17RC-Geno,Gene-Geno
942,IL17RE-Geno,Gene-Geno
943,IL18-Geno,Gene-Geno
944,IL19-Geno,Gene-Geno
945,IL1A-Geno,Gene-Geno
946,IL1B-Geno,Gene-Geno
947,IL1R1-Geno,Gene-Geno
948,IL1RAP-Geno,Gene-Geno
949,IL2-Geno,Gene-Geno
950,IL20-Geno,Gene-Geno
951,IL20RA-Geno,Gene-Geno
952,IL20RB-Geno,Gene-Geno
953,IL21-Geno,Gene-Geno
954,IL21R-Geno,Gene-Geno
955,IL22-Geno,Gene-Geno
956,IL22RA1-Geno,Gene-Geno
957,IL22RA2-Geno,Gene-Geno
958,IL23A-Geno,Gene-Geno
959,IL23R-Geno,Gene-Geno
960,IL24-Geno,Gene-Geno
961,IL25-Geno,Gene-Geno
962,IL27RA-Geno,Gene-Geno
963,IL2RA-Geno,Gene-Geno
964,IL2RB-Geno,Gene-Geno
965,IL2RG-Geno,Gene-Geno
966,IL3-Geno,Gene-Geno
967,IL3RA-Geno,Gene-Geno
968,IL4-Geno,Gene-Geno
969,IL4R-Geno,Gene-Geno
970,IL5-Geno,Gene-Geno
971,IL5RA-Geno,Gene-Geno
972,IL6-Geno,Gene-Geno
973,IL6R-Geno,Gene-Geno
974,IL6ST-Geno,Gene-Geno
975,IL7-Geno,Gene-Geno
976,IL7R-Geno,Gene-Geno
977,IL9-Geno,Gene-Geno
978,IL9R-Geno,Gene-Geno
979,ILK-Geno,Gene-Geno
980,INHBA-Geno,Gene-Geno
981,INHBB-Geno,Gene-Geno
982,INHBC-Geno,Gene-Geno
983,INHBE-Geno,Gene-Geno
984,INPP5D-Geno,Gene-Geno
985,INPPL1-Geno,Gene-Geno
986,INS-Geno,Gene-Geno
987,INSL3-Geno,Gene-Geno
988,INSL5-Geno,Gene-Geno
989,INSR-Geno,Gene-Geno
990,INVS-Geno,Gene-Geno
991,IQCE-Geno,Gene-Geno
992,IRAG1-Geno,Gene-Geno
993,IRAK1-Geno,Gene-Geno
994,IRAK2-Geno,Gene-Geno
995,IRAK3-Geno,Gene-Geno
996,IRAK4-Geno,Gene-Geno
997,IRF1-Geno,Gene-Geno
998,IRF3-Geno,Gene-Geno
999,IRF5-Geno,Gene-Geno
1000,IRF7-Geno,Gene-Geno
1001,IRF9-Geno,Gene-Geno
1002,IRS1-Geno,Gene-Geno
1003,IRS2-Geno,Gene-Geno
1004,IRS4-Geno,Gene-Geno
1005,ISG15-Geno,Gene-Geno
1006,ITCH-Geno,Gene-Geno
1007,ITGA1-Geno,Gene-Geno
1008,ITGA10-Geno,Gene-Geno
1009,ITGA11-Geno,Gene-Geno
1010,ITGA2-Geno,Gene-Geno
1011,ITGA2B-Geno,Gene-Geno
1012,ITGA3-Geno,Gene-Geno
1013,ITGA4-Geno,Gene-Geno
1014,ITGA5-Geno,Gene-Geno
1015,ITGA6-Geno,Gene-Geno
1016,ITGA7-Geno,Gene-Geno
1017,ITGA8-Geno,Gene-Geno
1018,ITGA9-Geno,Gene-Geno
1019,ITGAL-Geno,Gene-Geno
1020,ITGAM-Geno,Gene-Geno
1021,ITGAV-Geno,Gene-Geno
1022,ITGB1-Geno,Gene-Geno
1023,ITGB2-Geno,Gene-Geno
1024,ITGB3-Geno,Gene-Geno
1025,ITGB4-Geno,Gene-Geno
1026,ITGB5-Geno,Gene-Geno
1027,ITGB6-Geno,Gene-Geno
1028,ITGB7-Geno,Gene-Geno
1029,ITGB8-Geno,Gene-Geno
1030,ITK-Geno,Gene-Geno
1031,ITPR1-Geno,Gene-Geno
1032,ITPR2-Geno,Gene-Geno
1033,ITPR3-Geno,Gene-Geno
1034,JAG1-Geno,Gene-Geno
1035,JAG2-Geno,Gene-Geno
1036,JAK1-Geno,Gene-Geno
1037,JAK2-Geno,Gene-Geno
1038,JAK3-Geno,Gene-Geno
1039,JMJD7-PLA2G4B-Geno,Gene-Geno
1040,JUN-Geno,Gene-Geno
1041,JUND-Geno,Gene-Geno
1042,KAT2A-Geno,Gene-Geno
1043,KAT2B-Geno,Gene-Geno
1044,KCNJ12-Geno,Gene-Geno
1045,KCNJ14-Geno,Gene-Geno
1046,KCNJ18-Geno,Gene-Geno
1047,KCNJ2-Geno,Gene-Geno
1048,KCNJ3-Geno,Gene-Geno
1049,KCNJ4-Geno,Gene-Geno
1050,KCNJ5-Geno,Gene-Geno
1051,KCNJ6-Geno,Gene-Geno
1052,KCNJ8-Geno,Gene-Geno
1053,KCNJ9-Geno,Gene-Geno
1054,KCNMA1-Geno,Gene-Geno
1055,KCNMB1-Geno,Gene-Geno
1056,KCNMB2-Geno,Gene-Geno
1057,KCNMB3-Geno,Gene-Geno
1058,KCNMB4-Geno,Gene-Geno
1059,KCNU1-Geno,Gene-Geno
1060,KDR-Geno,Gene-Geno
1061,KIDINS220-Geno,Gene-Geno
1062,KIF3A-Geno,Gene-Geno
1063,KIF7-Geno,Gene-Geno
1064,KIT-Geno,Gene-Geno
1065,KITLG-Geno,Gene-Geno
1066,KLF2-Geno,Gene-Geno
1067,KLF4-Geno,Gene-Geno
1068,KNG1-Geno,Gene-Geno
1069,KRAS-Geno,Gene-Geno
1070,KRIT1-Geno,Gene-Geno
1071,KRT10-Geno,Gene-Geno
1072,KRT12-Geno,Gene-Geno
1073,KRT13-Geno,Gene-Geno
1074,KRT14-Geno,Gene-Geno
1075,KRT15-Geno,Gene-Geno
1076,KRT16-Geno,Gene-Geno
1077,KRT17-Geno,Gene-Geno
1078,KRT18-Geno,Gene-Geno
1079,KRT19-Geno,Gene-Geno
1080,KRT20-Geno,Gene-Geno
1081,KRT23-Geno,Gene-Geno
1082,KRT24-Geno,Gene-Geno
1083,KRT25-Geno,Gene-Geno
1084,KRT26-Geno,Gene-Geno
1085,KRT27-Geno,Gene-Geno
1086,KRT28-Geno,Gene-Geno
1087,KRT31-Geno,Gene-Geno
1088,KRT32-Geno,Gene-Geno
1089,KRT33A-Geno,Gene-Geno
1090,KRT33B-Geno,Gene-Geno
1091,KRT34-Geno,Gene-Geno
1092,KRT35-Geno,Gene-Geno
1093,KRT36-Geno,Gene-Geno
1094,KRT37-Geno,Gene-Geno
1095,KRT38-Geno,Gene-Geno
1096,KRT39-Geno,Gene-Geno
1097,KRT40-Geno,Gene-Geno
1098,KRT9-Geno,Gene-Geno
1099,KSR1-Geno,Gene-Geno
1100,KSR2-Geno,Gene-Geno
1101,LAMA1-Geno,Gene-Geno
1102,LAMA2-Geno,Gene-Geno
1103,LAMA3-Geno,Gene-Geno
1104,LAMA4-Geno,Gene-Geno
1105,LAMA5-Geno,Gene-Geno
1106,LAMB1-Geno,Gene-Geno
1107,LAMB2-Geno,Gene-Geno
1108,LAMB3-Geno,Gene-Geno
1109,LAMB4-Geno,Gene-Geno
1110,LAMC1-Geno,Gene-Geno
1111,LAMC2-Geno,Gene-Geno
1112,LAMC3-Geno,Gene-Geno
1113,LAMTOR1-Geno,Gene-Geno
1114,LAMTOR2-Geno,Gene-Geno
1115,LAMTOR3-Geno,Gene-Geno
1116,LAMTOR4-Geno,Gene-Geno
1117,LAMTOR5-Geno,Gene-Geno
1118,LAT-Geno,Gene-Geno
1119,LATS1-Geno,Gene-Geno
1120,LATS2-Geno,Gene-Geno
1121,LCK-Geno,Gene-Geno
1122,LCN2-Geno,Gene-Geno
1123,LCP2-Geno,Gene-Geno
1124,LDHA-Geno,Gene-Geno
1125,LDHAL6A-Geno,Gene-Geno
1126,LDHAL6B-Geno,Gene-Geno
1127,LDHB-Geno,Gene-Geno
1128,LDHC-Geno,Gene-Geno
1129,LEF1-Geno,Gene-Geno
1130,LEFTY1-Geno,Gene-Geno
1131,LEFTY2-Geno,Gene-Geno
1132,LEP-Geno,Gene-Geno
1133,LEPR-Geno,Gene-Geno
1134,LFNG-Geno,Gene-Geno
1135,LGR4-Geno,Gene-Geno
1136,LGR5-Geno,Gene-Geno
1137,LGR6-Geno,Gene-Geno
1138,LHB-Geno,Gene-Geno
1139,LHCGR-Geno,Gene-Geno
1140,LIF-Geno,Gene-Geno
1141,LIFR-Geno,Gene-Geno
1142,LILRA1-Geno,Gene-Geno
1143,LILRA2-Geno,Gene-Geno
1144,LILRA3-Geno,Gene-Geno
1145,LILRA4-Geno,Gene-Geno
1146,LILRA5-Geno,Gene-Geno
1147,LILRA6-Geno,Gene-Geno
1148,LILRB1-Geno,Gene-Geno
1149,LILRB2-Geno,Gene-Geno
1150,LILRB3-Geno,Gene-Geno
1151,LILRB4-Geno,Gene-Geno
1152,LILRB5-Geno,Gene-Geno
1153,LIMD1-Geno,Gene-Geno
1154,LIPE-Geno,Gene-Geno
1155,LLGL1-Geno,Gene-Geno
1156,LLGL2-Geno,Gene-Geno
1157,LPAR1-Geno,Gene-Geno
1158,LPAR2-Geno,Gene-Geno
1159,LPAR3-Geno,Gene-Geno
1160,LPAR4-Geno,Gene-Geno
1161,LPAR5-Geno,Gene-Geno
1162,LPAR6-Geno,Gene-Geno
1163,LPIN1-Geno,Gene-Geno
1164,LPIN2-Geno,Gene-Geno
1165,LPIN3-Geno,Gene-Geno
1166,LPL-Geno,Gene-Geno
1167,LRP2-Geno,Gene-Geno
1168,LRP5-Geno,Gene-Geno
1169,LRP6-Geno,Gene-Geno
1170,LSP1-Geno,Gene-Geno
1171,LTA-Geno,Gene-Geno
1172,LTB-Geno,Gene-Geno
1173,LTB4R2-Geno,Gene-Geno
1174,LTBP1-Geno,Gene-Geno
1175,LTBR-Geno,Gene-Geno
1176,LY96-Geno,Gene-Geno
1177,LYN-Geno,Gene-Geno
1178,MAGED1-Geno,Gene-Geno
1179,MAGI1-Geno,Gene-Geno
1180,MAGI2-Geno,Gene-Geno
1181,MAGI3-Geno,Gene-Geno
1182,MALT1-Geno,Gene-Geno
1183,MAML1-Geno,Gene-Geno
1184,MAML2-Geno,Gene-Geno
1185,MAML3-Geno,Gene-Geno
1186,MAP2K1-Geno,Gene-Geno
1187,MAP2K2-Geno,Gene-Geno
1188,MAP2K3-Geno,Gene-Geno
1189,MAP2K4-Geno,Gene-Geno
1190,MAP2K5-Geno,Gene-Geno
1191,MAP2K6-Geno,Gene-Geno
1192,MAP2K7-Geno,Gene-Geno
1193,MAP3K1-Geno,Gene-Geno
1194,MAP3K11-Geno,Gene-Geno
1195,MAP3K12-Geno,Gene-Geno
1196,MAP3K13-Geno,Gene-Geno
1197,MAP3K14-Geno,Gene-Geno
1198,MAP3K2-Geno,Gene-Geno
1199,MAP3K20-Geno,Gene-Geno
1200,MAP3K3-Geno,Gene-Geno
1201,MAP3K4-Geno,Gene-Geno
1202,MAP3K5-Geno,Gene-Geno
1203,MAP3K6-Geno,Gene-Geno
1204,MAP3K7-Geno,Gene-Geno
1205,MAP3K8-Geno,Gene-Geno
1206,MAP4K1-Geno,Gene-Geno
1207,MAP4K2-Geno,Gene-Geno
1208,MAP4K3-Geno,Gene-Geno
1209,MAP4K4-Geno,Gene-Geno
1210,MAPK1-Geno,Gene-Geno
1211,MAPK10-Geno,Gene-Geno
1212,MAPK11-Geno,Gene-Geno
1213,MAPK12-Geno,Gene-Geno
1214,MAPK13-Geno,Gene-Geno
1215,MAPK14-Geno,Gene-Geno
1216,MAPK15-Geno,Gene-Geno
1217,MAPK3-Geno,Gene-Geno
1218,MAPK4-Geno,Gene-Geno
1219,MAPK6-Geno,Gene-Geno
1220,MAPK7-Geno,Gene-Geno
1221,MAPK8-Geno,Gene-Geno
1222,MAPK8IP1-Geno,Gene-Geno
1223,MAPK8IP2-Geno,Gene-Geno
1224,MAPK8IP3-Geno,Gene-Geno
1225,MAPK9-Geno,Gene-Geno
1226,MAPKAP1-Geno,Gene-Geno
1227,MAPKAPK2-Geno,Gene-Geno
1228,MAPKAPK3-Geno,Gene-Geno
1229,MAPKAPK5-Geno,Gene-Geno
1230,MAPT-Geno,Gene-Geno
1231,MATK-Geno,Gene-Geno
1232,MAVS-Geno,Gene-Geno
1233,MAX-Geno,Gene-Geno
1234,MC2R-Geno,Gene-Geno
1235,MCL1-Geno,Gene-Geno
1236,MDM2-Geno,Gene-Geno
1237,MDM4-Geno,Gene-Geno
1238,ME1-Geno,Gene-Geno
1239,ME3-Geno,Gene-Geno
1240,MECOM-Geno,Gene-Geno
1241,MED1-Geno,Gene-Geno
1242,MED12-Geno,Gene-Geno
1243,MED12L-Geno,Gene-Geno
1244,MED13-Geno,Gene-Geno
1245,MED13L-Geno,Gene-Geno
1246,MED14-Geno,Gene-Geno
1247,MED16-Geno,Gene-Geno
1248,MED17-Geno,Gene-Geno
1249,MED24-Geno,Gene-Geno
1250,MED27-Geno,Gene-Geno
1251,MED30-Geno,Gene-Geno
1252,MED4-Geno,Gene-Geno
1253,MEF2A-Geno,Gene-Geno
1254,MEF2B-Geno,Gene-Geno
1255,MEF2C-Geno,Gene-Geno
1256,MEF2D-Geno,Gene-Geno
1257,MEFV-Geno,Gene-Geno
1258,MEGF8-Geno,Gene-Geno
1259,MET-Geno,Gene-Geno
1260,MFN1-Geno,Gene-Geno
1261,MFN2-Geno,Gene-Geno
1262,MFNG-Geno,Gene-Geno
1263,MGRN1-Geno,Gene-Geno
1264,MICOS10-NBL1-Geno,Gene-Geno
1265,MIOS-Geno,Gene-Geno
1266,MKNK1-Geno,Gene-Geno
1267,MKNK2-Geno,Gene-Geno
1268,MLKL-Geno,Gene-Geno
1269,MLST8-Geno,Gene-Geno
1270,MLYCD-Geno,Gene-Geno
1271,MMP1-Geno,Gene-Geno
1272,MMP13-Geno,Gene-Geno
1273,MMP14-Geno,Gene-Geno
1274,MMP2-Geno,Gene-Geno
1275,MMP3-Geno,Gene-Geno
1276,MMP7-Geno,Gene-Geno
1277,MMP9-Geno,Gene-Geno
1278,MOB1A-Geno,Gene-Geno
1279,MOB1B-Geno,Gene-Geno
1280,MOSMO-Geno,Gene-Geno
1281,MPL-Geno,Gene-Geno
1282,MRAS-Geno,Gene-Geno
1283,MS4A2-Geno,Gene-Geno
1284,MST1-Geno,Gene-Geno
1285,MST1R-Geno,Gene-Geno
1286,MTCP1-Geno,Gene-Geno
1287,MTOR-Geno,Gene-Geno
1288,MUC5AC-Geno,Gene-Geno
1289,MUC5B-Geno,Gene-Geno
1290,MYB-Geno,Gene-Geno
1291,MYC-Geno,Gene-Geno
1292,MYD88-Geno,Gene-Geno
1293,MYH6-Geno,Gene-Geno
1294,MYH7-Geno,Gene-Geno
1295,MYL2-Geno,Gene-Geno
1296,MYL3-Geno,Gene-Geno
1297,MYL4-Geno,Gene-Geno
1298,MYL6-Geno,Gene-Geno
1299,MYL6B-Geno,Gene-Geno
1300,MYL9-Geno,Gene-Geno
1301,MYLK-Geno,Gene-Geno
1302,MYLK2-Geno,Gene-Geno
1303,MYLK3-Geno,Gene-Geno
1304,MYLK4-Geno,Gene-Geno
1305,NAIP-Geno,Gene-Geno
1306,NAMPT-Geno,Gene-Geno
1307,NANOG-Geno,Gene-Geno
1308,NANOGP8-Geno,Gene-Geno
1309,NBL1-Geno,Gene-Geno
1310,NCF1-Geno,Gene-Geno
1311,NCK1-Geno,Gene-Geno
1312,NCK2-Geno,Gene-Geno
1313,NCOA1-Geno,Gene-Geno
1314,NCOA2-Geno,Gene-Geno
1315,NCOA3-Geno,Gene-Geno
1316,NCOR1-Geno,Gene-Geno
1317,NCOR2-Geno,Gene-Geno
1318,NCSTN-Geno,Gene-Geno
1319,NEK7-Geno,Gene-Geno
1320,NEO1-Geno,Gene-Geno
1321,NF1-Geno,Gene-Geno
1322,NF2-Geno,Gene-Geno
1323,NFATC1-Geno,Gene-Geno
1324,NFATC2-Geno,Gene-Geno
1325,NFATC3-Geno,Gene-Geno
1326,NFATC4-Geno,Gene-Geno
1327,NFKB1-Geno,Gene-Geno
1328,NFKB2-Geno,Gene-Geno
1329,NFKBIA-Geno,Gene-Geno
1330,NFKBIB-Geno,Gene-Geno
1331,NFKBIE-Geno,Gene-Geno
1332,NGF-Geno,Gene-Geno
1333,NGFR-Geno,Gene-Geno
1334,NKD1-Geno,Gene-Geno
1335,NKD2-Geno,Gene-Geno
1336,NLK-Geno,Gene-Geno
1337,NLRC4-Geno,Gene-Geno
1338,NLRP1-Geno,Gene-Geno
1339,NLRP12-Geno,Gene-Geno
1340,NLRP3-Geno,Gene-Geno
1341,NLRP6-Geno,Gene-Geno
1342,NLRP7-Geno,Gene-Geno
1343,NLRX1-Geno,Gene-Geno
1344,NOD1-Geno,Gene-Geno
1345,NOD2-Geno,Gene-Geno
1346,NODAL-Geno,Gene-Geno
1347,NOG-Geno,Gene-Geno
1348,NOS1-Geno,Gene-Geno
1349,NOS2-Geno,Gene-Geno
1350,NOS3-Geno,Gene-Geno
1351,NOTCH1-Geno,Gene-Geno
1352,NOTCH2-Geno,Gene-Geno
1353,NOTCH3-Geno,Gene-Geno
1354,NOTCH4-Geno,Gene-Geno
1355,NOTUM-Geno,Gene-Geno
1356,NOX1-Geno,Gene-Geno
1357,NOX4-Geno,Gene-Geno
1358,NPPA-Geno,Gene-Geno
1359,NPPB-Geno,Gene-Geno
1360,NPPC-Geno,Gene-Geno
1361,NPR1-Geno,Gene-Geno
1362,NPR2-Geno,Gene-Geno
1363,NPRL2-Geno,Gene-Geno
1364,NPRL3-Geno,Gene-Geno
1365,NPY-Geno,Gene-Geno
1366,NPY1R-Geno,Gene-Geno
1367,NR1H3-Geno,Gene-Geno
1368,NR4A1-Geno,Gene-Geno
1369,NRAS-Geno,Gene-Geno
1370,NRF1-Geno,Gene-Geno
1371,NRG1-Geno,Gene-Geno
1372,NRG2-Geno,Gene-Geno
1373,NRG3-Geno,Gene-Geno
1374,NRG4-Geno,Gene-Geno
1375,NSMAF-Geno,Gene-Geno
1376,NTF3-Geno,Gene-Geno
1377,NTF4-Geno,Gene-Geno
1378,NTRK1-Geno,Gene-Geno
1379,NTRK2-Geno,Gene-Geno
1380,NTRK3-Geno,Gene-Geno
1381,NTSR1-Geno,Gene-Geno
1382,NUMB-Geno,Gene-Geno
1383,NUMBL-Geno,Gene-Geno
1384,OLR1-Geno,Gene-Geno
1385,OPRD1-Geno,Gene-Geno
1386,OPRM1-Geno,Gene-Geno
1387,ORAI1-Geno,Gene-Geno
1388,ORAI2-Geno,Gene-Geno
1389,ORAI3-Geno,Gene-Geno
1390,OSM-Geno,Gene-Geno
1391,OSMR-Geno,Gene-Geno
1392,OTUD5-Geno,Gene-Geno
1393,OXT-Geno,Gene-Geno
1394,OXTR-Geno,Gene-Geno
1395,P2RY1-Geno,Gene-Geno
1396,PAK1-Geno,Gene-Geno
1397,PAK2-Geno,Gene-Geno
1398,PAK3-Geno,Gene-Geno
1399,PAK4-Geno,Gene-Geno
