gene_name,TCGA-AF-2690-01,TCGA-AF-6136-01,TCGA-AF-6655-01,TCGA-AF-6672-01,TCGA-AF-A56N-01,TCGA-AG-3591-01,TCGA-AG-3725-01,TCGA-AG-3731-01,TCGA-AG-3742-01,TCGA-AG-4021-01,TCGA-AG-4022-01,TCGA-AH-6544-01,TCGA-AH-6547-01,TCGA-AH-6643-01,TCGA-AH-6644-01,TCGA-AH-6897-01,TCGA-CI-6621-01,TCGA-CL-5918-01,TCGA-DC-4745-01,TCGA-DC-4749-01,TCGA-DC-5337-01,TCGA-DC-5869-01,TCGA-DC-6155-01,TCGA-DC-6157-01,TCGA-DC-6158-01,TCGA-DC-6160-01,TCGA-DC-6681-01,TCGA-DC-6682-01,TCGA-DC-6683-01,TCGA-DT-5265-01,TCGA-DY-A0XA-01,TCGA-DY-A1DC-01,TCGA-DY-A1DD-01,TCGA-DY-A1DF-01,TCGA-DY-A1DG-01,TCGA-DY-A1H8-01,TCGA-EF-5830-01,TCGA-EI-6506-01,TCGA-EI-6507-01,TCGA-EI-6508-01,TCGA-EI-6509-01,TCGA-EI-6510-01,TCGA-EI-6511-01,TCGA-EI-6512-01,TCGA-EI-6513-01,TCGA-EI-6514-01,TCGA-EI-6881-01,TCGA-EI-6882-01,TCGA-EI-6884-01,TCGA-EI-6885-01,TCGA-EI-6917-01,TCGA-F5-6464-01,TCGA-F5-6465-01,TCGA-F5-6571-01,TCGA-F5-6702-01,TCGA-F5-6811-01,TCGA-F5-6812-01,TCGA-F5-6813-01,TCGA-F5-6861-01,TCGA-F5-6863-01,TCGA-F5-6864-01,TCGA-G5-6641-01
CCL14,5.7549,-0.6193,-2.3147,-3.458,-0.6643,-2.3884,-0.6643,1.9859,-2.0529,-0.1828,1.2394,-0.4521,1.334,-2.1779,0.4447,-3.816,-1.3548,-1.8836,-0.5543,-1.0559,-0.6643,-0.8863,2.5804,-0.5543,-1.1172,-4.035,0.9115,-1.2481,-1.9379,0.5271,-0.7108,-2.0529,1.7702,1.2147,0.2998,-0.9132,-1.3183,-1.3921,-1.6394,-0.5756,-0.3022,-1.8836,-1.9942,-1.8314,-0.1345,0.2998,-1.4305,-0.7346,-0.5125,-3.0469,-0.3752,2.3704,1.6512,1.1316,1.2209,-0.4521,2.1988,0.8805,-1.1488,0.346,0.8488,-0.4921
CCL15,1.6512,4.3848,3.4752,3.1813,4.4503,4.6611,3.1876,2.6873,4.7431,3.9956,3.9947,5.427,4.8115,2.5658,2.4675,4.7592,3.5535,4.0696,4.2235,3.9099,4.3883,4.1368,3.6714,3.7752,3.4291,3.0234,3.8064,4.8954,4.8445,5.0032,2.6962,3.3148,2.7951,3.6737,3.9127,3.1749,3.1844,4.1392,1.5661,3.7888,2.8158,3.9468,3.1717,4.4122,2.9413,3.6635,3.6883,2.9655,4.1252,2.0707,3.6983,2.3732,1.8323,2.7805,1.692,5.9552,2.4492,3.8054,3.4517,1.4388,2.4908,3.9755
CCL16,-3.1714,-3.0469,-5.5735,-9.9658,-5.0116,-4.6082,-9.9658,-3.458,-4.6082,-6.5064,-4.6082,-9.9658,-3.1714,-4.6082,-6.5064,-9.9658,-5.0116,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-4.6082,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-5.5735,-3.458,-9.9658,-5.0116,-9.9658,-9.9658,-5.0116,-6.5064,-4.6082,-4.6082,-3.816,-5.0116,-5.0116,-9.9658,-9.9658,-9.9658,-2.6349,-5.5735,-5.0116,-4.035,-9.9658,-9.9658,-4.6082,-5.0116,-4.035,-5.0116,-5.0116,-5.5735
CCL17,3.6393,-1.9942,-1.7809,0.044,-0.4921,-0.4719,0.6145,-0.6873,-2.4659,-3.458,-0.0877,-9.9658,0.8805,-9.9658,-1.0559,-1.7322,-0.6873,-3.0469,0.0014,0.1648,1.0642,0.7058,1.6187,-0.1187,-1.685,-1.0559,-1.0262,-4.035,-2.3884,0.3346,-0.6873,-0.8339,-0.4131,-1.9379,-0.9132,0.3231,-9.9658,-1.4699,-0.3566,-1.0862,-4.6082,-0.3752,1.4756,-0.5973,-0.7108,-2.3884,-0.7346,-9.9658,-0.6873,2.6348,0.4865,1.1184,-0.5332,3.3321,0.9862,-1.5522,0.6145,0.6425,-2.1779,-1.3921,1.5514,-1.3921
CCL18,7.3176,0.3115,4.1343,2.0395,1.9712,1.8078,3.0127,5.3519,2.8381,5.1334,4.854,-0.3566,6.8778,0.7579,6.3189,0.547,5.1555,-1.4305,0.8647,2.183,3.7475,1.3397,-0.2498,3.1095,5.4992,2.5462,0.0854,-0.6416,4.3527,6.2273,1.2333,3.9242,2.5413,1.1316,-1.4305,0.8805,2.9167,2.0673,5.8968,0.2277,-0.3022,-0.5125,6.7096,3.8239,3.1523,1.9188,3.9079,4.5675,1.7053,4.222,5.729,5.7887,4.1756,4.6479,6.0175,3.6042,3.7061,3.6393,2.826,0.7832,4.6341,-0.9686
CCL19,6.5655,3.5887,-0.3383,3.208,-0.2328,0.1776,1.3109,4.6821,-1.685,-3.3076,4.1153,-0.5125,5.3775,-9.9658,3.4183,-0.4719,0.547,0.0014,0.3685,-0.2845,1.4911,1.2992,1.1117,0.7916,1.2023,0.7233,1.46,-0.8599,1.5316,0.058,3.3393,2.1345,0.3346,-0.5973,-0.2159,0.2762,-2.6349,1.3956,0.2029,1.5064,-3.816,0.2277,2.296,0.8726,-1.2481,0.0158,0.0854,-0.4131,3.3134,1.2147,2.2051,3.7688,3.492,3.867,3.6113,0.3231,5.3541,5.6982,-1.2481,0.1388,3.1604,-0.2328
CCL2,6.9718,4.4549,6.2578,2.826,2.9984,3.7752,2.9674,6.8651,3.9801,5.6957,6.1006,1.0433,5.4023,3.9496,3.6417,0.6332,5.0998,2.6533,4.0807,3.6006,3.4856,5.7112,1.8363,3.5399,6.4194,2.7292,4.0375,2.4306,1.9527,6.327,4.041,4.2072,3.2065,2.4117,2.5288,1.7786,2.6067,4.8223,6.2122,3.7389,2.5756,2.6114,4.7809,3.5224,4.2877,3.0825,3.4143,4.0064,4.8645,5.7263,5.4383,5.6041,5.6846,4.5766,4.9837,5.3385,5.436,4.7645,3.1491,3.0893,5.1297,0.1124
CCL20,6.791,6.2178,5.7266,6.7315,9.5731,6.1727,8.1477,7.0083,5.31,6.7047,5.067,4.2373,5.7099,5.1907,4.853,8.8941,7.2901,7.7188,7.4736,8.449,7.6982,7.0278,4.3477,6.9189,5.6329,6.6922,6.5808,6.243,6.2563,2.6114,6.8982,5.9201,4.2751,4.4074,5.5292,8.2487,6.1745,5.8778,7.029,6.2726,2.651,7.1435,7.5152,5.769,4.5922,7.0572,7.3408,5.3417,4.6165,5.2976,4.6212,4.4095,6.2882,4.3597,4.1579,7.3597,3.3163,5.0453,5.3147,5.4256,6.7975,5.4239
CCL21,6.0168,4.5717,3.2189,2.7594,3.6894,-0.4325,1.7185,6.9145,3.5124,4.6154,4.8861,1.177,6.0879,3.0978,4.528,-1.9942,4.149,0.2029,4.9374,1.9188,2.1411,2.8779,2.9802,2.7292,3.7593,-0.2845,4.851,1.46,1.766,3.7982,-1.1811,3.728,5.5699,3.245,-2.7274,-5.0116,0.4447,0.8568,2.3843,5.0845,-9.9658,-9.9658,2.4571,4.3198,2.8974,4.3562,0.9935,2.043,4.852,4.528,4.026,5.4529,5.7981,3.8491,6.8269,2.5876,5.3889,4.8876,2.3077,5.5853,5.9184,0.044
CCL22,2.4279,-0.1993,0.1648,0.4125,0.8568,-0.7346,-0.8084,0.4552,-0.4325,-1.8836,1.9073,-1.9379,1.9931,-3.1714,0.9115,-0.0277,0.8568,-0.9132,0.6145,-0.5125,-0.1828,1.4962,1.7403,0.2029,1.0642,1.0293,0.1388,-1.2481,-0.0877,-0.3383,-2.1779,-0.3566,-2.5479,-3.3076,0.0158,-1.5951,-2.1779,1.4174,0.0158,-0.1993,-3.3076,0.4865,0.5763,0.346,-0.394,-0.7588,1.1447,-1.0862,0.5069,2.6579,1.0847,1.8323,1.1706,3.002,0.8961,0.6608,0.6969,0.8883,-0.8863,-0.8339,-0.1031,-2.0529
CCL23,1.6875,-2.114,-1.5105,-0.9686,-9.9658,-3.3076,-3.6259,0.2642,-9.9658,-1.3548,-1.0862,-0.6643,3.222,-3.3076,-0.7346,-9.9658,-3.0469,-9.9658,-4.2934,-3.458,-1.4699,-4.035,-9.9658,-1.685,-1.3183,-2.9324,-2.3884,-9.9658,-1.6394,0.6425,-9.9658,-2.8262,-3.3076,-4.2934,-9.9658,-9.9658,-4.2934,0.605,-0.7108,-9.9658,-4.6082,-3.6259,-0.8863,-2.7274,-3.6259,-4.6082,-3.816,-2.2447,-0.0574,-2.3884,-0.2498,-1.7322,-1.7809,-0.9686,-0.1345,-1.9379,-1.5522,-1.1488,-1.5951,-3.6259,-0.4521,-2.8262
CCL24,3.8491,3.4437,5.1161,6.5758,6.714,8.4488,5.8679,4.6006,6.6023,4.2556,7.3769,6.3248,5.497,5.3288,5.8545,2.2901,4.8684,6.1077,4.7082,6.6156,5.5681,5.1289,-1.1172,5.6358,6.6213,5.3629,3.7857,4.5766,6.9417,5.1065,4.0171,4.8719,3.5923,2.2573,3.0145,4.0867,7.9237,4.9383,5.2438,2.6418,6.9637,6.4689,5.7963,6.7189,6.4588,6.1258,6.3825,7.1901,4.6399,5.613,4.9851,1.4011,2.8055,6.1163,5.2095,4.1036,3.6737,2.7763,6.2451,5.951,3.1011,5.4303
CCL25,-1.2481,-9.9658,-3.3076,-9.9658,1.9638,-3.816,-5.5735,-2.114,-3.6259,-5.0116,-5.0116,-3.6259,-2.2447,-3.816,-9.9658,-9.9658,-1.9942,-2.3884,-5.0116,-1.5522,-4.035,2.2206,-9.9658,2.0912,5.0299,-4.6082,-9.9658,-2.2447,-3.458,-9.9658,-0.2498,-9.9658,-3.3076,5.6662,-0.0574,-3.0469,-9.9658,-4.035,-3.816,-9.9658,-3.1714,-9.9658,0.9343,-0.4921,-1.2828,-1.2481,-3.6259,-9.9658,-3.458,-5.0116,-0.4719,-3.6259,-1.9942,-0.7834,-9.9658,-3.816,-1.8314,-2.5479,-3.0469,-9.9658,-4.035,-9.9658
CCL26,1.8036,-1.5105,-1.685,1.8484,-0.3022,4.546,-2.2447,-0.1993,1.7316,-0.1345,-0.4521,-1.7322,1.7786,0.9789,3.9571,-9.9658,-0.2159,-2.9324,-0.6416,0.7321,-1.5951,-1.0862,2.2783,0.5666,1.7141,-2.7274,-0.5756,-1.8836,0.4865,2.8158,0.4233,0.1124,-0.8084,0.1388,-3.1714,-1.6394,-0.1828,-1.3921,-0.0725,-2.3147,1.0007,0.6332,-2.7274,0.3231,0.0854,-0.9971,-2.2447,1.9527,-0.1993,-0.0574,1.5612,3.9204,-0.3383,0.9642,0.4125,-0.0277,-0.1187,0.7748,-0.1345,-1.9942,2.2268,3.2587
CCL27,-4.035,-9.9658,-9.9658,-1.8314,-9.9658,-2.3147,-2.4659,-6.5064,-4.6082,-5.5735,-9.9658,-6.5064,-5.0116,-4.035,-5.5735,-9.9658,-9.9658,-3.6259,-5.5735,-4.035,-9.9658,-9.9658,-1.5522,-9.9658,-5.5735,-9.9658,-5.0116,-3.458,-4.2934,-5.0116,-9.9658,-4.035,-9.9658,-0.1665,-2.3884,-2.8262,-3.458,-6.5064,-4.035,-9.9658,-3.0469,-9.9658,-9.9658,-3.816,-3.458,-9.9658,-4.2934,-3.1714,-3.6259,-5.0116,-2.9324,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-3.6259,-3.0469,-2.5479,-9.9658
CCL28,0.8883,4.5261,2.1476,3.6804,1.6785,4.8192,3.9185,2.8974,1.3567,2.4252,3.5436,3.1393,5.7024,0.2762,1.3901,4.018,3.4648,0.7058,3.4726,4.041,4.6077,3.4464,2.1606,2.5876,2.667,4.6416,3.8471,2.609,0.8805,-1.7809,1.196,1.2516,-0.2328,-0.4131,1.7489,-0.7588,1.766,4.7592,-0.8599,3.6219,-0.1187,3.8551,2.6579,3.002,1.3109,1.0915,2.9148,3.9223,4.6899,-2.2447,-0.1031,1.0222,2.0776,0.9343,2.2633,4.8992,0.2029,2.9562,2.2633,1.4756,2.6043,4.7603
CCL3,4.3917,1.5266,4.208,1.2209,0.9419,2.7292,1.9264,4.5123,1.7828,4.085,2.7205,-1.2828,3.2602,3.0498,2.4008,0.058,3.2796,1.1382,2.1411,1.5661,3.0323,2.3871,2.1574,0.3573,4.2111,2.2175,0.6699,1.177,1.6875,4.1044,2.5462,1.7446,1.7532,0.2642,0.5763,1.7185,1.8643,3.6359,6.299,1.7489,2.1894,0.9268,4.5693,2.824,2.6255,1.5758,2.9747,3.2752,2.8641,5.0237,4.7565,4.2818,3.5851,2.3337,3.0038,3.4674,3.0002,3.6883,1.9034,-0.6873,4.0028,-1.1811
CCL3L1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL3L3,2.2603,-0.1031,2.8858,-0.1993,-1.1172,1.2576,-0.5543,3.1572,0.3115,2.1702,1.6187,-2.2447,0.2277,1.8242,1.3051,-1.8314,0.7493,-0.0425,0.1388,-0.5973,-1.3921,1.6281,-1.1811,1.1316,2.05,1.4011,-9.9658,0.3346,-2.3147,2.5634,0.7579,-0.8339,-3.3076,-2.1779,-2.9324,-0.8863,-0.9132,2.7139,4.5028,-0.9971,-0.3566,-1.4699,2.1541,1.6045,0.8568,-0.3383,1.7828,1.7009,1.0433,3.7762,2.0569,1.787,1.9073,0.5568,-0.3383,1.1447,0.7999,0.7146,-2.2447,-3.1714,1.3791,-2.9324
CCL4,4.6462,1.1184,3.4088,2.0289,0.8568,2.7572,2.8219,4.2995,1.4756,3.0199,2.7572,-1.8314,3.3897,2.2842,3.3061,0.2154,3.5486,1.2696,2.0395,1.3623,3.2496,1.4859,0.9038,1.0573,4.1136,2.4144,1.3167,2.1894,1.1316,3.1908,1.9188,2.5437,1.2576,-0.8599,0.0014,0.4967,1.9264,3.2781,5.2354,1.6695,1.0642,1.8918,4.6387,2.5536,2.3451,1.1447,2.8055,3.7561,3.1112,4.1244,4.0841,3.8749,3.9468,2.7615,2.651,2.8117,3.1653,3.2557,1.3567,-0.8863,2.6325,-1.0262
CCL4L1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL4L2,3.8421,0.6699,3.4237,1.7617,0.2154,2.5658,1.8643,3.8581,1.0363,2.7029,2.8076,-2.4659,2.004,1.8996,3.741,0.7916,1.7273,0.6425,1.8484,-0.2328,-0.5756,3.2722,-0.7346,1.5013,3.4984,2.6533,-4.6082,2.2421,0.2642,3.7593,1.6234,2.0535,-0.6416,-2.2447,-0.6643,0.8327,1.6604,3.7741,3.8136,0.044,0.8726,0.2154,3.6006,2.6161,1.8564,1.4859,3.1062,3.1908,2.9375,4.0295,3.7226,3.5424,3.9079,1.614,2.1013,2.7993,2.233,2.59,-0.1031,-0.9686,2.6255,-1.7322
CCL5,5.1887,2.1606,2.043,2.1013,1.0915,2.5413,3.2944,5.2932,2.4117,1.4388,3.8239,0.7407,5.1543,1.8564,3.222,1.2875,3.3163,3.2737,2.1509,2.7615,3.8501,2.3019,3.5559,1.7141,3.8023,3.2496,2.4985,3.2511,2.7805,3.1523,2.7551,3.0446,2.3164,0.5763,2.5634,1.9527,3.7061,3.8954,5.7853,2.2573,0.4552,3.3731,5.8448,2.6067,3.0706,2.2723,2.2931,3.5224,4.0722,4.1676,4.9256,4.8729,4.0773,4.3576,3.3177,3.4543,3.9478,4.5423,2.7117,2.0395,4.067,1.2023
CCL7,-0.2671,-2.0529,0.2998,-9.9658,-3.458,-4.035,-9.9658,0.0718,-2.4659,-0.1993,-1.1172,-9.9658,-1.0862,-1.685,-1.9942,-4.6082,-1.2142,-9.9658,-2.2447,-3.3076,-2.9324,-2.4659,-9.9658,-4.2934,0.8805,-9.9658,-4.2934,-4.6082,-0.9406,1.787,-2.8262,-1.3183,-9.9658,-4.6082,-4.6082,-9.9658,-2.7274,-0.6193,2.8321,-2.8262,-1.9379,-9.9658,-0.4131,-4.6082,-2.3147,-2.3147,-3.458,-2.4659,-2.7274,0.1257,1.736,0.7146,-4.2934,-1.9942,-0.2498,-0.3752,-2.5479,-1.1172,-0.9132,-5.0116,-0.6643,-9.9658
CCL8,2.6232,-3.6259,1.7316,-2.4659,-3.0469,-2.114,-2.3147,2.9488,-1.4305,0.6239,0.6699,-4.035,0.0158,-0.0574,-1.3921,-4.2934,0.688,-2.8262,-1.4305,-2.1779,-0.8339,-1.6394,-4.6082,-3.1714,2.3677,-2.4659,-2.3147,-5.5735,-3.1714,1.1706,-1.4699,-1.0559,-2.8262,-4.2934,-3.458,-4.6082,-3.6259,0.6517,3.0428,-1.1488,-1.8314,-3.6259,2.1606,-0.9971,0.7146,-2.9324,-0.9132,0.7146,-2.0529,1.6649,1.6964,2.183,0.4552,-0.5125,0.9038,1.7053,0.7999,0.6425,-1.8836,-3.6259,0.7493,-9.9658
CCN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCNA1,-2.1779,-5.5735,-5.0116,-5.0116,-6.5064,-6.5064,-6.5064,-4.2934,-5.0116,-5.0116,-3.6259,-9.9658,-4.2934,-9.9658,-3.816,-4.035,-5.5735,-6.5064,-5.5735,-6.5064,-9.9658,-9.9658,-9.9658,-5.5735,-6.5064,-9.9658,-3.816,-9.9658,-5.0116,-2.8262,-9.9658,-4.6082,-4.2934,-5.5735,-6.5064,-9.9658,-9.9658,-5.5735,-5.0116,-4.2934,-6.5064,-6.5064,-9.9658,-4.6082,-5.5735,-4.2934,-6.5064,-4.6082,-4.6082,-3.816,-3.3076,-1.8836,-4.035,-4.6082,-3.6259,-4.2934,-4.035,-3.458,-5.5735,-9.9658,-3.458,-9.9658
CCNA2,2.7889,4.2072,4.3111,3.6113,4.8575,4.4938,2.8462,5.0816,4.0943,4.1343,3.2752,5.4683,2.872,3.4945,3.4907,4.7635,4.3646,3.9137,5.1343,4.7533,5.3865,5.2342,3.6301,4.2616,3.9127,4.3169,4.0462,5.4413,3.9865,3.4778,4.2825,4.2503,2.7763,3.506,4.576,4.1547,4.5886,4.6206,4.5958,5.3709,2.9394,3.9938,4.4855,4.9313,3.7486,2.609,4.7955,5.6876,4.3119,3.7593,4.9528,3.0671,3.4622,2.1862,2.676,3.1045,2.3953,3.868,4.641,3.6782,3.7688,3.186
CCNB1,4.562,5.4935,6.6165,4.5838,6.2887,6.1079,5.2672,6.3076,6.1685,5.6106,5.1002,6.904,4.2258,6.0549,5.6935,6.9065,6.2884,4.7856,6.8278,7.1372,6.9466,6.7243,6.6181,5.7318,5.9709,6.6041,5.9706,6.4567,5.8107,5.8948,5.8435,6.2741,4.2518,5.393,4.7426,6.4393,6.2277,5.7939,5.6608,6.966,5.6191,5.6815,6.4343,6.6661,5.6127,4.917,6.8679,6.7458,5.8765,5.3388,6.7798,4.9955,4.2165,4.588,4.4156,5.0631,4.8269,6.1569,6.3302,4.9552,5.4591,4.0858
CCNB2,3.8531,4.9213,5.0414,3.7072,4.1939,4.3068,3.8983,5.2972,4.0028,5.5766,4.0994,5.1445,3.245,4.1203,4.3392,4.9672,4.6611,3.8471,5.9439,5.7767,5.4925,5.337,5.4433,4.5874,4.916,5.6471,4.6787,5.5277,4.423,4.9069,4.7893,4.6439,3.4856,3.7857,4.2661,4.7198,4.1449,5.2702,4.7571,5.7809,4.423,4.6195,4.49,5.7063,5.2563,3.0145,4.9982,5.7077,4.0884,4.0242,5.195,3.695,4.2684,2.9488,3.8187,4.0287,3.4143,4.359,5.1289,4.9782,4.2818,3.8013
CCNB3,-3.3076,-4.035,-4.2934,-2.8262,-3.1714,-4.035,-2.3147,-3.1714,-3.1714,-2.7274,-3.3076,-4.035,-3.458,-1.9379,-2.4659,-1.6394,-4.2934,-3.458,-3.3076,-9.9658,-1.9379,-3.816,-9.9658,-2.3147,-1.6394,-4.2934,-4.2934,-2.114,-4.2934,-2.3884,-5.5735,-4.6082,-1.7322,-1.8314,-1.9379,-4.6082,-1.9379,-3.458,-1.3548,-3.3076,-3.0469,-3.0469,-3.816,-1.6394,-0.5125,-6.5064,-4.2934,-2.6349,-3.6259,-4.035,-3.6259,-4.035,-5.5735,-4.6082,-5.0116,-1.8836,-4.2934,-5.5735,-4.035,-4.2934,-3.816,-3.1714
CCND1,5.1027,4.8299,5.7159,4.9002,6.4719,3.7919,4.8435,6.2128,6.0403,4.3499,6.1599,5.4199,5.1958,6.0907,5.5223,6.0199,6.3858,5.7594,4.856,5.4433,4.4602,5.7877,4.8233,6.2737,5.7085,6.2265,5.9115,5.6238,6.1967,7.7848,5.4213,5.8138,5.6739,4.2706,5.3674,5.634,5.5482,6.5421,7.9857,5.5463,5.4874,5.0794,5.5999,5.4919,5.7703,6.3911,5.7027,6.5121,4.8495,6.3949,6.6841,6.2267,5.5928,6.5676,6.337,6.3721,6.2382,5.7301,6.2018,7.0567,5.8931,5.2281
CCND2,4.3555,3.7182,4.3506,5.4499,3.3731,2.9281,4.7394,2.3926,3.5411,1.4011,5.1453,1.1512,3.4933,3.3828,4.8837,0.9935,4.0055,4.4536,4.81,3.8886,5.3147,2.3135,3.4048,4.1061,3.9022,4.6259,5.6262,4.3765,3.011,3.9031,6.4204,2.971,4.8197,3.9299,0.1124,4.4516,5.284,3.867,1.2516,5.5665,5.3855,5.0184,4.6514,4.1368,3.9571,3.6589,4.2196,3.7432,3.47,4.2173,2.7073,3.7367,5.533,3.6816,4.9113,3.9318,4.852,3.1765,4.3562,5.6156,3.2328,4.8793
CCND3,4.7693,5.6273,5.2825,4.4621,4.9002,4.7104,5.1449,4.5717,4.9542,8.4496,5.3449,5.6494,5.218,4.1612,4.9621,4.2134,5.0171,4.9933,6.0299,6.0631,5.3498,5.0816,6.8947,4.8954,5.0854,5.178,4.6201,4.84,4.7104,4.2017,3.8198,5.7626,4.7783,4.4088,5.9552,3.6428,4.5832,5.426,4.6888,4.5342,5.0045,4.2669,6.07,5.4588,5.3699,4.3499,6.1554,4.9842,5.3299,4.9737,3.7182,4.8197,4.7929,5.0246,5.109,5.0148,4.7661,4.9714,4.4423,4.9589,4.4894,4.538
CCNE1,1.614,2.7572,3.0893,1.7489,4.0506,2.1313,2.3106,2.8838,2.6441,3.0127,1.7273,3.6972,1.6695,2.4171,1.7828,3.5559,3.9393,3.3647,3.4156,3.8944,4.1318,4.0304,3.5174,3.0287,4.0375,3.7603,2.3222,3.1195,2.5731,3.1195,1.6234,2.6805,2.5437,1.7912,2.9984,3.3661,3.5009,3.0791,3.1797,3.3577,1.0711,2.236,3.4183,2.982,3.794,2.1734,3.136,2.9319,2.0004,2.4225,2.6579,1.5115,2.496,1.1512,2.4252,2.3135,1.7229,2.8076,3.5436,2.2391,1.8404,2.0076
CCNE2,1.3051,2.5061,2.5288,1.3283,1.8242,2.3788,1.3623,2.3048,1.4065,3.6207,2.0147,2.4412,1.2209,1.8201,2.59,1.0007,2.3564,1.1641,2.7465,2.3337,1.2023,2.1247,0.03,2.6418,2.5388,3.0602,1.2023,1.6649,1.7229,-0.1187,2.0979,2.561,0.8164,0.7493,0.8164,1.3109,2.0218,1.614,2.0004,2.4008,1.8643,1.8484,2.5061,2.5188,3.0688,1.0779,2.3251,3.1685,2.1862,3.1604,1.4174,1.2333,1.6558,1.2516,2.1702,0.7321,0.3115,1.8444,2.1411,1.6964,1.7995,0.4447
CCNG1,5.0816,5.9784,5.3302,6.7781,4.6838,5.9468,5.7066,5.3144,6.1679,4.9851,6.1477,6.278,5.2377,5.8897,6.154,5.5027,6.4251,6.0215,6.4679,5.6634,6.4691,6.1183,3.5086,5.6023,4.9232,5.8607,5.9759,6.1841,5.7835,6.4938,5.5392,5.4689,5.4132,4.9421,6.049,6.2377,6.4516,5.3234,4.9482,4.5736,5.2273,5.8583,5.2616,5.3975,5.1815,6.1334,5.9329,6.2173,6.0323,5.0858,5.6994,5.1494,5.2235,6.0768,4.7877,6.1295,6.1104,6.062,5.9158,5.3173,5.9823,5.9244
CCNG2,3.3856,4.1939,3.7783,4.6938,3.6184,3.9709,2.9262,3.741,3.4984,4.0471,4.3862,3.3148,5.2765,3.0995,4.0875,3.793,3.6184,2.8542,3.3506,3.4143,2.9262,3.2737,0.1388,3.6474,4.018,3.4358,4.1668,3.6347,4.096,3.1011,4.3306,2.5413,2.4805,1.8604,3.5572,2.4332,2.4144,4.373,4.4196,4.225,3.5161,3.9755,3.7496,3.7877,2.2783,4.1844,3.4596,4.9892,4.6247,4.431,4.1285,3.6883,4.3234,3.8491,3.8857,3.8729,3.2174,2.4279,3.6725,2.1378,4.3944,3.8905
CCR1,3.3221,-0.0574,1.5216,-0.5332,0.3231,0.1124,-0.6643,2.9765,0.8726,2.5876,1.7575,-0.9686,2.4649,0.4761,1.5758,0.2642,1.9638,0.044,0.4447,1.3567,1.1641,0.9568,-2.114,0.1124,3.7496,1.6045,0.2881,0.2762,1.2333,2.4171,0.0158,0.2881,-0.3752,-1.8314,-1.3548,-1.8314,0.9115,1.4065,2.8219,0.3573,1.105,-0.4719,2.5536,1.3956,1.4494,0.9493,0.7233,1.8363,1.8119,2.3592,3.5299,2.982,2.4701,1.8879,1.6327,2.5313,0.9716,1.7273,0.4967,-1.2142,1.6466,-1.9942
CCR10,-0.7834,-9.9658,-1.7809,-4.2934,-1.9942,-2.0529,-3.6259,-0.8084,-3.3076,-1.3921,-2.6349,-4.6082,0.8726,-2.8262,-2.3884,-2.7274,-2.0529,-3.3076,-1.7322,-3.6259,-2.5479,-3.1714,0.4125,-9.9658,-1.5951,-1.8314,-1.5105,-3.3076,-3.1714,-2.2447,-2.8262,-5.0116,-3.0469,-3.816,-0.8084,-3.816,-4.2934,-0.8339,-1.685,-2.1779,-3.0469,-2.1779,-0.3383,-2.9324,-3.0469,-3.6259,-2.7274,-0.7346,-0.6416,-1.4699,-2.4659,-0.7108,-1.685,-3.458,-2.0529,-1.685,-1.8314,-2.1779,-3.1714,-3.0469,-1.6394,-3.816
