gene_name,TCGA-3L-AA1B-01,TCGA-4N-A93T-01,TCGA-4T-AA8H-01,TCGA-5M-AAT6-01,TCGA-A6-2685-01,TCGA-A6-2686-01,TCGA-A6-5657-01,TCGA-A6-5660-01,TCGA-A6-5661-01,TCGA-A6-5662-01,TCGA-A6-5664-01,TCGA-A6-5665-01,TCGA-A6-5666-01,TCGA-A6-5667-01,TCGA-A6-6137-01,TCGA-A6-6138-01,TCGA-A6-6142-01,TCGA-A6-6648-01,TCGA-A6-6649-01,TCGA-A6-6651-01,TCGA-A6-6652-01,TCGA-A6-6653-01,TCGA-A6-6654-01,TCGA-A6-6782-01,TCGA-A6-A566-01,TCGA-AA-3489-01,TCGA-AA-3492-01,TCGA-AA-3496-01,TCGA-AA-3502-01,TCGA-AA-3506-01,TCGA-AA-3511-01,TCGA-AA-3655-01,TCGA-AA-3712-01,TCGA-AA-3713-01,TCGA-AA-A01P-01,TCGA-AD-5900-01,TCGA-AD-6548-01,TCGA-AD-6889-01,TCGA-AD-6899-01,TCGA-AD-6965-01,TCGA-AD-A5EJ-01,TCGA-AM-5820-01,TCGA-AM-5821-01,TCGA-AU-6004-01,TCGA-AY-5543-01,TCGA-AY-6196-01,TCGA-AY-6197-01,TCGA-AY-6386-01,TCGA-AY-A54L-01,TCGA-AY-A69D-01,TCGA-AY-A71X-01,TCGA-AY-A8YK-01,TCGA-AZ-4315-01,TCGA-AZ-4323-01,TCGA-AZ-4614-01,TCGA-AZ-4615-01,TCGA-AZ-4682-01,TCGA-AZ-5407-01,TCGA-AZ-6598-01,TCGA-AZ-6599-01,TCGA-AZ-6600-01,TCGA-AZ-6603-01,TCGA-AZ-6605-01,TCGA-AZ-6606-01,TCGA-CA-5254-01,TCGA-CA-5255-01,TCGA-CA-5256-01,TCGA-CA-5796-01,TCGA-CA-5797-01,TCGA-CA-6715-01,TCGA-CA-6716-01,TCGA-CA-6717-01,TCGA-CA-6718-01,TCGA-CA-6719-01,TCGA-CK-5914-01,TCGA-CK-5916-01,TCGA-CK-6746-01,TCGA-CK-6747-01,TCGA-CK-6748-01,TCGA-CK-6751-01,TCGA-CM-4743-01,TCGA-CM-4744-01,TCGA-CM-4747-01,TCGA-CM-5344-01,TCGA-CM-5348-01,TCGA-CM-5349-01,TCGA-CM-5860-01,TCGA-CM-5861-01,TCGA-CM-5862-01,TCGA-CM-5863-01,TCGA-CM-5864-01,TCGA-CM-5868-01,TCGA-CM-6161-01,TCGA-CM-6163-01,TCGA-CM-6165-01,TCGA-CM-6166-01,TCGA-CM-6167-01,TCGA-CM-6168-01,TCGA-CM-6169-01,TCGA-CM-6170-01,TCGA-CM-6171-01,TCGA-CM-6172-01,TCGA-CM-6674-01,TCGA-CM-6675-01,TCGA-CM-6676-01,TCGA-CM-6677-01,TCGA-CM-6678-01,TCGA-CM-6679-01,TCGA-CM-6680-01,TCGA-D5-5539-01,TCGA-D5-5540-01,TCGA-D5-5541-01,TCGA-D5-6529-01,TCGA-D5-6530-01,TCGA-D5-6531-01,TCGA-D5-6532-01,TCGA-D5-6533-01,TCGA-D5-6534-01,TCGA-D5-6535-01,TCGA-D5-6536-01,TCGA-D5-6537-01,TCGA-D5-6538-01,TCGA-D5-6539-01,TCGA-D5-6540-01,TCGA-D5-6541-01,TCGA-D5-6920-01,TCGA-D5-6922-01,TCGA-D5-6924-01,TCGA-D5-6926-01,TCGA-D5-6927-01,TCGA-D5-6928-01,TCGA-D5-6930-01,TCGA-D5-6931-01,TCGA-D5-6932-01,TCGA-DM-A0X9-01,TCGA-DM-A0XF-01,TCGA-DM-A1D0-01,TCGA-DM-A1D4-01,TCGA-DM-A1D7-01,TCGA-DM-A1D8-01,TCGA-DM-A1D9-01,TCGA-DM-A1DA-01,TCGA-DM-A1DB-01,TCGA-DM-A1HA-01,TCGA-DM-A1HB-01,TCGA-DM-A280-01,TCGA-DM-A282-01,TCGA-DM-A288-01,TCGA-DM-A28A-01,TCGA-DM-A28C-01,TCGA-DM-A28E-01,TCGA-DM-A28F-01,TCGA-DM-A28G-01,TCGA-DM-A28M-01,TCGA-F4-6459-01,TCGA-F4-6460-01,TCGA-F4-6461-01,TCGA-F4-6463-01,TCGA-F4-6569-01,TCGA-F4-6570-01,TCGA-F4-6703-01,TCGA-F4-6704-01,TCGA-F4-6805-01,TCGA-F4-6806-01,TCGA-F4-6807-01,TCGA-F4-6808-01,TCGA-F4-6809-01,TCGA-F4-6854-01,TCGA-F4-6855-01,TCGA-F4-6856-01,TCGA-G4-6293-01,TCGA-G4-6294-01,TCGA-G4-6295-01,TCGA-G4-6297-01,TCGA-G4-6298-01,TCGA-G4-6299-01,TCGA-G4-6302-01,TCGA-G4-6303-01,TCGA-G4-6304-01,TCGA-G4-6306-01,TCGA-G4-6307-01,TCGA-G4-6309-01,TCGA-G4-6311-01,TCGA-G4-6315-01,TCGA-G4-6317-01,TCGA-G4-6320-01,TCGA-G4-6321-01,TCGA-G4-6322-01,TCGA-G4-6586-01,TCGA-G4-6588-01,TCGA-G4-6626-01,TCGA-G4-6627-01,TCGA-G4-6628-01,TCGA-NH-A50T-01,TCGA-NH-A50V-01,TCGA-NH-A5IV-01,TCGA-NH-A6GA-01,TCGA-NH-A6GB-01,TCGA-NH-A6GC-01,TCGA-NH-A8F7-01,TCGA-NH-A8F8-01,TCGA-QG-A5YV-01,TCGA-QG-A5YW-01,TCGA-QG-A5YX-01,TCGA-QG-A5Z1-01,TCGA-QG-A5Z2-01,TCGA-QL-A97D-01,TCGA-RU-A8FL-01,TCGA-SS-A7HO-01,TCGA-T9-A92H-01
ACSBG1,-3.458,-2.6349,-2.4659,-3.0469,-2.4659,-2.0529,-3.816,-3.6259,-3.21532284499,-4.035,-3.458,-2.01355304999,-0.1504,-3.3076,-4.035,-6.5064,-4.2934,-3.1714,-3.1714,-1.1172,-3.458,-3.458,-4.035,-3.3076,-2.9324,-5.0116,-4.2934,-4.2934,-5.0116,-4.2934,-4.6082,-2.2447,-3.6259,-5.0116,-4.035,-4.035,-2.8262,-3.458,-3.458,-4.035,-3.816,-4.035,-4.2934,-2.5479,-5.0116,-4.035,-1.8836,-3.0469,-4.035,-3.6259,-3.3076,-2.6349,-5.0116,-2.2447,-2.1779,-4.2934,-3.816,-5.0116,-3.816,-3.0469,-3.458,-3.3076,-4.2934,-2.9324,-2.6349,-4.2934,-3.6259,-5.0116,-4.2934,-5.0116,-4.2934,-3.3076,-3.458,-2.3884,-5.0116,-4.6082,-4.035,-5.5735,-3.1714,-6.5064,-3.3076,-9.9658,-3.816,-3.6259,-3.6259,-4.6082,-3.6259,-3.816,-5.0116,-4.2934,-3.816,-4.035,-4.035,-4.6082,-3.3076,-3.1714,-2.7274,-4.035,-4.6082,-2.6349,-1.685,-3.3076,-6.5064,-3.0469,-4.2934,-4.6082,-5.0116,-2.3884,-5.0116,-3.816,-4.6082,-3.6259,-4.035,-5.5735,-2.0529,-2.8262,-4.2934,-2.9324,-5.0116,-5.0116,-5.5735,-4.2934,-3.816,-4.2934,-4.2934,-3.3076,-3.3076,-4.035,-3.458,-4.2934,-1.6394,-3.6259,-3.816,-3.816,-3.3076,-3.1714,-4.2934,-4.035,-3.0469,-3.0469,-4.6082,-3.816,-2.0529,-5.0116,-4.2934,-4.6082,-3.816,-2.114,-3.458,-4.6082,-3.3076,-3.458,-3.458,-4.6082,-3.0469,-2.6349,-3.816,-3.816,-2.9324,-3.3076,-6.5064,-5.0116,-2.7274,-3.6259,-1.9379,-3.816,-2.3884,-3.1714,-4.2934,-3.816,-3.816,-4.035,-2.7274,-3.816,-4.035,-4.2934,-1.4699,-4.2934,-3.6259,-3.3076,-3.3076,0.5666,-3.816,-3.816,-3.1714,-4.2934,-1.2142,-3.1714,-2.9324,-3.458,-5.0116,-3.3076,-3.1714,-3.6259,-3.6259,-3.816,-3.0469,-3.3076,-4.2934,-3.3076,-2.3147,-2.8262,-3.1714,-3.3076,-3.6259,-2.114,-3.6259,-4.6082,-3.3076,-4.6082
ACSBG2,-5.5735,-2.3147,-5.0116,-5.5735,-5.5735,-3.816,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-3.08721003445,-9.9658,-4.6082,-3.458,-3.6259,-6.5064,-2.5479,-4.035,-5.0116,-9.9658,-3.458,-4.6082,-4.6082,-4.035,-3.458,-9.9658,-3.816,-9.9658,-3.458,-1.9942,-3.458,-3.458,-4.6082,-3.458,-3.458,-4.035,-4.6082,-9.9658,-2.1779,-6.5064,-0.6873,-3.458,-4.6082,-4.6082,-4.2934,-4.035,-9.9658,-3.1714,-3.0469,-4.035,-1.5105,-4.2934,-5.5735,-3.1714,-4.2934,-2.3884,-3.816,-9.9658,-4.6082,-3.6259,-4.035,-3.458,-4.6082,-9.9658,-4.2934,-9.9658,-9.9658,-1.7809,-1.5951,-3.0469,-4.6082,-3.6259,-2.2447,-4.6082,-3.0469,-5.0116,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-2.6349,-9.9658,-3.6259,-3.3076,-9.9658,-9.9658,-4.2934,-3.1714,-4.035,-2.3884,-3.6259,-3.816,-4.2934,-1.1488,-3.6259,-3.6259,-9.9658,-9.9658,-4.6082,-2.9324,-9.9658,-3.458,-5.5735,-3.0469,-9.9658,-2.8262,-9.9658,-4.6082,-4.2934,-5.0116,-3.3076,-6.5064,-4.6082,-0.8339,-4.2934,-5.0116,-2.7274,-2.8262,-4.6082,-4.6082,-4.6082,-9.9658,-3.1714,-5.5735,-3.1714,-1.9379,-6.5064,-4.2934,-3.6259,-3.3076,-9.9658,-9.9658,-2.6349,-1.8314,-1.5951,-2.5479,-4.035,-2.5479,-2.6349,-5.0116,-0.1187,-9.9658,-2.9324,-9.9658,-2.2447,-4.2934,-3.6259,-3.6259,-4.6082,-3.0469,-5.0116,-4.035,-3.6259,-2.0529,-4.035,-9.9658,-5.0116,-4.6082,-9.9658,-4.6082,-5.0116,-4.035,-5.0116,-1.8314,-3.0469,-2.5479,-4.035,-9.9658,-4.2934,-3.6259,-3.3076,-9.9658,-6.5064,-9.9658,-6.5064,-5.0116,-2.6349,-1.9379,-3.6259,-6.5064,-9.9658,-3.3076,-3.3076,-9.9658,-9.9658,-5.0116,-4.6082,-3.3076,-3.6259,-4.035,-9.9658,-4.6082,-9.9658,-5.0116,-2.8262,-9.9658,-3.0469,-1.6394,-4.2934,-3.1714,-9.9658,-9.9658,-6.5064,-2.8262,-3.3076,-3.458,-3.458,-3.6259
ACSL1,2.9281,3.0757,4.0943,4.1128,4.0383,3.6657,3.9478,4.1186,3.40069067934,4.0073,3.6691,4.5918503462,4.2773,3.7443,4.2033,2.909,4.1716,3.7269,4.2654,3.8739,3.3464,4.3371,4.0679,5.2491,4.5361,4.9672,4.7209,3.2282,1.6374,1.5316,2.5363,3.9194,2.5036,4.034,2.8838,5.9239,4.2072,3.3563,5.1966,2.7487,4.1061,2.0289,3.3177,4.3342,4.4816,5.8004,3.9765,5.4019,2.6556,2.3816,3.2915,3.5461,3.3647,3.2632,3.5486,5.5283,2.8137,2.4117,4.447,2.0604,4.001,3.573,3.6994,3.9127,2.7205,4.9449,2.6984,3.7867,4.0037,3.5411,3.7762,4.4263,4.5268,3.7367,3.1491,5.3107,4.3827,3.9506,3.2796,4.5669,1.5165,1.8683,3.9412,3.1162,2.9432,3.3032,3.8501,5.2533,2.0776,3.8983,3.6266,5.2009,1.8036,3.1829,3.6916,4.1351,4.018,4.6821,3.668,2.5413,4.4437,3.7259,4.131,5.0466,4.5547,4.5079,3.7061,3.0038,2.8582,4.1883,1.816,3.958,4.0233,4.2165,4.691,3.4398,3.8023,4.1579,4.576,4.0619,3.1162,2.0569,2.9875,4.5104,4.991,2.004,3.3163,3.4556,4.673,4.6474,4.1161,3.5935,3.6555,4.6479,4.1036,3.2002,3.1892,3.4804,3.4437,3.2127,3.0842,3.9223,2.9948,-0.4131,4.47,3.6207,3.871,1.816,3.1344,3.8876,2.1378,3.1507,4.3378,2.4805,4.7071,2.5137,3.6184,3.3591,3.4556,3.6089,5.3516,3.8401,3.9261,3.7259,4.1716,1.4911,4.9924,2.5876,3.1278,4.4529,2.9784,2.6185,1.2271,3.695,2.0604,5.1526,4.0189,4.5898,3.8993,3.865,4.8895,4.4595,3.7248,2.7572,4.3958,2.9747,3.8249,2.93,2.2543,4.2495,1.0642,3.9719,4.4842,4.6999,3.5047,4.1069,2.1247,4.0357,2.2452,2.4805,3.2511,3.7127,4.7533,4.9946,4.7071,3.83,4.085,2.8916,3.4143,4.3477
ACSL3,5.0644,5.327,4.3889,5.1796,4.7296,4.5274,5.0423,5.2657,5.02299564216,5.0,4.7198,5.4213747637,5.3292,5.0704,5.2231,5.5644,5.1445,5.3133,5.6136,4.6428,5.0135,5.044,5.5132,4.9279,4.9805,5.2936,4.7997,5.0,4.0436,4.0619,5.0157,5.0,5.018,5.44,5.6142,5.8792,5.5414,5.4728,5.3882,5.5617,5.6991,5.3558,5.1014,5.0679,6.3644,4.9946,5.2832,6.1896,5.4209,5.2146,4.5657,5.2925,5.0679,4.2518,6.1975,5.1006,4.9764,4.0109,5.445,4.5868,5.6273,5.3796,5.0922,5.1583,5.2604,5.9889,4.5104,5.1708,4.8289,6.773,6.3282,5.3671,6.5495,5.1119,5.8647,6.1809,4.5255,5.5726,4.5553,4.641,5.0756,4.7491,5.5611,5.4582,4.8655,5.0803,5.0998,5.8902,4.5892,4.8304,5.0747,5.4712,4.4894,5.7592,5.22,6.2342,5.4023,5.3158,5.1111,4.6023,5.8225,5.0998,5.5047,5.9644,5.0077,5.7877,5.4516,4.9505,5.0032,4.5705,5.9378,5.677,4.81,4.6451,5.4159,5.4728,5.6977,5.07,6.2176,5.0661,5.1607,5.3618,5.2817,5.7228,5.4233,5.2434,5.076,5.0427,5.359,5.5985,5.3338,5.4512,5.8814,5.0553,5.3151,5.2884,5.0317,5.3136,5.6682,5.3509,5.2327,5.0304,5.5741,5.7722,6.3434,4.8625,5.4725,5.4925,5.4835,5.6268,5.3512,5.9352,5.1627,4.8684,5.3889,4.6491,5.2525,5.2114,4.5717,5.2506,5.2072,5.0148,4.9842,4.981,5.9461,5.0566,4.958,4.6242,4.6877,6.0687,4.7066,4.9919,5.7145,5.5205,5.3985,5.2623,5.0479,5.23,5.1044,5.1555,4.839,6.1707,5.4621,5.9381,5.3151,4.6514,5.1277,5.2215,4.6247,5.3879,5.4145,5.1061,6.1859,5.8513,5.2052,4.5559,4.585,4.7913,4.7501,4.7138,5.4751,5.8367,5.6795,6.3395,5.0148,4.7793,5.3324,5.3944,5.4138,5.4077
ACSL4,3.7971,2.4883,2.8994,3.4543,3.8551,4.3449,1.9415,4.0601,3.92737264546,4.0109,3.5875,4.26590881273,4.8545,4.0748,4.1086,4.4829,4.1044,3.6916,4.0994,4.3155,3.3577,4.0064,4.352,3.7094,3.866,3.9223,3.9746,3.7094,1.8242,3.4817,3.8157,4.0884,4.3765,3.8827,3.074,3.6077,3.1261,3.2781,3.871,4.3234,3.1653,2.694,4.6933,4.1482,2.727,4.3198,4.5608,1.674,2.081,2.6138,2.8955,3.0774,2.9692,4.1836,4.7367,4.1086,3.7453,2.05,4.3723,2.5731,2.5804,3.8461,4.0118,3.7815,4.0935,3.9012,3.5449,2.2175,1.8444,4.001,4.1724,3.9719,4.3148,3.9992,4.1844,4.6376,6.07,3.0127,3.7804,2.1541,3.2587,1.4911,3.7138,3.5754,3.7646,3.5047,4.734,5.2559,3.8798,3.0808,4.0549,3.5047,2.8522,4.5021,3.8044,3.9232,4.0807,4.3979,5.0431,3.4648,4.3695,4.0136,3.6543,4.2758,3.4907,3.9089,4.1169,3.3407,3.0376,3.3148,3.7072,4.0765,4.1899,2.6873,4.1153,4.6433,3.9137,3.9175,4.352,3.8136,3.9654,3.3883,3.3119,4.2212,3.0654,3.2632,3.3134,4.4304,3.9728,3.6703,3.5274,3.551,5.1559,3.2973,4.1931,2.8838,3.1095,2.7379,3.0305,1.5115,2.6395,3.2677,4.4128,2.0673,3.6018,2.4985,3.6042,0.1648,3.4437,1.7744,3.716,2.5462,2.0465,1.8683,3.7017,3.3787,3.573,3.4143,3.3061,2.7336,4.5405,3.1162,4.0488,3.945,3.9051,3.8925,3.2811,3.9108,2.7679,3.4007,2.5852,4.4047,3.2796,4.2773,3.5486,3.9089,3.6578,4.5374,2.1345,3.4635,2.1957,0.9716,4.1285,3.834,3.6972,2.4008,2.233,3.5839,2.3251,3.9947,2.4727,3.9478,3.6417,3.1045,3.6148,2.3423,1.9377,4.3406,2.1798,3.6219,3.6804,2.8055,2.8681,3.1491,3.0706,3.3563,3.6759,3.2496,2.6161,3.8481
ACSL5,7.4885,6.465,6.8776,5.3093,7.3576,5.8405,6.3669,7.2152,5.69163795959,6.7749,6.5043,4.21624199385,7.4705,6.591,7.2624,6.2527,6.6582,6.758,6.3822,6.3985,7.2837,6.0775,6.1695,7.2807,6.2595,6.7498,7.3412,7.631,6.8896,6.6836,6.9633,7.4254,7.3336,6.1631,6.3835,6.1879,7.351,6.5214,7.194,7.1352,5.2028,7.4563,6.5387,6.8975,7.7193,5.3646,7.1157,7.2392,7.0919,7.382,6.9897,7.2339,6.83,4.5553,6.367,6.2186,7.054,7.0596,5.6276,6.9299,6.3272,7.5405,6.4418,6.4046,6.3293,6.7546,7.2631,6.8683,7.5273,7.4592,7.4586,5.1977,5.8851,7.0253,7.2407,6.7761,5.1343,7.4231,5.7994,6.6907,5.4683,6.3182,6.8486,5.9418,6.3167,7.461,7.053,4.9151,7.574,6.5749,7.3183,7.4278,6.8673,7.4174,7.8239,6.5267,6.1138,6.5475,7.0271,7.0751,5.5395,7.2868,5.4909,7.3493,7.122,6.5851,7.4205,7.0841,7.4583,6.4148,6.8302,7.1199,7.1754,6.4951,6.3787,7.5547,7.4992,5.6206,6.674,5.8814,7.0387,7.1774,6.9006,4.9718,7.0652,7.2197,7.0919,7.6082,6.6808,7.1283,5.6256,5.7418,6.5604,7.1269,6.8556,7.087,6.6333,6.4954,7.1623,7.5221,6.2495,6.8867,7.4023,6.5256,5.7391,6.7516,6.83,7.1047,6.6751,7.2844,7.1417,7.0153,7.0328,6.8499,6.892,6.8273,5.3245,6.7903,6.3925,6.2679,5.9286,5.1962,6.904,7.1024,6.8204,6.0726,7.0996,7.6472,7.0342,6.2028,7.3577,7.4638,6.6456,6.1215,6.5421,7.7184,5.3107,7.2825,7.2862,6.6102,6.8877,5.881,6.552,7.0907,7.3285,6.1839,6.6431,5.3277,6.5829,4.7312,6.353,7.0151,4.8881,6.8185,7.1892,5.1918,7.1428,6.4217,5.7466,7.4935,7.6775,7.3547,5.7266,6.9242,7.7629,6.6918,7.3115,7.0447,6.2106,7.4297
ACSL6,-1.77415,-1.85665,-5.06615,-6.30035,-2.7654,-2.8852,-5.5415,-3.5979,-6.24293930158,0.7118000000000002,-4.4971,-4.24395885884,-2.69795,-3.45715,-2.1275500000000003,0.36415,-0.3549500000000001,-3.3891,-6.039899999999999,-4.66165,0.3369,-6.636699999999999,-4.2582,-0.8592,-3.56585,-1.673,-1.18935,-4.5045,-4.12805,-3.8061,0.1632500000000001,-2.9598,-3.19215,-6.21585,-7.76965,-6.3466,-3.0715,-9.9658,-1.9367,-3.2286,-7.1296,-3.75175,-7.0004,-6.636699999999999,-0.4852999999999996,-4.833,-3.14495,-4.3333,-1.50915,-4.61685,-2.87425,0.7066500000000002,-1.4039,-4.43375,-8.2361,-6.3466,-0.7999999999999998,-3.7623,-4.8448,-1.40905,-0.6229999999999998,-1.30455,-1.3859,-2.327,-7.1296,-5.98,-1.3672000000000002,-6.506349999999999,-0.0416500000000001,-0.6072500000000001,1.20785,-1.6093000000000002,-6.30035,-0.6150499999999999,-4.9609,-7.0004,-7.1296,-3.62045,0.3649499999999999,-3.62155,-8.2361,-0.96495,0.4333,-4.212149999999999,-7.4887,-4.6434,-3.9579,-7.4887,0.5644499999999999,-4.40085,-0.3364000000000002,-1.1654,-0.33115,-3.42645,-0.3992,-3.65055,-5.22895,-3.1211,0.0536,0.3555999999999999,-1.963,-4.8099,-4.8156,-7.4887,-0.9103,0.4352,-1.0215,-3.21795,-2.13825,-4.0235,-0.3986999999999998,-1.0363,-1.3547,-4.6434,-7.76965,0.3912999999999997,-3.14495,-4.2503,-4.2425,-1.1521499999999998,-4.3511,-5.5573,-5.134,-7.76965,-0.6494499999999999,-1.4029,-2.0806500000000003,-3.30405,-1.0943500000000002,-3.72605,-4.78755,-3.6183,-5.71785,1.2833499999999998,-2.39395,-2.1585,-2.6776,-0.9304499999999998,-6.177099999999999,-2.8306,-0.8856000000000002,-0.8622000000000001,-3.9441,-6.8909,-6.8909,-2.9677,-4.121449999999999,-3.19035,-4.212149999999999,0.8458999999999999,-1.33315,-1.0511,-3.951,-3.32695,-2.3679,-2.9833,-6.79585,-4.38805,-3.85425,-7.4887,-6.8909,-6.5686,-3.7866,-1.17265,-5.8254,-3.6655,-0.3619499999999997,0.4017500000000003,-1.31515,-4.3159,-4.99675,-0.1544499999999997,-5.51085,-3.42065,-3.4442,-6.636699999999999,-6.177099999999999,0.4386000000000001,-3.86795,-3.47565,-1.6811,-3.52455,-1.49415,-3.788,-3.4459,-4.88145,-5.849,-5.496,-6.506349999999999,-8.2361,-5.12515,-4.2582,-4.907,-1.53875,0.2747999999999999,-2.8372,-6.14025,-2.14895,-4.17355,-1.45555,-3.70365,-4.10415,-5.23915,-6.00935,-1.8113,-4.1596,-3.9579,-2.85585,-1.71025,-0.4692999999999996
ACTA2,8.1054,5.438,5.5729,8.504,9.248,6.8813,9.1055,8.1136,6.62415017692,7.9323,8.4359,6.79458875808,6.212,8.095,5.9706,7.5554,8.7141,6.3368,7.9119,10.1252,5.7214,5.897,8.5541,8.1307,9.767,8.5854,6.9877,7.2393,5.1231,7.7534,7.9268,6.1108,7.2582,6.43,8.1271,7.7065,6.9501,6.056,8.5157,6.9385,6.8819,8.8683,5.336,7.1813,5.4172,9.7321,4.7334,5.5868,5.0317,6.7588,4.3827,6.2443,6.6665,9.0241,5.8392,7.4761,7.0751,5.6639,6.2485,5.0947,8.4452,8.0885,8.3164,5.4387,7.8932,5.81,6.206,5.2153,7.747,6.88,7.3245,8.8766,7.8006,8.7012,6.3577,7.5993,5.6582,7.2979,8.556,7.3225,7.3407,4.9924,7.5064,8.8913,8.5515,8.6799,8.482,7.012,6.4445,7.8529,6.2732,8.1673,7.3479,7.0855,7.693,7.6395,10.6665,8.5709,8.2394,6.5413,5.7347,6.5432,7.4298,7.2429,8.2909,7.0118,7.1496,8.6309,7.5271,7.408,6.2666,7.3878,7.7813,4.8876,6.4861,6.2843,6.4236,8.9771,5.2281,6.8996,5.0972,6.6545,7.2051,6.8992,9.2332,6.5088,8.4068,7.9746,8.8006,7.2723,7.527,7.7886,7.0394,7.5222,6.534,7.3324,4.7965,4.9915,7.1446,6.2396,6.5578,5.8094,5.6904,5.1643,5.1429,7.6543,7.6626,5.6468,6.9907,5.3948,4.306,6.1659,5.9376,6.12,9.0685,9.0093,7.6137,8.2798,9.0891,8.645,9.2262,9.3891,9.182,7.3789,8.6807,6.4736,8.6595,7.9805,9.2454,7.0779,6.6967,5.7088,5.7118,8.2001,7.5534,8.1128,11.1194,7.0739,5.5775,3.5657,6.3697,6.6387,7.3242,5.921,5.4829,5.3024,4.8012,7.0499,5.0553,6.9112,5.752,9.0874,6.8236,6.2273,7.2202,7.8407,6.7947,5.3349,8.1416,5.8143,8.1854,6.6968,6.9813,4.853,8.1601,5.178,5.2574,4.7997,6.0446,5.682
ACTB,11.0907,11.5545,11.5515,11.6034,11.973,11.1216,12.0471,11.695,11.9637551248,11.043,11.6069,11.8052155838,11.2057,11.6302,11.1346,11.6378,11.7838,11.1777,11.708,11.5974,10.4978,11.6698,12.0573,11.6028,12.1632,11.278,11.5031,10.5509,11.2595,11.651,11.5467,11.8137,11.8416,11.2399,12.0111,11.2601,12.3216,11.2266,11.4995,11.5123,11.5952,11.8695,11.8044,11.4875,12.2308,11.5434,11.5376,12.0162,12.2318,11.6085,11.4053,11.8607,11.8392,11.8348,11.2475,11.7044,11.6208,11.3089,11.6622,10.8324,11.7186,11.5635,11.6294,11.4064,11.3336,12.4536,10.8871,11.365,11.8415,10.8871,10.9327,11.6598,11.4213,11.6363,11.4656,11.4781,10.7171,11.5457,11.9672,12.048,12.4887,12.0362,11.6653,12.2718,11.721,12.1653,12.1187,11.5738,10.7655,11.5871,11.1468,12.2883,10.7608,11.4646,11.1452,11.2293,12.1247,11.688,11.1535,11.489,10.9998,10.6381,12.1244,11.376,11.5166,11.5121,11.8071,11.6261,11.4558,11.4715,10.8728,10.9527,11.5173,10.9255,11.3617,11.1358,11.0109,12.1683,11.4106,11.5483,11.3586,10.7081,11.8912,11.7334,11.3858,11.4799,11.4954,11.1978,11.1783,11.5125,11.0996,11.795,11.5403,11.0542,11.3473,12.4239,11.6893,11.9283,11.4857,11.371,11.9294,11.6847,11.3904,11.4588,11.6827,12.5822,12.0547,12.0284,11.1874,11.4071,10.9121,12.2215,10.7633,11.912,12.0188,11.4937,11.2959,11.3588,11.9474,11.6983,11.9232,11.5508,11.8324,11.4981,11.5682,12.0907,11.9992,11.6708,11.4404,11.2667,11.4318,11.4214,10.9609,11.7008,11.5356,11.5999,12.241,11.0812,11.2474,12.0085,11.4473,11.8261,11.8439,11.719,11.985,12.1769,11.9104,11.1715,11.9329,11.7221,11.4431,12.2386,11.5964,11.3476,10.7869,11.2558,11.4075,10.8699,11.2693,11.0473,11.442,11.2636,10.8295,10.8868,11.3332,11.2129,11.5562,11.5388,10.8903,11.5639
ACTG1,11.441,11.0774,11.5531,11.3823,11.2729,11.7305,12.1853,11.4836,10.7004684452,11.5642,11.5803,10.82959156,11.5668,11.53,12.0714,11.3591,11.5303,11.1102,10.7853,11.367,11.5994,12.4062,11.4784,11.0195,11.0681,10.9852,11.3497,10.8452,11.5356,12.0318,11.3368,11.3208,11.3894,11.684,11.2184,11.5216,11.319,11.4279,10.9579,11.7416,11.9543,11.1111,11.454,11.4744,10.8723,10.5535,12.1457,11.526,11.4487,11.5869,11.3161,11.714,11.1587,10.9276,11.4009,11.3454,10.8722,11.4486,10.5079,10.8754,11.4629,10.9335,10.7652,11.5402,11.0155,11.2167,10.8371,10.7472,10.1985,11.8377,11.2134,11.5441,11.0478,11.5671,10.941,11.8656,11.733,11.6625,12.2843,12.015,12.2703,11.7055,11.5624,11.5921,10.4484,11.2419,11.1005,11.2188,9.8795,11.3654,10.6392,10.6653,10.9436,11.2008,11.0656,11.632,10.4371,11.0889,10.9612,11.0176,10.598,10.6053,11.1366,11.3439,11.8025,11.6836,11.7115,10.9197,11.245,11.5871,10.6159,11.0075,11.4295,11.5287,11.5179,11.8285,11.0027,10.7734,11.5626,10.7636,12.3899,11.4855,11.0173,11.7159,9.9736,11.8158,11.4503,11.6185,10.8459,11.9142,10.8631,11.7663,11.9953,11.8232,11.3981,9.8919,11.2673,10.8362,10.9851,10.3796,10.6238,11.235,10.4082,11.036,11.5407,11.4964,11.2415,11.0827,11.3619,11.9303,11.659,11.115,10.8934,11.8915,10.915,10.5099,11.389,11.3788,11.5116,11.4,11.4003,10.5841,11.6114,11.2435,11.6664,10.8663,10.4245,11.4478,11.2022,11.7696,11.0717,10.9001,11.0522,11.5535,10.9592,11.0024,11.0217,11.515,11.9394,10.7789,11.9456,11.4286,11.6179,11.5503,11.6779,11.7162,11.2162,11.4523,11.724,12.0304,11.5543,11.4249,11.5699,11.6024,11.0406,11.2838,11.3958,11.4473,10.0061,11.852,10.5733,11.1422,12.1487,11.7662,11.1121,11.4025,10.8475,10.9883,11.4812,11.6596
