gene_name,TCGA-KL-8324-01,TCGA-KL-8325-01,TCGA-KL-8326-01,TCGA-KL-8327-01,TCGA-KL-8328-01,TCGA-KL-8329-01,TCGA-KL-8330-01,TCGA-KL-8331-01,TCGA-KL-8332-01,TCGA-KL-8333-01,TCGA-KL-8334-01,TCGA-KL-8335-01,TCGA-KL-8336-01,TCGA-KL-8337-01,TCGA-KL-8338-01,TCGA-KL-8339-01,TCGA-KL-8340-01,TCGA-KL-8341-01,TCGA-KL-8342-01,TCGA-KL-8343-01,TCGA-KL-8344-01,TCGA-KL-8345-01,TCGA-KL-8346-01,TCGA-KM-8438-01,TCGA-KM-8439-01,TCGA-KM-8440-01,TCGA-KM-8441-01,TCGA-KM-8442-01,TCGA-KM-8443-01,TCGA-KM-8476-01,TCGA-KM-8639-01,TCGA-KN-8418-01,TCGA-KN-8419-01,TCGA-KN-8421-01,TCGA-KN-8423-01,TCGA-KN-8424-01,TCGA-KN-8425-01,TCGA-KN-8426-01,TCGA-KN-8427-01,TCGA-KN-8428-01,TCGA-KN-8429-01,TCGA-KN-8431-01,TCGA-KN-8432-01,TCGA-KN-8433-01,TCGA-KN-8434-01,TCGA-KN-8435-01,TCGA-KN-8436-01,TCGA-KN-8437-01,TCGA-KO-8403-01,TCGA-KO-8404-01,TCGA-KO-8405-01,TCGA-KO-8406-01,TCGA-KO-8407-01,TCGA-KO-8408-01,TCGA-KO-8409-01,TCGA-KO-8410-01,TCGA-KO-8411-01,TCGA-KO-8413-01,TCGA-KO-8414-01,TCGA-KO-8415-01,TCGA-KO-8416-01,TCGA-KO-8417-01
CXCR5,1.1117,-2.7274,-1.9379,1.3283,-0.5973,-0.8863,-0.8863,-1.1488,-0.5332,0.4233,-9.9658,-3.458,-1.3183,-0.394,-0.5125,-3.458,-1.5105,-9.9658,-0.4521,-3.1714,-3.3076,-1.6394,-0.3383,-0.7108,1.1512,-3.3076,-1.4699,-0.9132,-9.9658,1.3735,-1.5951,-6.5064,-1.4305,-1.2828,-1.8314,-4.2934,-0.0277,0.0854,-3.458,-0.4719,-0.9132,-0.7108,-0.6643,0.7146,0.2762,-2.5479,-9.9658,-1.5105,0.0854,3.6382,1.0983,-1.3548,0.5666,-0.9132,0.2762,-0.7346,-3.458,0.346,0.7664,1.5115,0.044,-0.4131
CXCR6,-1.5105,-1.9379,-5.5735,-5.0116,-2.1779,1.1706,-3.1714,-1.5105,-0.3566,0.3115,-1.0262,-1.0559,-0.5332,-2.5479,-1.6394,-1.0862,-2.114,-0.7834,-1.1172,-2.7274,-2.9324,-3.0469,-3.1714,-2.1779,-1.7809,-3.816,-0.8084,-2.4659,-5.5735,-4.035,-0.5332,-2.2447,-1.0559,-4.6082,-0.4921,-0.3566,-1.1811,-0.7108,0.4657,-0.5332,-0.9971,-2.8262,-0.7834,-1.3183,-1.2142,-2.5479,-3.3076,-3.816,-0.6416,-1.5105,0.9038,-2.9324,-0.0574,-1.1488,-3.0469,-0.7346,-2.6349,0.2277,-0.3752,-3.0469,-1.9379,-2.3884
CXXC4,-3.0469,-0.8339,-5.0116,-0.4131,-4.035,-3.1714,-0.1345,1.5366,-0.6643,-2.3884,0.7916,-2.4659,-1.8314,-1.9379,-0.1187,-5.0116,-2.8262,1.5465,-0.1828,-2.2447,-1.8836,0.5271,1.1577,-2.3884,-5.0116,-2.3147,-3.6259,1.3791,0.679,-2.6349,-4.035,-3.3076,-3.816,-3.1714,-1.5951,-0.1828,-0.1828,-5.0116,-5.0116,-0.9971,-3.1714,-4.035,-1.1488,-3.816,-0.3566,1.1316,-0.3201,-3.3076,-0.2328,-5.0116,-1.3183,0.7407,-0.5543,-1.6394,-3.3076,-2.5479,1.4494,-0.8599,-5.0116,-2.7274,0.0854,0.4016
CYBA,3.8561,3.154,3.1475,4.6165,3.5312,5.855,2.8661,3.8886,4.859,5.5414,4.8365,5.0523,5.3972,3.837,4.506,3.7094,4.026,2.971,5.2461,3.3563,7.0332,3.506,3.3364,4.2631,5.2604,3.0056,4.9924,4.9741,2.8779,4.7038,6.2443,3.1045,4.3356,3.9232,4.3046,5.337,5.2817,4.9814,7.7998,4.3951,4.8084,3.4583,4.1788,5.193,5.4585,3.4075,3.2557,4.352,5.3562,8.0243,7.6892,3.6669,4.9237,4.1433,4.3206,4.2434,3.7867,5.9864,4.9773,6.1579,5.2548,3.5174
CYBB,-0.2328,1.4388,-3.6259,-1.4305,-2.114,3.154,-1.2828,-1.5522,0.8082,3.309,2.4063,-0.4325,2.4727,-0.9132,-0.5332,1.0503,-0.6873,0.0718,1.3511,1.3623,2.3732,1.3901,-4.035,0.4865,0.7146,-0.7834,2.753,0.9642,-1.9942,-0.8339,1.9564,-0.1993,1.692,-2.9324,2.3193,2.9488,2.676,1.334,2.0776,0.7493,0.9493,-0.1504,2.2543,0.537,2.9839,0.6239,-0.2498,2.6208,2.8361,3.9737,3.2112,0.679,1.3109,-0.4521,-0.7588,1.8879,0.7748,2.7095,0.3796,1.5709,0.679,-0.7588
CYCS,7.0896,8.6045,6.0581,5.9132,8.1603,7.9478,8.1305,7.4371,7.229,8.2552,8.465,8.0502,9.1005,7.9162,7.7276,8.806,7.9849,9.2006,7.7628,8.5137,7.3744,8.2962,7.1273,8.0733,7.5664,8.2628,8.1916,7.8452,7.3827,6.8982,7.5455,8.5159,8.9531,7.8278,8.732,8.3278,8.2558,7.8326,6.0233,8.0835,8.0545,8.3369,8.3609,6.9594,7.9277,8.2676,7.7612,8.0696,7.9134,5.9748,7.937,8.1389,7.5718,8.3309,7.0829,7.9962,8.6363,8.2022,7.6866,7.9115,7.6337,8.1809
CYLD,2.0254,3.9589,2.2113,1.8323,2.4727,3.644,3.1523,2.6208,3.074,3.9194,3.6359,2.4439,2.8955,2.971,2.9618,2.7868,3.1129,3.7475,2.7615,3.2796,3.8218,3.5124,2.3788,2.043,2.2693,3.1765,3.1955,4.0454,2.8542,2.081,2.876,2.828,3.9682,2.5731,3.1939,4.0401,3.0358,3.0145,2.8199,2.3508,3.644,2.3394,3.8228,1.9452,3.6312,3.5766,3.4358,3.1556,3.3307,3.5073,3.2557,3.4277,2.8994,1.6695,1.3283,3.154,3.9108,3.5994,2.578,2.6255,3.2617,3.3307
CYP17A1,1.125,0.5069,1.7744,-4.2934,2.6255,0.5955,2.1541,1.1641,1.7446,-4.2934,-2.9324,1.3956,1.7446,1.3735,1.8363,1.5013,0.7748,-3.6259,0.688,-0.5125,-0.9132,1.1184,2.1509,1.1184,-0.0425,1.5998,-0.1993,0.7233,0.2998,-0.9686,0.2277,2.4225,-5.5735,-2.8262,-1.2828,-0.1031,-1.2828,-0.0877,-0.9406,2.9205,0.8164,2.8641,-2.6349,2.3251,0.8883,-0.5756,-2.9324,0.4233,0.2642,-4.6082,0.7146,0.9038,1.105,3.6089,-0.2845,0.3346,-0.1345,1.7053,-2.9324,-2.7274,1.334,-0.3752
CYP27A1,0.605,3.2856,4.2103,2.1638,-0.0877,4.5028,0.2642,2.6984,2.2082,4.2196,1.196,0.6699,3.2737,-0.2328,3.011,4.0207,0.5763,-0.9686,2.5536,4.2189,4.048,1.4335,2.05,1.5115,4.1119,0.0014,2.8562,3.4384,1.2696,2.8482,3.0619,-0.1504,1.7995,-1.6394,2.8542,2.8341,3.9459,1.8036,1.766,2.7117,1.4911,0.547,3.4765,2.6325,2.7951,2.909,-0.5125,3.6277,2.9544,4.8289,6.0726,1.3623,2.685,3.2359,1.9188,3.5694,2.3871,3.6254,-0.2671,0.5859,2.8701,0.1257
CYP7A1,-9.9658,-6.5064,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-6.5064,-6.5064,-6.5064,-9.9658,-9.9658,-6.5064,-6.5064,-9.9658,-6.5064,-6.5064,-9.9658,-6.5064,-9.9658,-9.9658,-6.5064,-6.5064,-9.9658,-6.5064,-6.5064,-6.5064,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-6.5064,-6.5064,-9.9658,-6.5064,-6.5064,-6.5064,-6.5064,-9.9658,-6.5064,-6.5064,-9.9658,-6.5064,-6.5064,-6.5064,-5.5735,-9.9658,-5.5735,-9.9658,-9.9658
CYP8B1,-6.5064,-4.6082,-6.5064,-5.5735,-5.0116,-4.035,-6.5064,-5.5735,-9.9658,-9.9658,-4.2934,-5.5735,-5.5735,-4.6082,-3.816,-5.0116,-5.5735,-5.0116,-9.9658,-6.5064,-4.2934,-6.5064,-5.0116,-4.6082,-5.0116,-3.6259,-6.5064,-3.0469,-4.6082,-5.5735,-6.5064,-3.6259,-6.5064,-4.6082,-5.5735,-4.035,-5.5735,-2.5479,-2.8262,-4.035,-3.816,-3.1714,-6.5064,-5.0116,-5.0116,-2.8262,-5.5735,-9.9658,-4.035,-9.9658,-5.0116,-5.5735,-5.0116,-5.0116,-5.0116,-4.2934,-5.0116,-1.9942,-5.5735,-5.5735,-4.6082,-5.0116
CYSLTR1,-1.5522,0.058,-4.035,-2.7274,-4.2934,-0.5973,-2.6349,-2.7274,0.8961,0.9862,-0.5332,-4.035,-0.7346,-3.1714,-2.2447,-2.7274,-2.1779,-2.2447,-0.9406,-1.0862,0.2881,-0.9971,-0.6416,-1.2142,-2.1779,-2.7274,-0.6643,-1.8314,-4.035,-1.6394,-1.2828,-2.114,-1.6394,-4.2934,0.0854,-0.3752,0.0014,-1.9942,-2.2447,-2.3147,-1.8836,-1.3921,-0.5973,-1.5951,0.605,-2.3147,-1.7809,-0.9971,0.6145,-1.1811,0.099,-1.6394,-0.5332,-2.3147,-2.114,-0.8339,-0.4131,0.1124,-1.9379,-0.394,-0.8863,-1.9379
CYSLTR2,-3.816,5.1692,-4.6082,-0.7346,-5.0116,-1.2481,-3.458,4.4745,2.4008,-1.0262,-0.5543,-3.3076,-3.816,3.0515,3.4556,-1.9379,3.2343,-4.2934,-2.7274,4.4142,-1.3183,-4.6082,0.688,-2.9324,-3.458,-3.0469,-1.5105,2.3251,-6.5064,2.5756,-2.8262,-4.2934,-1.1811,-5.0116,-1.4699,4.7016,-2.8262,-2.9324,-1.685,1.196,-3.458,-6.5064,-2.3884,-5.5735,1.2576,4.5274,-0.4521,-1.4305,4.2795,-3.816,-1.2142,4.5976,0.8961,-2.5479,-4.6082,-1.9942,5.5922,-1.8314,-3.1714,-1.0862,3.6184,-2.8262
CYTH1,3.3478,3.7171,4.2936,3.1426,3.2752,3.7539,3.2632,3.9365,4.4562,5.1799,3.9838,4.2373,3.5124,3.4713,3.6382,4.6165,3.6266,3.6219,4.4088,4.0653,4.3534,3.4464,3.7291,3.2526,3.8954,3.7116,3.3703,3.4116,3.2944,2.8838,3.6543,3.2282,3.7259,3.0927,3.7836,4.0207,4.1153,4.5142,3.3221,3.755,3.3119,3.5124,3.9874,3.8085,4.0515,3.5374,2.6783,3.011,3.3163,5.8819,4.4263,3.421,3.6113,3.6849,2.8877,3.1908,3.1717,4.4588,4.2358,4.1859,3.2481,3.6207
CYTH2,5.6496,4.7709,4.6577,3.8421,4.7104,4.6247,5.1144,4.7597,5.3209,5.2672,4.838,4.3583,4.8665,5.0171,4.5491,4.8202,4.7214,4.5047,4.7082,4.3548,5.5586,4.5255,4.6514,4.8856,4.7361,4.2699,5.2165,5.5853,4.7645,4.3618,5.6094,5.0803,4.4047,5.1724,5.3868,4.9764,4.8915,5.3027,5.7066,4.4344,5.1506,4.5632,5.6565,3.8391,4.917,4.8115,5.1855,4.6821,4.4894,5.2296,5.0379,4.8269,5.0794,4.6988,3.863,5.3558,5.1465,4.9421,5.204,5.0709,4.5711,5.0794
CYTH3,3.9213,3.7909,2.9262,1.8363,3.6172,3.0876,4.1359,3.027,2.7636,3.2158,2.6828,3.5009,2.9581,3.1781,3.2065,3.2049,3.8561,3.8239,3.074,3.4048,3.6335,3.2189,4.1515,3.5645,2.4779,3.6042,2.8897,3.6703,2.7972,1.8996,3.1876,3.5187,3.3591,3.3321,3.9947,3.6916,3.2677,3.8511,3.695,4.2427,3.551,3.8581,3.3993,4.1011,3.4088,3.2557,3.4894,3.0515,2.3843,4.5085,2.826,3.091,3.1749,4.2781,2.6114,2.4332,2.5388,3.3577,3.5766,3.3911,2.2543,3.3192
CYTH4,0.2522,-0.013,-2.3884,-0.013,-1.0559,1.6604,-1.3183,0.1776,0.5763,2.05,1.9264,-0.9971,1.5013,-0.2328,0.6145,0.2881,0.24,-1.4305,1.4174,0.1648,0.679,-0.3752,-2.2447,0.0014,1.8078,0.099,1.9786,0.4657,-1.4305,-0.2498,1.8078,-0.6193,0.3573,-1.8314,1.2636,1.6785,2.0004,-0.0277,1.1833,1.0151,0.9862,0.4016,1.4174,1.5806,2.0076,-0.5973,-1.3183,1.5612,1.7532,5.5778,2.4857,0.4233,1.6187,0.1903,0.4233,0.4016,0.3907,2.0776,1.4859,1.7403,0.547,-0.7108
DAAM1,2.824,3.9654,1.2455,0.24,0.6332,2.6487,2.3704,1.3109,2.3649,4.1579,2.6371,2.3135,2.9281,1.9073,1.7316,4.0994,2.578,4.2212,2.167,3.208,2.5313,3.2143,1.7446,1.7575,2.2693,2.7508,3.5161,3.2737,2.3222,-0.1665,3.3549,3.4411,3.0463,2.0218,3.9874,3.5935,3.3759,3.6827,1.692,4.3119,3.1797,1.8918,4.1044,2.0183,2.9674,2.791,3.3647,3.6101,1.4441,1.9377,1.8564,2.3843,1.8918,1.8242,1.2636,4.1359,1.2636,3.3633,2.2391,2.7847,1.5758,2.8819
DAAM2,1.4065,0.0014,0.5069,-0.4719,-0.4325,0.4657,0.1648,0.1124,1.4911,2.3251,0.7407,0.517,1.4228,0.9038,0.3573,0.9268,1.3846,0.4552,0.434,2.0878,3.0995,1.2455,0.4865,0.7407,-0.5125,-0.4325,0.7664,0.7146,-1.0262,-0.2328,2.4439,0.24,0.03,0.3796,1.3511,0.2762,0.4552,1.0007,-0.013,1.0847,1.0503,0.1903,0.7916,0.4125,1.2636,0.7233,-0.1187,1.2333,0.434,0.8246,-0.1665,0.9268,0.5955,1.5514,-0.0425,1.1512,0.4552,1.5216,0.1124,-0.7588,0.3796,0.679
DAB2IP,5.2634,5.1186,5.406,5.3093,6.3243,6.3674,6.1349,6.8805,4.7022,4.5681,6.2196,6.0047,5.9561,6.1528,6.2498,4.7835,6.1677,6.0633,6.257,4.8748,4.8729,6.4323,5.825,5.711,4.8817,6.6019,4.6685,6.1347,6.6939,4.8274,5.2153,5.7714,4.9547,5.5154,5.061,6.2209,6.2538,5.0005,0.6517,5.3002,5.1647,6.258,5.5129,5.2126,6.3947,6.2882,4.2736,4.2995,4.943,3.9765,5.5367,6.0547,6.1404,5.435,5.5552,4.3695,5.5047,5.0027,6.6054,5.4091,5.5002,6.4468
DAPP1,-2.9324,-2.8262,-5.5735,-4.6082,-6.5064,-0.394,-4.2934,-5.5735,-2.4659,0.6145,-1.6394,-3.458,-1.3921,-3.3076,-3.0469,-3.1714,-4.2934,-4.035,-1.685,-2.6349,-1.7809,-3.0469,-5.5735,-3.816,-2.8262,-3.816,-0.7834,-0.6416,-6.5064,-3.6259,-1.0262,-2.9324,1.1706,-9.9658,-1.1811,-0.0425,-0.7108,-1.9379,-0.6193,-1.2142,-2.3884,-3.3076,-2.1779,-2.5479,-1.7809,-3.0469,-4.2934,-1.1172,-1.5105,-0.0725,1.692,-3.458,-1.8314,-3.6259,-4.2934,-0.4921,-2.4659,1.0915,-2.6349,-0.9971,-3.816,-5.0116
DAXX,4.0162,3.1588,3.4088,3.1062,3.4437,3.3563,3.7094,3.5706,3.3407,3.716,3.3952,3.1892,3.0217,3.4596,3.2677,3.6883,3.1876,3.8136,3.5498,3.5022,4.49,3.2557,3.5224,3.3605,4.3944,3.0163,3.836,3.7356,3.1011,2.8877,4.5723,3.5212,3.2127,3.2647,3.6782,3.3032,3.3379,3.3076,4.8924,3.9384,3.4237,3.2405,3.6972,3.417,3.4517,3.4034,3.6428,3.8481,3.0723,3.3689,3.8126,3.2034,3.5337,3.3017,2.8321,3.242,3.2811,3.7667,3.7992,3.3787,3.0323,3.834
DBI,6.4368,6.7953,6.0993,4.7571,8.3522,6.984,6.1369,6.779,7.1417,7.6945,7.2797,6.9142,7.8105,5.6404,7.5156,7.2736,7.391,6.8736,6.569,7.9945,7.2355,6.1809,6.5197,6.0446,8.3955,5.8286,7.4539,6.0924,5.8324,6.3273,9.0605,6.3427,6.7312,7.3277,6.1148,7.6798,6.774,6.6978,6.9709,6.8962,6.4603,6.0228,6.7856,6.3479,7.1765,7.3839,5.9004,7.8568,7.3061,8.0006,7.4341,7.2874,7.3289,7.9327,5.9446,6.6903,6.9313,6.5641,5.6815,6.7313,6.7372,6.3971
DCHS1,0.605,-0.7588,-1.3921,-0.8339,-1.2142,-0.4719,-0.7346,-0.3566,1.5612,1.8918,0.5763,-0.2845,0.4016,-0.6416,-0.5973,-0.5973,0.4657,-0.0877,0.9568,0.5069,2.7721,0.3573,-0.2671,0.4552,-0.394,-0.8863,0.9115,0.1648,-0.8084,-0.8599,0.5666,-0.3752,0.8408,-1.1172,0.7664,0.9419,0.2642,-0.013,0.5568,-0.6193,0.1903,0.6425,0.5568,0.2029,1.7097,0.7832,0.0158,0.8961,0.2998,1.2636,0.4016,0.6517,1.2271,0.1257,-0.4719,0.434,0.2029,1.125,-0.2671,-0.5543,-0.3383,-0.0574
DCHS2,-5.5735,-6.5064,-6.5064,-3.0469,-4.6082,-4.035,-6.5064,-3.6259,-4.2934,-3.6259,-2.9324,-3.816,-4.035,-4.2934,-4.035,-2.7274,-4.035,-3.816,-3.3076,-3.816,-1.6394,-2.7274,-3.458,-4.6082,-9.9658,-5.0116,-9.9658,-3.6259,-4.6082,-5.0116,-9.9658,-4.6082,-5.0116,-9.9658,-5.0116,-4.035,-5.5735,-9.9658,-5.0116,-3.6259,-2.7274,-5.0116,-6.5064,-6.5064,-2.1779,-3.0469,-9.9658,-9.9658,-3.6259,-3.816,-4.2934,-4.035,-3.6259,-4.2934,-6.5064,-9.9658,-4.035,-9.9658,-6.5064,-5.5735,-6.5064,-4.6082
DCN,1.2756,0.7493,2.167,0.6608,-0.8599,3.4765,-1.1172,1.6234,-4.2934,7.6524,1.1641,5.5772,1.4704,1.196,-0.1504,1.4962,1.5854,-0.4521,2.2633,4.248,2.1766,2.1313,-0.9971,-1.4305,3.0163,2.3732,5.488,2.7679,-4.6082,0.6608,3.869,1.6875,2.4117,2.1378,0.2277,2.5213,2.9205,-1.2828,6.2073,4.3972,-0.3752,-4.035,2.7336,4.0287,1.46,2.7183,3.2389,4.4542,-0.2671,10.1419,5.8951,1.5216,-1.4305,4.6821,1.0433,2.9413,2.9128,3.2343,0.0158,2.1213,0.7832,1.125
DDB2,3.9856,3.6463,2.4252,2.5437,2.0325,4.048,3.2065,3.2811,3.6725,3.5572,3.154,3.2692,3.4583,3.5779,2.9432,4.0153,3.3745,3.2018,3.5498,2.6371,3.0038,2.2543,3.2511,3.2359,3.2002,3.7836,3.3577,3.8837,2.1574,3.8788,2.7117,3.4358,2.7095,3.1327,2.8799,2.9281,3.8471,2.7029,4.2041,4.49,3.8075,3.3952,3.6089,3.0706,2.8158,3.6172,1.5366,3.162,4.2258,4.3068,4.197,3.6006,3.2496,3.2359,3.3221,3.6928,3.5682,4.6083,4.0392,3.9617,3.2158,4.0523
DDIT3,7.3619,5.9837,6.9689,6.0987,7.2473,6.1108,8.1028,6.3856,6.8866,8.666,7.005,7.1894,7.1469,7.4705,7.06,8.5209,6.3374,7.7629,6.3609,7.3028,6.251,5.2672,5.4397,8.2129,9.1406,6.1463,10.0929,8.5818,5.825,7.8859,5.8475,7.9862,7.8324,7.3571,5.9547,6.7074,5.7814,7.8888,5.0348,6.5747,7.7125,6.7966,6.3649,5.6453,6.791,7.0337,8.0342,8.6759,6.9037,6.6978,5.1974,6.2392,6.6433,8.2282,6.6986,7.5878,6.3889,8.1337,6.8919,8.1877,5.9432,5.9759
DDIT4,4.4027,3.1971,4.2669,3.5212,5.302,4.2877,4.5142,3.5349,5.8849,6.011,3.9223,4.8028,5.72,3.8167,3.8136,4.8699,5.7976,5.0674,4.9607,3.1701,5.8164,4.9584,5.0357,5.7274,7.2321,3.1426,6.3104,5.4803,3.3979,3.0723,6.1843,4.0833,5.2597,5.1827,3.4437,4.5448,3.8431,6.4494,8.0418,5.9327,5.4842,3.2692,3.4331,4.1119,5.0837,5.0807,5.671,7.2846,4.3931,8.0723,3.1523,3.74,4.8084,4.9727,3.2511,3.9459,3.3647,4.7318,4.5274,5.7618,4.3702,4.6668
DDX3X,4.528,6.6763,4.0824,3.7773,4.2884,5.7426,5.0068,5.2231,5.4719,6.562,5.8174,4.9189,5.8205,4.9561,4.5596,5.95,4.9468,6.0429,5.2017,5.6605,5.9596,6.0275,3.9051,4.5571,4.4423,5.3502,6.0101,5.7706,4.9336,3.8541,5.6773,5.5091,5.5607,4.8294,5.8243,6.1769,5.1526,4.8485,5.093,5.9033,6.002,4.6089,6.0938,4.2009,5.8508,5.8425,5.4196,5.8919,5.0135,4.7192,5.0072,5.97,5.1081,4.4006,3.3235,6.1873,5.4506,5.6679,4.523,4.2343,4.7071,5.5217
DDX58,-0.3201,0.7146,-0.8599,-0.4921,-1.2828,0.9115,0.2522,-0.4521,1.0363,1.6281,1.0503,-0.2328,0.6239,-0.013,0.4447,1.1184,0.5859,-0.1665,1.1641,0.547,1.4494,0.4447,-0.9132,0.044,0.547,0.2277,1.0573,1.4652,-0.3566,-1.2481,1.334,0.03,-0.5332,1.8762,0.9191,1.1897,1.0711,-0.2671,1.0433,0.2029,0.9789,-0.2845,1.6234,0.6699,0.6699,0.044,-0.3022,0.9191,1.105,0.3796,2.4332,0.8568,0.517,0.0158,-0.3383,0.2881,0.7916,0.9038,1.2085,0.547,0.1257,0.7493
DEFB4A,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.035,-9.9658,-9.9658,-9.9658,-2.6349,-9.9658,-9.9658,-9.9658,-9.9658,-1.5522,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-1.7809,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
DEFB4B,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-1.3921,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-0.394,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-0.5125,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
DEPDC5,3.7539,3.8798,2.7572,3.208,3.5009,3.6172,3.0637,2.7183,3.2662,3.1588,3.335,2.8681,2.8994,3.5584,3.5827,2.9948,2.9562,3.3321,2.7161,2.6624,2.5996,3.4156,3.2236,2.0912,2.8076,3.794,2.6693,3.3478,3.1129,2.9618,2.7292,3.1278,3.5863,2.5876,3.4517,3.309,3.1971,3.5187,2.2144,3.9374,3.0808,3.1717,3.9645,3.3979,3.1095,3.1669,2.6715,2.5288,2.909,2.1147,3.0199,3.3393,3.0671,3.4804,2.4805,3.0723,3.5161,3.3134,3.1637,2.7572,3.0808,3.3105
DEPTOR,3.2587,4.1748,2.2931,1.1382,2.0076,2.4753,3.011,2.1476,3.2018,3.4622,1.7995,1.9712,3.1701,2.0147,1.6875,5.2525,2.828,3.8788,3.5851,3.7006,5.1285,3.7539,2.753,2.328,3.6737,2.2663,4.0977,3.7518,2.328,0.679,4.573,2.7314,2.5972,4.9275,5.4353,2.8462,3.5608,5.4263,2.4035,2.8199,3.7464,0.4865,3.1475,2.496,2.5288,2.609,4.0118,4.2266,1.7995,0.5568,2.6278,2.5388,2.2237,1.8242,2.3106,4.1277,0.9716,3.8033,3.162,2.7679,0.8488,2.2513
DHH,-2.8262,-5.5735,-6.5064,-6.5064,-6.5064,-3.0469,-4.6082,-3.458,-2.3884,-1.0862,-2.1779,-5.5735,-2.7274,-3.816,-3.0469,-6.5064,-1.7322,-4.2934,-3.6259,-3.0469,-1.4305,-3.3076,-3.6259,-2.5479,-5.0116,-4.6082,-4.035,-4.035,-5.0116,-4.2934,-6.5064,-3.816,-5.0116,-5.5735,-3.1714,-2.5479,-3.1714,-4.035,-1.8836,-4.2934,-2.8262,-5.5735,-2.6349,-2.8262,-1.3548,-4.6082,-4.6082,-5.0116,-1.685,-4.035,-2.7274,-2.9324,-1.4305,-0.4719,-4.035,-3.0469,-5.5735,-1.5522,-3.6259,-4.2934,-3.458,-2.9324
DHX33,0.6332,0.9191,0.8726,-0.2498,-0.0425,0.5859,0.5666,0.4016,0.5666,2.299,-0.1665,0.2762,0.6425,0.4967,-0.0277,0.9493,0.5763,0.6699,0.2998,2.236,2.2513,0.4761,0.1519,0.03,1.4388,0.4016,1.7575,0.6608,0.2029,-0.4719,1.8762,0.5271,0.4761,0.2998,1.4494,0.5763,0.8082,0.7233,2.9507,1.949,0.9862,0.1124,0.8961,0.2881,0.7748,0.7233,0.6425,1.8282,-0.1031,2.3423,0.2154,0.6425,0.2522,0.7493,-0.5332,0.7832,0.0014,0.7407,0.4125,0.1124,-0.3752,0.5763
DHX58,3.1829,2.2144,2.5363,3.5669,2.4883,3.0619,2.945,2.7487,2.8661,2.4649,3.3577,2.4908,2.108,2.8158,2.8178,2.167,2.6693,2.3564,3.0038,2.2573,2.667,2.328,2.8936,2.4439,3.5287,3.0002,2.5188,2.8974,2.2901,3.1062,3.1876,2.7183,1.9601,3.5645,2.6418,2.6232,3.1393,2.7292,2.1313,2.5213,2.9243,2.299,2.824,3.5779,2.8562,2.5388,1.0293,2.6441,2.3564,4.4156,3.9709,3.1781,2.8199,2.8096,3.1011,2.2421,2.0946,3.7867,3.5947,2.9032,2.4332,2.753
DIAPH1,5.0475,6.0902,5.3604,4.5255,5.6634,5.967,5.4829,5.7184,6.316,6.1459,6.1779,5.4624,6.0273,6.3804,6.2847,5.5142,6.0284,5.4226,5.843,4.8645,5.5916,5.2052,5.3427,4.7735,5.5565,5.7258,5.5503,5.3187,4.9663,5.337,5.811,5.8327,5.4296,5.9158,5.5445,5.9357,6.009,6.7699,5.2153,5.6996,6.1305,4.8115,6.4898,5.3685,6.1873,5.3879,5.2346,5.2706,5.6332,5.3324,5.4132,5.8939,5.9989,5.8841,4.4829,5.2358,5.9454,6.2024,6.8856,6.533,5.8748,6.2034
