gene_name,TCGA-2H-A9GF-01,TCGA-2H-A9GI-01,TCGA-2H-A9GL-01,TCGA-2H-A9GR-01,TCGA-IC-A6RE-01,TCGA-IG-A3I8-01,TCGA-IG-A3QL-01,TCGA-IG-A3Y9-01,TCGA-IG-A3YA-01,TCGA-IG-A3YB-01,TCGA-IG-A3YC-01,TCGA-IG-A4P3-01,TCGA-IG-A4QS-01,TCGA-IG-A50L-01,TCGA-IG-A51D-01,TCGA-IG-A5B8-01,TCGA-IG-A5S3-01,TCGA-IG-A625-01,TCGA-IG-A6QS-01,TCGA-IG-A8O2-01,TCGA-IG-A97H-01,TCGA-IG-A97I-01,TCGA-JY-A6F8-01,TCGA-JY-A6FB-01,TCGA-JY-A6FD-01,TCGA-JY-A6FE-01,TCGA-JY-A6FG-01,TCGA-JY-A93E-01,TCGA-JY-A93F-01,TCGA-L5-A43C-01,TCGA-L5-A43H-01,TCGA-L5-A43I-01,TCGA-L5-A43J-01,TCGA-L5-A4OE-01,TCGA-L5-A4OF-01,TCGA-L5-A4OG-01,TCGA-L5-A4OH-01,TCGA-L5-A4OI-01,TCGA-L5-A4OJ-01,TCGA-L5-A4ON-01,TCGA-L5-A4OP-01,TCGA-L5-A4OQ-01,TCGA-L5-A4OR-01,TCGA-L5-A4OS-01,TCGA-L5-A4OT-01,TCGA-L5-A4OU-01,TCGA-L5-A4OW-01,TCGA-L5-A4OX-01,TCGA-L5-A88W-01,TCGA-L5-A891-01,TCGA-L5-A8NE-01,TCGA-L5-A8NF-01,TCGA-L5-A8NI-01,TCGA-L5-A8NJ-01,TCGA-L5-A8NK-01,TCGA-L5-A8NL-01,TCGA-L5-A8NQ-01,TCGA-L5-A8NS-01,TCGA-L5-A8NT-01,TCGA-L5-A8NV-01,TCGA-L5-A8NW-01,TCGA-L7-A56G-01,TCGA-L7-A6VZ-01,TCGA-LN-A49K-01,TCGA-LN-A49L-01,TCGA-LN-A49M-01,TCGA-LN-A49N-01,TCGA-LN-A49O-01,TCGA-LN-A49P-01,TCGA-LN-A49R-01,TCGA-LN-A49S-01,TCGA-LN-A49W-01,TCGA-LN-A49X-01,TCGA-LN-A49Y-01,TCGA-LN-A4A1-01,TCGA-LN-A4A2-01,TCGA-LN-A4A3-01,TCGA-LN-A4A4-01,TCGA-LN-A4A5-01,TCGA-LN-A4A6-01,TCGA-LN-A4A9-01,TCGA-LN-A4MQ-01,TCGA-LN-A4MR-01,TCGA-LN-A5U5-01,TCGA-LN-A5U6-01,TCGA-LN-A5U7-01,TCGA-LN-A7HW-01,TCGA-LN-A7HX-01,TCGA-LN-A7HY-01,TCGA-LN-A7HZ-01,TCGA-LN-A8HZ-01,TCGA-LN-A8I0-01,TCGA-LN-A8I1-01,TCGA-LN-A9FO-01,TCGA-LN-A9FP-01,TCGA-LN-A9FQ-01,TCGA-LN-A9FR-01,TCGA-M9-A5M8-01,TCGA-Q9-A6FU-01,TCGA-Q9-A6FW-01,TCGA-RE-A7BO-01,TCGA-S8-A6BV-01,TCGA-S8-A6BW-01,TCGA-VR-A8EO-01,TCGA-VR-A8EP-01,TCGA-VR-A8EQ-01,TCGA-VR-AA4D-01,TCGA-VR-AA7B-01,TCGA-X8-AAAR-01,TCGA-XP-A8T6-01,TCGA-Z6-A8JD-01,TCGA-Z6-A8JE-01,TCGA-Z6-A9VB-01,TCGA-Z6-AAPN-01
MOB1A,5.7358,5.4896,5.3569,5.0414,5.3071,5.7589,5.2153,4.8802,5.7586,4.6776,5.1161,6.1936,5.0803,5.8893,5.5258,5.7482,5.789,6.0919,5.1672,5.6918,5.7905,5.5943,4.976,5.6233,4.9026,5.067,4.5261,5.714,5.0764,5.0405,5.8433,5.9383,5.9782,5.7145,5.4503,5.7664,5.4067,5.8187,5.6519,5.9446,5.9076,5.1692,6.2259,5.3879,5.4992,5.4631,5.8568,5.9741,5.0479,5.4549,5.3406,5.5687,5.5267,5.5358,5.2177,5.9755,4.845,5.7624,5.5583,5.2457,5.4026,5.6902,5.6256,5.8281,6.6076,5.7991,5.7711,6.2215,5.7496,5.5531,5.8082,5.8334,5.306,5.6955,5.998,6.2839,5.4663,5.7458,5.8438,5.9932,5.2691,5.8518,4.9626,6.3333,5.8533,5.9862,5.8417,5.3151,5.6026,5.1148,5.8192,5.0099,5.2273,5.9189,5.281,5.8438,5.5889,5.9743,6.3089,5.6876,5.2231,5.5892,6.0753,5.5892,5.4693,5.2936,5.5626,5.5668,5.1123,5.8043,5.5104,5.8627,5.5379,5.4562
MOB1B,2.1606,1.6558,3.1813,1.4859,2.2082,2.9281,1.6374,1.614,3.3759,2.6693,1.9377,2.183,1.3109,3.1955,2.2019,1.9601,4.3632,2.6395,1.5115,1.9822,1.8444,1.8363,1.5854,1.9895,2.7357,1.6512,1.412,2.4934,2.1988,1.9786,2.8381,2.7508,2.4144,2.1894,2.8955,2.004,2.824,1.7141,1.5661,3.3647,2.8462,2.7868,2.4675,2.6255,2.5188,2.1766,2.2573,2.2237,2.004,1.412,1.9073,1.7141,2.4675,0.8647,2.3816,2.6918,0.8327,3.4061,2.6418,1.6875,2.1509,2.376,1.3679,2.5828,3.1294,1.177,2.9262,2.909,2.685,2.2573,2.7051,2.7972,3.0428,3.0463,2.0218,2.362,1.8879,2.5163,3.1327,1.8643,2.9802,2.3592,1.5758,1.7617,2.1925,2.1313,2.0111,2.0707,2.7444,1.2636,1.4808,1.3283,2.118,2.5036,2.7679,2.3106,2.1213,2.0465,2.8916,2.2237,0.7999,2.7139,2.1509,2.8422,2.3677,0.2998,2.8321,2.6418,1.6964,1.7141,2.2573,3.0428,1.9264,1.8643
MOSMO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MPL,-3.1714,-3.1714,-2.7274,-2.5479,-3.3076,-3.3076,-4.2934,-4.2934,-2.8262,-2.8262,-4.2934,-4.035,-4.035,-3.3076,-2.6349,-4.035,-2.5479,-2.5479,-4.035,-1.9942,-9.9658,-5.0116,-4.035,-3.458,-3.6259,-3.6259,-4.2934,-3.0469,-4.6082,-4.6082,-4.2934,-3.816,-5.5735,-5.0116,-3.0469,-4.035,-3.458,-2.3884,-3.0469,-2.9324,-4.6082,-4.6082,-2.3884,-3.0469,-5.5735,-3.0469,-3.0469,-2.7274,-3.1714,-2.8262,-3.0469,-2.3884,-1.4305,-3.1714,-3.3076,-3.0469,-5.0116,-1.9379,-3.1714,-3.816,-2.8262,-5.5735,-2.6349,-2.6349,-2.3147,-1.1488,-3.6259,-4.2934,-3.1714,-5.5735,-2.7274,-2.9324,-3.816,-5.5735,-3.816,-4.2934,-4.2934,-4.035,-3.458,-5.0116,-3.0469,-3.6259,-5.0116,-3.1714,-5.5735,-3.6259,-5.0116,-3.6259,-2.3147,-5.5735,-5.0116,-4.035,-5.5735,-2.3884,-2.7274,-3.458,-3.3076,-3.816,-2.9324,-2.7274,-3.6259,-4.2934,-5.0116,-4.6082,-3.816,-3.0469,-3.816,-4.2934,-2.8262,-2.2447,-3.3076,-4.2934,-4.2934,-6.5064
MRAS,2.167,-0.1345,2.0707,1.6187,2.1476,0.9419,1.2455,1.9452,2.9911,2.5707,2.7931,1.7489,0.3796,2.2299,3.0217,1.3454,2.0776,1.5115,0.605,2.7784,0.8488,1.3051,-0.8084,1.0642,1.1316,4.8309,-0.8084,2.7742,-1.1811,2.7742,1.4756,0.2762,1.6234,1.0915,1.2147,0.9642,0.1388,-0.0277,-0.4921,1.0573,0.5568,1.7828,1.1316,2.685,3.1749,2.9984,1.4281,0.4552,0.1648,0.8246,0.6517,3.0127,3.3993,0.434,1.1897,3.4007,1.9786,3.9308,3.0654,1.6785,1.9527,2.328,0.4447,2.236,4.096,0.6145,2.9394,1.4808,2.7763,2.1606,1.7403,3.4997,2.9692,0.7058,1.4911,1.4065,1.0915,1.9675,4.4569,1.2085,2.4144,1.0573,2.0742,1.1512,1.736,0.6145,2.7007,1.0711,3.9506,1.8604,0.0014,1.0983,2.6255,1.5998,3.6838,2.8936,2.7594,1.8524,3.1145,1.6187,0.4967,1.3901,2.3423,2.4412,0.0854,0.4016,-1.1811,3.8044,1.2934,2.6533,2.96,1.8363,-0.3566,2.3816
MS4A2,-2.6349,-3.816,-1.0862,-0.5125,0.2642,-4.6082,-3.458,-1.1811,-0.9406,-1.685,-1.1811,-0.1345,-3.458,-0.5332,-4.035,-6.5064,-2.8262,-1.9379,-1.6394,-3.3076,-3.816,-1.7809,-3.816,-5.0116,-3.1714,-2.4659,-5.5735,-0.2671,-3.1714,-0.6416,-0.1504,-0.394,-3.1714,-3.0469,-1.0862,-3.6259,-2.4659,-2.6349,-3.0469,-3.0469,-2.9324,-1.5522,-1.5522,0.688,-0.1345,-0.1345,-1.8836,-1.6394,-6.5064,-6.5064,-3.6259,-2.5479,-3.6259,-3.6259,0.7999,2.1541,-1.3183,1.3454,1.3109,2.3019,0.4657,-4.6082,-1.8836,-3.1714,-4.035,-2.7274,-1.3183,-3.0469,-2.6349,0.1257,-3.1714,-0.9132,-3.1714,-3.816,-4.2934,-1.3921,-3.0469,-2.1779,-2.0529,-3.6259,0.605,-2.9324,-0.2498,-2.5479,-5.0116,-1.9379,-1.3548,-3.1714,-2.2447,-0.9406,-3.3076,-2.2447,-2.3884,0.9419,0.7916,-2.8262,-2.114,-1.0862,-2.2447,-0.1187,-2.2447,-0.9406,-1.1488,-2.3147,-2.7274,-6.5064,-3.0469,-3.0469,-2.114,-0.9406,-2.5479,-1.0559,-2.4659,-2.3884
MST1,0.8961,2.8301,0.4761,1.5115,1.2333,2.1247,0.7407,0.099,0.688,2.1702,0.7832,0.2998,3.0995,0.434,0.4865,0.4552,2.8502,1.4652,0.4761,2.7951,1.8604,1.4335,1.125,0.9716,0.688,1.8119,2.118,2.3135,0.8082,0.9716,2.2603,0.7832,0.9716,0.679,4.1244,0.9343,2.299,3.9929,0.9493,1.5165,3.38,3.3336,2.496,4.01,1.1382,0.9419,1.2209,1.683,-0.5332,1.9968,2.409,1.9675,1.8363,2.1862,1.3051,1.0222,1.6093,2.167,1.2394,1.8957,0.4967,0.4016,1.9149,1.5013,1.0151,-0.1504,0.7999,0.2881,0.9191,1.5758,1.816,0.9642,0.3115,1.9968,0.4761,0.4761,1.0222,0.7832,1.1641,0.7407,2.8137,0.8568,0.7579,0.6332,-0.4325,0.1257,0.6332,0.5069,2.1702,1.7744,0.7916,1.8604,2.118,1.8604,-0.1665,0.7748,-0.9971,-0.7346,-0.2328,1.0007,0.605,2.4727,0.5666,1.1117,1.4174,2.5313,1.4281,2.0465,1.9377,1.0915,1.4704,-0.3022,0.3907,1.9895
MST1R,5.1799,4.7872,4.0909,5.7661,4.5589,-1.6394,-1.8314,2.9128,2.6348,0.8164,2.3019,3.6872,5.7388,3.7561,3.9552,4.4726,3.7367,2.0395,4.4101,4.359,4.6849,3.4384,5.9505,5.5286,4.2165,2.362,3.5498,5.6874,4.7154,4.3227,3.3605,5.1498,2.2603,6.8986,5.2777,5.067,5.3572,6.6144,5.6358,6.4249,6.1152,2.2573,6.1301,3.309,5.2103,6.4772,5.8701,6.1609,4.6136,5.0211,5.7016,5.5562,5.5886,6.1152,3.29,5.0113,3.8511,5.2392,4.7148,5.4433,4.3681,3.5174,6.2899,3.7635,4.0419,4.2227,3.0428,4.6793,1.3225,3.9089,3.2343,4.3126,2.6647,4.4357,2.7139,2.1702,3.6266,3.5212,2.9013,4.2654,5.6801,-0.1345,5.2623,2.6278,4.2196,3.3842,1.5165,4.1587,4.0162,2.2268,2.5437,4.3449,2.8994,4.0216,2.9356,0.7916,-1.8314,5.2238,3.2481,5.3122,5.4797,4.3604,3.6195,-2.1779,2.1925,6.5488,5.2315,4.0064,5.1692,3.2929,4.3328,5.0892,2.7357,4.2227
MTCP1,3.1245,3.7741,2.8361,2.9948,3.2587,2.8799,3.1491,3.5559,3.3647,2.8701,2.2113,2.5996,3.6219,2.1114,2.167,3.47,1.9564,3.0092,4.3786,4.1668,3.8973,2.299,3.772,1.934,2.1378,3.603,1.8604,2.8916,3.5098,1.4494,2.9875,2.1313,2.8137,1.7009,1.8404,0.9789,2.3508,2.2901,2.4439,2.2391,2.7763,2.5437,2.1541,2.3871,1.5266,2.7444,3.0376,2.8482,2.2452,2.043,2.3308,2.7657,2.9747,3.5742,2.7249,2.791,2.7951,3.2297,2.409,3.0568,1.8119,1.6234,2.7161,3.3421,3.8471,3.868,2.0076,2.6019,3.7496,4.1636,3.0808,3.0305,2.4306,3.9166,2.8422,1.4962,2.0638,2.2573,3.2856,2.8442,2.77,3.0859,3.0376,2.3308,1.9638,2.036,3.0074,2.694,3.8837,3.4504,1.7403,2.9413,4.1756,4.1119,2.1313,2.4908,2.5683,1.6466,1.4911,1.8201,2.2452,3.6883,2.4332,1.5366,2.7379,1.6875,4.1875,3.0234,2.5996,2.9618,2.6371,3.6928,2.3843,3.1112
MTOR,4.3611,3.5959,3.9156,3.9337,3.9118,3.6405,2.6441,3.4881,3.9289,3.9012,3.7083,3.5324,4.0427,4.1359,4.5142,4.1458,4.3392,2.9948,3.6172,4.178,3.7561,3.4843,2.9338,3.7094,3.7709,3.5766,2.9488,4.0515,2.8582,3.3278,3.0428,4.1506,3.3938,3.2526,4.2533,3.652,4.4964,3.6994,3.9983,3.8876,4.067,3.9403,4.7635,3.834,3.5073,3.7464,3.7193,4.5982,3.5803,4.3653,4.2358,4.0593,4.8033,3.2737,4.0225,3.4765,3.2796,4.5778,3.7421,4.0575,3.958,3.9051,3.741,3.728,5.0291,4.7603,4.0688,4.1571,3.5312,3.1765,4.0515,3.9552,4.497,3.7794,3.83,3.9892,3.8228,3.7475,5.119,3.8461,3.5312,4.1931,3.5111,4.0773,3.38,3.6782,3.4129,3.8279,3.2647,2.727,3.6125,3.1588,3.5791,4.2304,3.6793,3.4856,4.3184,4.0593,4.2691,3.2405,3.7688,6.2308,2.9052,4.1103,3.87,3.055,3.9682,4.4739,3.309,3.4868,3.5461,4.1716,3.7561,4.2721
MUC5AC,0.8726,-0.5973,1.3901,7.2,5.5847,-5.5735,-5.5735,-9.9658,-6.5064,-9.9658,-3.3076,-9.9658,4.6645,-9.9658,-4.035,-5.5735,-3.6259,-9.9658,-9.9658,-5.0116,-1.0559,-6.5064,10.1873,1.1316,-5.5735,-6.5064,-1.3183,4.1458,-9.9658,-4.6082,-9.9658,6.7477,-1.685,2.6208,5.5078,7.1822,-1.0262,3.9534,7.9291,6.4128,-3.816,0.8961,7.1138,-0.9406,6.0088,6.3368,6.4318,5.0934,-9.9658,-3.0469,5.2258,9.2676,7.0731,4.8253,-2.6349,4.0136,-2.8262,6.4264,1.0573,9.5436,4.2434,-6.5064,3.864,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.6259,-5.5735,-3.816,-2.4659,-6.5064,-3.458,-6.5064,-6.5064,-5.0116,-4.035,-9.9658,-9.9658,-5.0116,2.6556,-1.5105,-5.5735,-4.6082,-9.9658,-0.8084,-9.9658,-0.3566,-5.5735,-4.2934,-5.0116,-4.035,-9.9658,-9.9658,5.4702,-9.9658,6.3632,-0.5973,-3.458,-9.9658,-2.6349,-4.6082,3.9127,-5.5735,-2.2447,2.1476,-4.2934,-2.4659,2.6371,-9.9658,-4.2934
MUC5B,6.4825,4.8314,4.5442,6.6411,7.0753,-2.9324,-5.0116,-3.0469,-9.9658,-9.9658,4.5772,0.3573,3.4622,-9.9658,-9.9658,-4.035,2.0673,2.0325,-9.9658,-4.035,-4.035,-2.8262,2.676,-2.7274,-2.5479,-6.5064,-0.6643,6.0237,0.3115,5.9334,-3.816,3.0859,-4.035,-4.035,4.7334,5.2215,-1.2481,7.8992,3.3842,5.6142,-0.7346,2.167,3.7367,4.6508,1.7912,6.4428,6.8212,3.5694,-4.6082,-3.1714,7.991,8.295,6.3846,6.8566,-1.7322,1.5366,9.6241,5.1449,6.4549,7.9033,5.9752,-1.0862,0.9038,-2.1779,-1.3921,-3.458,-5.0116,-6.5064,-6.5064,-5.0116,8.1507,-6.5064,-4.6082,-5.0116,-2.6349,-4.035,-3.3076,-3.816,-6.5064,-3.1714,-5.0116,-3.1714,1.6604,3.2811,-4.6082,-3.6259,-9.9658,-5.5735,-1.3183,-6.5064,-3.1714,-2.9324,-3.6259,-3.1714,3.4958,-9.9658,-1.9379,4.1859,1.105,8.0926,-5.5735,-0.2845,-3.816,-4.035,-2.7274,-0.5756,2.5011,-6.5064,6.8315,-9.9658,-1.0262,4.3737,-3.3076,-3.3076
MYB,1.9822,2.6693,2.9637,1.949,3.1604,2.7051,1.2147,-1.4305,1.4065,0.1519,-0.1187,1.6964,3.7699,-1.9379,1.0573,-1.9942,3.9393,1.7403,-1.4305,2.5313,-3.458,0.547,4.2773,3.5224,-0.9971,-0.9406,0.2029,2.6647,-2.114,1.7009,0.5666,4.3625,-2.6349,3.1278,0.7832,1.7702,2.8522,4.5687,3.2929,2.876,1.177,0.8246,4.7203,1.6964,2.328,1.6604,6.2065,5.1065,-3.6259,5.6542,1.683,0.8327,2.043,3.0234,0.1388,1.0915,-0.3566,2.1541,3.7116,0.6145,2.7051,3.8581,5.4941,2.651,3.2049,-3.6259,-0.4719,-1.3548,-0.0425,-0.2845,0.5271,-0.4521,-1.3921,0.9115,-3.816,0.3573,-1.1172,-0.5543,-0.7588,3.38,-0.8863,1.6374,-0.3022,1.7403,1.5415,-0.8084,-1.0262,-1.2828,0.3907,1.3735,2.0395,-0.6416,0.5859,1.8918,-0.5125,1.4011,0.2642,3.5596,-0.1665,0.9862,4.7071,1.4174,-0.8599,7.4312,5.8194,1.1897,3.4075,0.4233,2.5972,1.736,-1.3548,2.8838,2.5263,-0.8863
MYC,4.1011,6.323,6.308,5.5982,5.8895,6.4949,6.8403,5.6186,5.8087,5.5488,6.5214,6.0798,4.9397,7.3757,7.4338,4.3758,5.2851,6.9644,8.2261,6.0579,4.9303,6.14,6.7144,6.4558,6.695,5.7565,7.1656,5.2536,7.0766,5.434,6.6205,5.4903,7.1676,7.2106,6.4285,6.2419,7.0199,5.8761,7.0324,6.126,6.4345,7.0408,6.0768,6.4675,5.0497,5.0242,5.3107,5.9667,7.1905,5.86,5.4858,4.0427,5.49,5.7173,6.2574,5.4186,6.0875,3.9412,5.2769,4.8167,6.4029,6.2531,5.9201,6.1502,6.8075,6.0672,6.7366,7.0349,5.7716,6.1673,6.0494,7.0498,6.3901,5.0794,6.1108,6.4026,6.5051,5.3184,6.8235,6.6649,6.1847,6.0938,6.4185,6.1813,6.3306,6.7669,6.1667,6.4113,4.9251,6.4507,6.8617,6.141,6.4361,8.0778,6.9763,6.4912,6.7296,5.7653,6.3367,5.5211,6.8132,5.6988,6.1402,5.8917,6.3723,5.7735,5.4654,6.4435,5.2702,6.7633,7.5508,5.4506,7.0442,6.2184
MYD88,5.3248,4.8871,4.0454,4.7709,4.6206,4.0824,4.6719,3.869,4.8228,3.835,4.8615,4.9213,4.2126,4.1899,4.3569,4.9151,3.8808,4.1417,5.026,5.0409,4.7285,4.1547,4.8753,5.3234,4.7861,4.5098,5.0896,5.847,5.6932,5.0131,4.3889,5.5889,3.716,6.6181,4.5454,4.748,5.3438,5.7315,4.5838,5.6676,4.7991,5.504,5.5261,5.7107,5.1227,5.3889,5.2184,5.5925,5.5678,5.5747,4.7399,4.3484,4.6089,4.7388,5.0592,4.8615,5.7263,5.0036,5.6496,4.8807,5.8123,5.0816,5.4057,5.0566,4.0549,5.9014,4.3611,5.0862,4.7209,4.5299,4.6679,4.958,3.9147,3.47,5.62,4.1061,4.6999,4.0926,4.1145,4.232,4.8395,3.9166,4.6566,4.2773,4.6154,4.6317,4.9584,4.964,4.026,4.4919,4.1186,4.3889,3.7378,4.8115,4.1153,4.3576,4.5693,4.5205,4.8871,5.7447,5.295,4.506,5.0242,3.5875,5.2954,5.5056,4.5916,4.0824,4.3931,5.6218,4.5367,4.3169,4.7507,5.3548
MYH6,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-6.5064,-9.9658,-9.9658,-5.0116,-6.5064,-6.5064,-4.6082,-6.5064,-9.9658,-6.5064,-6.5064,-9.9658,-6.5064,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-5.5735,-3.816,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-3.6259,-9.9658,-5.5735,-5.5735,-4.2934,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-6.5064,-9.9658,-5.5735,-6.5064,-9.9658,-6.5064,-6.5064,-9.9658,-9.9658,-6.5064,-6.5064,-9.9658,-6.5064,-5.5735,-9.9658,-6.5064,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-4.2934,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658
MYH7,-6.5064,-9.9658,-9.9658,-4.2934,-6.5064,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-4.035,-2.3147,-9.9658,-9.9658,-6.5064,-5.5735,-5.0116,-6.5064,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-6.5064,-6.5064,-6.5064,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-6.5064,-5.5735,-9.9658,-6.5064,-9.9658,-5.5735,-5.5735,-6.5064,-5.0116,-9.9658,-6.5064,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-6.5064,-6.5064,-9.9658,-6.5064,-9.9658,-5.0116,-5.5735,-9.9658,-6.5064,-6.5064,-6.5064,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-6.5064,-4.6082,-9.9658,-6.5064,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-6.5064,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.7274,-9.9658,-6.5064,-9.9658,-4.2934,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-4.6082,-9.9658,-6.5064,-4.2934,-6.5064,-9.9658,-6.5064,-6.5064,-9.9658,-9.9658,-6.5064,-6.5064,-5.5735
MYL2,-9.9658,-9.9658,-3.816,-4.6082,-9.9658,-9.9658,-9.9658,-3.816,-9.9658,-9.9658,-2.3884,-5.0116,-9.9658,-4.035,-9.9658,-1.6394,-9.9658,-9.9658,-4.035,-9.9658,-4.2934,-2.6349,-9.9658,-4.6082,-5.5735,-5.0116,-4.035,-9.9658,-5.0116,-3.6259,-9.9658,-4.6082,-9.9658,-9.9658,-5.5735,-9.9658,-5.0116,-9.9658,-5.5735,-9.9658,-9.9658,-4.6082,-4.6082,-3.6259,-5.0116,-4.2934,-9.9658,-9.9658,-3.6259,-3.816,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-2.3884,-3.816,-3.3076,-9.9658,-9.9658,-3.6259,-9.9658,-5.0116,-9.9658,-4.2934,-9.9658,-2.8262,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-5.5735,-9.9658,-5.0116,-5.0116,-9.9658,-0.1031,-9.9658,-9.9658,-5.0116,-9.9658,-3.816,-5.0116,-0.9971,-9.9658,-9.9658,-9.9658,-2.1779,-3.6259,-9.9658,-5.5735,-4.2934,-9.9658,-3.458,-4.6082,-9.9658,-5.0116,-9.9658,-3.816,-9.9658,-9.9658,-3.3076,-5.0116,-9.9658,-9.9658,-2.4659,-5.0116,-1.6394
MYL3,-5.5735,-9.9658,-3.458,-4.2934,-2.4659,-4.2934,-3.1714,-1.2828,-1.4699,-1.2828,-1.9379,-9.9658,-5.5735,-3.3076,-2.7274,-9.9658,-2.7274,-3.6259,-5.5735,-5.5735,-4.6082,-4.2934,-6.5064,-5.5735,-4.035,-0.3566,-5.5735,-3.0469,-5.5735,-2.3147,-4.035,-6.5064,-5.0116,-4.6082,-0.0725,-4.6082,-9.9658,-9.9658,-5.5735,-2.9324,-4.2934,2.2144,-4.6082,-1.5951,-5.5735,-4.035,-5.5735,-6.5064,-3.1714,-3.816,-9.9658,-5.5735,-5.0116,-5.5735,-3.816,-3.0469,-9.9658,-2.1779,-1.3548,-3.816,-9.9658,-5.0116,-9.9658,-2.6349,-9.9658,-6.5064,-1.8314,-6.5064,-1.2481,-3.1714,-9.9658,-2.3147,-1.7809,-3.0469,-4.6082,-4.035,-4.035,-2.5479,-0.8084,-2.3884,-5.5735,-3.3076,-2.3884,-4.2934,-1.6394,-9.9658,-1.4305,-3.0469,-1.1488,-4.6082,-5.5735,-2.114,-9.9658,-3.0469,0.0854,-5.0116,-3.1714,-4.6082,-4.035,-4.2934,-4.035,-4.6082,-3.3076,-4.2934,-3.458,-9.9658,-9.9658,-2.3884,-2.6349,-1.4699,-3.0469,-2.1779,-4.2934,-2.5479
MYL4,-2.3884,-2.114,-1.9942,-2.0529,-4.6082,-5.0116,-2.3884,-3.816,-2.8262,-5.5735,-2.8262,-3.816,-2.114,-3.3076,-3.816,-3.458,-3.6259,-4.2934,-4.6082,-2.6349,-5.0116,-3.816,-1.7809,-1.3548,-3.1714,-2.9324,-5.0116,-2.114,-2.5479,-1.9379,-3.816,-3.816,-2.4659,-3.458,-2.3147,-3.0469,-5.0116,-2.5479,-5.5735,-1.8314,-2.6349,0.099,-2.9324,-0.8339,-3.3076,-2.4659,-2.9324,-2.6349,-5.5735,-2.7274,-2.9324,-2.1779,-2.1779,-4.6082,-4.6082,-1.7322,-3.6259,-4.035,-2.7274,-2.114,-3.3076,-2.8262,-1.3921,-3.6259,-4.035,-4.035,-5.5735,-3.458,-2.0529,-2.9324,-5.0116,-2.3147,-3.1714,-3.1714,-3.6259,-3.458,-9.9658,-3.0469,-2.4659,-3.3076,-2.8262,-3.1714,-3.3076,-2.8262,-4.6082,-9.9658,-3.6259,-4.2934,-2.3147,-2.0529,-9.9658,-2.8262,-3.816,-1.1172,-1.5522,-2.6349,-3.816,-2.4659,-3.1714,-1.3921,-3.6259,-2.1779,-2.5479,-3.1714,-9.9658,-2.7274,-3.0469,-2.4659,-4.2934,-3.458,-3.6259,-4.035,-5.0116,-4.2934
