gene_name,TCGA-BL-A13I-01,TCGA-BL-A13J-01,TCGA-BL-A3JM-01,TCGA-BT-A0S7-01,TCGA-BT-A0YX-01,TCGA-BT-A20J-01,TCGA-BT-A20N-01,TCGA-BT-A20O-01,TCGA-BT-A20P-01,TCGA-BT-A20Q-01,TCGA-BT-A20R-01,TCGA-BT-A20T-01,TCGA-BT-A20U-01,TCGA-BT-A20W-01,TCGA-BT-A2LB-01,TCGA-BT-A2LD-01,TCGA-BT-A3PH-01,TCGA-BT-A3PJ-01,TCGA-BT-A3PK-01,TCGA-BT-A42C-01,TCGA-C4-A0F0-01,TCGA-C4-A0F1-01,TCGA-C4-A0F6-01,TCGA-C4-A0F7-01,TCGA-CF-A1HR-01,TCGA-CF-A1HS-01,TCGA-CF-A27C-01,TCGA-CF-A3MF-01,TCGA-CF-A3MG-01,TCGA-CF-A3MH-01,TCGA-CF-A3MI-01,TCGA-CU-A0YN-01,TCGA-CU-A3KJ-01,TCGA-CU-A3QU-01,TCGA-CU-A3YL-01,TCGA-DK-A1A3-01,TCGA-DK-A1A5-01,TCGA-DK-A1AA-01,TCGA-DK-A1AB-01,TCGA-DK-A1AC-01,TCGA-DK-A1AD-01,TCGA-DK-A1AE-01,TCGA-DK-A1AF-01,TCGA-DK-A1AG-01,TCGA-DK-A2HX-01,TCGA-DK-A2I1-01,TCGA-DK-A2I2-01,TCGA-DK-A2I4-01,TCGA-DK-A3IK-01,TCGA-DK-A3IL-01,TCGA-DK-A3IM-01,TCGA-DK-A3IN-01,TCGA-DK-A3IT-01,TCGA-DK-A3IU-01,TCGA-DK-A3IV-01,TCGA-DK-A3WW-01,TCGA-DK-A3WX-01,TCGA-DK-A3WY-01,TCGA-DK-A3X1-01,TCGA-DK-A3X2-01,TCGA-E5-A2PC-01,TCGA-E7-A3X6-01,TCGA-E7-A3Y1-01,TCGA-FD-A3B3-01,TCGA-FD-A3B5-01,TCGA-FD-A3B6-01,TCGA-FD-A3B7-01,TCGA-FD-A3B8-01,TCGA-FD-A3N5-01,TCGA-FD-A3NA-01,TCGA-FD-A3SJ-01,TCGA-FD-A3SL-01,TCGA-FD-A3SM-01,TCGA-FD-A3SN-01,TCGA-FD-A3SO-01,TCGA-FD-A3SP-01,TCGA-FD-A3SQ-01,TCGA-FD-A3SR-01,TCGA-FD-A3SS-01,TCGA-FJ-A3Z7-01,TCGA-FJ-A3ZE-01,TCGA-FJ-A3ZF-01,TCGA-G2-A2EC-01,TCGA-G2-A2EF-01,TCGA-G2-A2EJ-01,TCGA-G2-A2EK-01,TCGA-G2-A2EO-01,TCGA-G2-A2ES-01,TCGA-G2-A3IB-01,TCGA-G2-A3IE-01,TCGA-G2-A3VY-01,TCGA-GC-A3BM-01,TCGA-GC-A3I6-01,TCGA-GC-A3WC-01,TCGA-GC-A3YS-01,TCGA-GD-A2C5-01,TCGA-GD-A3OP-01,TCGA-GD-A3OQ-01,TCGA-GD-A3OS-01,TCGA-GU-A42R-01,TCGA-GV-A3JV-01,TCGA-GV-A3JW-01,TCGA-GV-A3JZ-01,TCGA-GV-A3QF-01,TCGA-GV-A3QG-01,TCGA-GV-A3QH-01,TCGA-GV-A3QI-01,TCGA-GV-A3QK-01,TCGA-GV-A40E-01,TCGA-GV-A40G-01,TCGA-H4-A2HO-01,TCGA-H4-A2HQ-01,TCGA-HQ-A2OE-01,TCGA-K4-A3WS-01,TCGA-K4-A3WU-01,TCGA-K4-A3WV-01
KRT19,0.585921377058,10.562778124,9.8832,9.8852,11.495,9.8407,9.4222,0.547,12.293,11.7092,11.0387,11.9779,10.6284,10.5372,11.2767,12.1474,11.1341,10.3675,8.7642,11.2018,2.3592,4.7458,11.2577,11.4654,11.6577,8.5479,11.0626,10.4885,12.0343,11.9594,11.2037,9.9396,7.1698,9.329,11.7314,11.2212,11.4699,11.5015,10.1411,9.1307,11.6016,9.873,10.8379,11.2058,9.7564,9.9833,10.9941,9.8323,11.6599,11.1929,7.8657,10.3893,10.9208,11.3499,10.2821,10.2314,6.9166,7.8295,11.2615,10.8273,11.5769,11.7881,11.1076,9.091,10.6585,11.4729,8.8383,10.0316,10.0066,11.1337,10.738,10.5852,11.5449,10.3532,3.4344,10.5247,10.9639,10.537,11.2719,8.6229,11.1285,9.1475,10.6699,4.8074,8.8584,11.2435,12.2826,10.4905,11.2733,11.1833,9.9599,11.4624,10.2931,8.1816,8.8544,10.7463,10.8939,11.5337,6.3901,11.8587,10.2702,10.1363,10.4018,11.8368,10.639,10.3487,9.0066,11.6776,11.3115,11.7162,9.9275,11.7612,10.7593,10.31,9.9687,11.2264
KRT20,-3.95833399275,6.86041447947,1.2636,2.7292,-4.035,-0.3022,5.7222,-4.2934,-2.3884,-5.0116,6.0792,-0.8084,-3.1714,8.0794,8.1183,-2.4659,8.9742,-2.2447,-0.9406,8.3263,-9.9658,-4.035,7.1745,8.4441,1.9786,2.1411,6.0648,3.3421,2.9747,0.1257,6.4058,-0.7108,-9.9658,10.4781,5.2862,8.1008,-4.035,1.3511,-5.5735,3.2205,7.4194,-4.035,7.3676,4.0653,7.3707,8.0966,-6.5064,2.2693,6.9357,-9.9658,-3.3076,5.3473,6.3268,-0.8599,7.285,-2.8262,-2.8262,-9.9658,6.2479,0.4761,-5.5735,-0.2671,6.4558,-1.685,3.4034,-1.5105,-4.6082,-4.2934,3.83,7.7261,8.9383,8.5005,-1.3921,5.4549,-3.0469,-3.6259,-6.5064,6.0264,4.5374,8.0068,-0.9971,8.5457,-5.0116,-6.5064,-6.5064,4.9718,6.1416,-2.1779,-3.458,9.0233,6.519,5.9143,0.6145,-4.6082,-1.1811,3.5224,7.5998,-1.9379,-9.9658,8.2407,8.1296,8.253,7.8053,7.5349,8.1201,8.5664,5.877,7.9659,3.3407,6.6209,8.7202,7.2382,-0.0725,6.6251,8.6196,6.9261
KRT23,-4.20200832018,8.750062879,6.4555,7.6235,1.3283,2.1509,2.0289,-4.2934,0.7748,7.2499,8.0764,7.794,5.3695,4.3075,7.3576,6.2394,9.2665,1.3454,7.6755,6.7247,-2.8262,3.0305,2.2603,7.2215,8.9645,-0.2498,6.9897,5.4764,8.3345,8.6859,5.8146,7.212,7.9858,0.1257,7.3349,9.3084,8.4636,3.4102,5.9139,0.24,2.5924,-0.2671,4.5485,7.7213,7.416,7.7045,1.9226,-5.5735,3.5682,6.3934,5.8171,2.3649,5.7082,3.0463,4.717,2.826,2.5036,-9.9658,1.2271,7.437,4.0816,6.8514,1.6281,4.041,5.7788,-4.6082,4.0952,0.9568,5.0041,7.7603,1.6964,4.9723,7.2832,5.0108,0.099,2.9432,8.4853,9.4116,8.9117,0.5666,6.4266,0.8805,5.5919,1.8484,6.6369,6.8063,-0.6193,4.1595,5.0845,0.1257,0.2998,7.187,5.9148,-1.3921,4.6606,6.6847,3.7846,6.4856,0.1519,9.7771,3.0808,1.0779,-0.8339,7.3519,5.24,-0.5543,1.3567,3.6849,6.3539,3.7269,-0.4131,7.0802,7.1625,2.3479,8.4153,0.537
KRT24,-7.02721645241,0.00620320053774,-9.9658,-5.5735,4.1384,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-1.5105,-2.9324,-2.3884,8.927,3.5911,0.1648,1.7912,-3.3076,-9.9658,-6.5064,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-4.2934,-2.9324,-9.9658,-5.0116,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-4.035,-9.9658,-9.9658,-9.9658,-5.5735,-2.3884,1.2394,-9.9658,-9.9658,-1.685,-9.9658,-9.9658,0.8246,-3.816,-9.9658,-4.6082,-2.0529,-0.1187,-9.9658,5.3695,-9.9658,-6.5064,-5.0116,-9.9658,-4.035,-3.816,-9.9658,0.24,-1.5951,-9.9658,-9.9658,-9.9658,-3.1714,-3.3076,-5.0116,-9.9658,-9.9658,-9.9658,-2.9324,-6.5064,-9.9658,-9.9658,2.8994,-9.9658,-0.4521,-2.7274,-6.5064,-5.5735,-5.0116,-9.9658,-3.816,8.4279,-0.9132,-2.7274,-2.7274,-6.5064,-2.1779,-3.458,-1.0262,-5.0116,-6.5064,-9.9658,-9.9658,-5.0116,-6.5064,-9.9658,-6.5064,-6.5064,1.7446,-9.9658,-9.9658,-4.2934,-9.9658,-4.6082,-3.458,-9.9658,-6.5064,-4.6082,0.7321,-9.9658
KRT25,-9.9658,-9.9658,-6.5064,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658
KRT26,-9.9658,-7.02721645241,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658
KRT27,-9.9658,-4.39083611375,-1.9379,-2.3147,-5.0116,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.2934,-9.9658,-5.0116,0.1519,-2.1779,-0.2845,-3.816,-9.9658,-4.2934,-9.9658,-2.2447,-2.4659,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-4.2934,-4.2934,-5.0116,-9.9658,-9.9658,-5.0116,-9.9658,-4.2934,-9.9658,-9.9658,-9.9658,-5.5735,-5.5735,-5.5735,-9.9658,-9.9658,-6.5064,-3.458,-5.5735,-4.2934,-9.9658,-5.5735,-5.0116,-9.9658,-9.9658,-9.9658,-3.458,-9.9658,-5.0116,-5.0116,-2.6349,-5.0116,-4.035,-9.9658,-3.0469,-3.458,-4.035,-9.9658,-5.0116,-6.5064,-4.2934,-3.816,-6.5064,-9.9658,-9.9658,-9.9658,-5.0116,-3.3076,-9.9658,-0.2671,-5.0116,-2.3147,-9.9658,-9.9658,-5.5735,-9.9658,-4.2934,-9.9658,-9.9658,-6.5064,-4.2934,-4.2934,-2.9324,-5.0116,-4.6082,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-4.035,-4.2934,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.2934,-9.9658,-5.0116,-9.9658,-3.816,-3.1714,-4.6082,-3.1714,-3.3076,-9.9658
KRT28,-9.9658,-9.9658,-4.6082,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.8262,-9.9658,-9.9658,-6.5064
KRT31,-9.9658,-1.01641873702,5.6554,-3.6259,-0.0877,-9.9658,0.1776,-9.9658,-9.9658,-9.9658,-3.458,-1.4699,-0.2159,-4.6082,-3.458,-9.9658,-3.1714,0.03,-6.5064,0.3573,1.3956,-4.2934,-9.9658,5.1863,3.1908,-1.1488,-1.3921,3.6382,1.8722,1.3735,-3.816,-3.0469,-1.5951,-9.9658,-9.9658,-9.9658,-3.458,-2.8262,-2.3884,-5.0116,-4.6082,-5.5735,-0.8339,-1.9942,-9.9658,-2.4659,-2.6349,-9.9658,-9.9658,-9.9658,-3.6259,-4.035,-9.9658,-9.9658,-1.2481,-1.6394,-9.9658,-9.9658,-3.458,0.8883,-1.1488,-1.685,-4.6082,0.8805,2.004,-9.9658,3.66,-4.6082,3.6883,1.6327,-1.5951,-9.9658,-6.5064,-2.4659,-2.2447,-5.5735,-2.6349,-6.5064,2.4306,-9.9658,-9.9658,-3.3076,-9.9658,-3.6259,1.0779,-4.035,-4.035,0.0718,2.7183,-5.5735,-3.3076,-1.9379,-4.035,0.0014,-0.3022,-2.7274,-9.9658,-2.1779,-6.5064,-4.2934,-6.5064,-2.8262,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-5.0116,-5.0116,-6.5064,-9.9658,-2.3884,5.0335,-9.9658,-2.4659,-3.6259
KRT32,-9.9658,-6.12451476361,-1.4305,0.2998,-3.6259,-4.6082,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-1.5951,-9.9658,-2.6349,-3.6259,-4.2934,-9.9658,-5.0116,-5.5735,-4.6082,-3.6259,-3.6259,-9.9658,-6.5064,-9.9658,-5.5735,-9.9658,-3.0469,-4.6082,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-5.5735,-4.035,-9.9658,-9.9658,-9.9658,-4.035,-6.5064,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.6349,-5.0116,-3.6259,-4.2934,-2.8262,-1.5951,-4.6082,0.0014,-9.9658,-1.9942,-5.0116,-6.5064,-9.9658,-9.9658,-5.5735,-9.9658,-5.5735,-6.5064,-9.9658,-1.5951,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-3.6259,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-6.5064,-3.6259,-5.0116,-9.9658,-4.2934,-9.9658,-9.9658,-6.5064,-6.5064,-6.5064,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-6.5064,-9.9658,-9.9658,-3.6259,-5.5735,-9.9658,-4.6082,-6.5064
KRT33A,-9.9658,-0.93142810155,-6.5064,-9.9658,-0.9686,-4.035,-4.035,-9.9658,-9.9658,-0.9686,-3.0469,-0.1665,-3.6259,0.03,-2.0529,-4.6082,2.7357,-5.0116,-5.0116,0.3231,-9.9658,-9.9658,-2.4659,-1.685,2.5338,-9.9658,0.9038,-2.4659,3.4958,-0.4131,-0.0425,-2.3147,-5.5735,-1.7322,1.2271,-0.1665,0.2277,-4.035,-4.2934,-5.0116,-1.2828,-9.9658,-1.8836,-2.8262,-2.6349,-0.6193,-3.6259,-6.5064,-2.3884,-3.816,-9.9658,-6.5064,-0.2671,-4.6082,-6.5064,-9.9658,-9.9658,-9.9658,-2.6349,-0.5543,-4.2934,-3.6259,-3.458,-2.9324,2.4117,-9.9658,1.7786,-9.9658,-1.7322,-1.9942,-4.6082,-2.1779,-2.1779,-2.2447,-9.9658,-9.9658,-0.6193,0.0014,-1.2142,-3.0469,-4.035,-1.9942,-2.114,-9.9658,-3.458,-2.0529,-9.9658,-4.035,-2.114,-2.8262,1.6512,-4.2934,-5.5735,-2.7274,-4.6082,-3.458,-0.5973,-1.4699,-5.0116,-0.7108,-2.114,-1.5951,-2.2447,-3.458,-1.9942,-3.3076,-1.9379,0.605,-5.0116,-3.0469,-4.035,-1.1811,7.5419,-1.7322,-0.2845,8.91
KRT33B,-9.9658,1.5481259509,-0.0725,-5.0116,-1.9942,-5.0116,-5.5735,-9.9658,-9.9658,-3.0469,0.517,1.0573,-9.9658,-1.1811,-5.0116,-1.9942,-0.6873,-2.5479,-5.0116,2.4727,-2.9324,-9.9658,-2.2447,-6.5064,2.167,-9.9658,-1.3921,-2.3884,2.3677,0.5271,-2.3884,-2.4659,-2.3884,0.5859,1.4335,-0.5332,0.9862,-5.0116,-9.9658,-2.8262,-1.2142,-9.9658,-3.6259,-3.0469,0.8408,-0.9132,-4.6082,-2.3884,-2.9324,-2.5479,-5.0116,-5.0116,0.7321,-3.6259,-3.458,-9.9658,-5.5735,-9.9658,-2.114,-4.2934,-5.5735,-2.9324,-9.9658,-2.8262,0.434,-9.9658,1.4011,-9.9658,-0.1187,0.7407,-1.7809,-0.9406,-9.9658,-4.6082,-9.9658,-3.0469,1.0433,0.9343,1.9264,-0.2845,-5.5735,-1.4699,-9.9658,-6.5064,-2.9324,-1.0559,-4.6082,-6.5064,-2.5479,-2.1779,0.2029,-3.816,-6.5064,-9.9658,-9.9658,-1.4305,-2.6349,-2.6349,-6.5064,-9.9658,-1.4305,-1.9942,-3.6259,-5.5735,-0.7346,-5.5735,-2.8262,-1.685,-2.7274,-2.7274,-5.0116,-9.9658,4.3807,-5.0116,0.605,-2.7274
KRT34,-7.85034953677,0.469189862143,-1.3183,-9.9658,-3.458,-9.9658,-2.0529,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-0.4325,-5.5735,-2.3147,-0.1031,-2.9324,-1.2828,-2.6349,-2.6349,0.8327,-3.458,-4.6082,-2.1779,-5.0116,-1.9942,-6.5064,-0.6416,-0.5332,-1.9942,-5.5735,0.8488,-3.816,-9.9658,-4.6082,-9.9658,-4.6082,-6.5064,-2.9324,-3.816,-4.6082,-9.9658,-3.816,-3.458,-2.0529,-4.6082,0.1903,0.1257,-4.6082,-9.9658,-1.1488,-2.9324,-2.6349,-2.1779,-6.5064,-2.8262,-0.2159,-9.9658,-6.5064,-1.6394,-5.5735,-6.5064,-9.9658,0.7407,5.5913,-2.1779,-0.4921,-3.816,1.8484,0.044,-6.5064,-5.5735,-6.5064,-3.3076,1.4756,-4.035,-4.2934,-6.5064,-0.5125,-6.5064,-5.5735,-6.5064,-6.5064,-1.9379,1.8879,-6.5064,-9.9658,-0.0877,-0.0725,-6.5064,-9.9658,-6.5064,-5.5735,-2.3147,-1.8836,-4.6082,-5.5735,-3.816,-2.6349,-3.816,-5.5735,-6.5064,-5.5735,-6.5064,-5.0116,-6.5064,-9.9658,-9.9658,1.2696,-4.2934,-9.9658,-5.0116,-0.2159,-9.9658,-4.6082,-3.1714
KRT35,-9.9658,-7.02721645241,-2.0529,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658
KRT36,-6.50639000811,-3.62594695492,-1.685,-9.9658,-2.3884,-4.2934,-9.9658,-2.3884,-4.2934,-4.6082,-6.5064,-0.7834,-5.5735,-4.035,-3.1714,-9.9658,-4.035,-5.5735,-5.5735,-2.3147,-5.5735,-9.9658,-4.035,1.7702,1.1641,-5.5735,-2.9324,-9.9658,-3.0469,-2.4659,-2.9324,-6.5064,-9.9658,-9.9658,-3.6259,-6.5064,-6.5064,-5.0116,-9.9658,-4.2934,-9.9658,-5.5735,-5.5735,-5.0116,-6.5064,-6.5064,-9.9658,-3.816,-9.9658,-9.9658,-9.9658,-5.0116,-4.6082,-4.2934,-4.6082,-5.0116,-5.5735,-2.1779,-4.035,-1.1811,-4.035,-4.6082,-3.6259,-5.0116,-0.3383,-4.035,-3.3076,-5.0116,-6.5064,-4.2934,-4.6082,-3.458,-9.9658,-9.9658,-3.816,-3.816,-4.035,-5.0116,-4.6082,-6.5064,-2.4659,-9.9658,-5.5735,-4.2934,-9.9658,-5.5735,-3.1714,-4.2934,-5.0116,-5.5735,0.2998,-6.5064,-4.035,-4.035,-6.5064,-6.5064,-3.816,-6.5064,-9.9658,-2.5479,-5.0116,-5.0116,-9.9658,-6.5064,-4.6082,-9.9658,-6.5064,-6.5064,-6.5064,-9.9658,-9.9658,-3.0469,-0.4325,-4.035,-3.816,-4.6082
KRT37,-9.9658,-0.978068210226,-0.8863,-9.9658,-9.9658,-9.9658,-3.3076,-9.9658,-9.9658,-9.9658,-5.0116,-5.5735,-9.9658,-5.5735,-9.9658,-3.816,-1.8836,-6.5064,-9.9658,-4.2934,-5.5735,-9.9658,-9.9658,-3.458,-3.816,-9.9658,-3.3076,-9.9658,-1.8314,-3.816,-9.9658,-0.6873,-9.9658,-5.5735,-3.458,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-4.035,-9.9658,-9.9658,-9.9658,-2.6349,-9.9658,-6.5064,-4.035,0.1388,-5.0116,-5.0116,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-4.6082,-2.3884,-9.9658,-6.5064,-9.9658,-6.5064,1.0711,-9.9658,-3.458,-9.9658,-3.0469,-4.6082,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-3.0469,-4.2934,-3.3076,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-4.2934,-9.9658,-9.9658,-9.9658,-1.5522,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-5.5735,-6.5064,-1.2481,-5.0116,-5.5735,-9.9658,-9.9658,-2.7274,-9.9658,-5.5735,-6.5064,-9.9658,-4.2934,-5.5735,-5.0116,-1.7322,-5.5735,-4.035,-5.5735
KRT38,-9.9658,-2.93239453112,-2.5479,-6.5064,-9.9658,-2.6349,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-6.5064,-4.035,-2.2447,-6.5064,-6.5064,-9.9658,-9.9658,-4.035,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-4.2934,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-5.0116,-1.4305,-5.5735,-5.0116,-9.9658,-9.9658,-6.5064,-6.5064,-9.9658,-9.9658,-9.9658,-3.1714,-9.9658,-9.9658,-6.5064,-3.816,-6.5064,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-4.035,-9.9658,-6.5064,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-3.6259,-9.9658,-9.9658,-2.0529,-9.9658,-9.9658,-5.5735
KRT39,-9.9658,-5.17574723953,0.9935,-5.5735,-9.9658,-2.9324,-4.6082,-9.9658,-4.035,-5.0116,-2.3147,-2.6349,-9.9658,-9.9658,-9.9658,-0.8084,-2.0529,-5.0116,-2.3147,-3.458,-9.9658,-5.0116,-5.5735,-9.9658,-3.6259,-9.9658,-3.3076,-9.9658,-4.6082,-1.9942,-9.9658,-9.9658,-1.1811,-6.5064,-9.9658,-9.9658,-0.5756,-9.9658,0.3796,-6.5064,-5.0116,-9.9658,-9.9658,-4.035,-5.5735,-4.2934,-9.9658,-4.6082,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-2.3884,-3.458,-5.0116,-2.9324,-3.458,-9.9658,-4.035,-1.7809,1.0573,-9.9658,-9.9658,-6.5064,-9.9658,-1.1488,-1.3183,-5.5735,-5.5735,-6.5064,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-1.7809,-0.6416,-3.3076,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-3.3076,-4.2934,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-4.035,-2.1779,-2.8262,-0.1504,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-4.2934,-4.2934,-9.9658,-3.0469,-0.4521,-9.9658,-4.6082,-9.9658,-1.1811,-3.816,-1.5522,-4.6082
