gene_name,TCGA-18-4721-01,TCGA-18-5592-01,TCGA-21-1071-01,TCGA-21-1076-01,TCGA-21-1081-01,TCGA-21-5782-01,TCGA-21-5784-01,TCGA-21-5786-01,TCGA-21-5787-01,TCGA-22-1011-01,TCGA-22-4591-01,TCGA-22-4607-01,TCGA-22-5471-01,TCGA-22-5472-01,TCGA-22-5473-01,TCGA-22-5474-01,TCGA-22-5477-01,TCGA-22-5478-01,TCGA-22-5480-01,TCGA-22-5482-01,TCGA-22-5485-01,TCGA-22-5489-01,TCGA-22-5491-01,TCGA-22-5492-01,TCGA-33-4532-01,TCGA-33-4547-01,TCGA-33-4566-01,TCGA-33-4582-01,TCGA-33-4586-01,TCGA-34-2596-01,TCGA-34-2608-01,TCGA-34-5231-01,TCGA-34-5232-01,TCGA-34-5234-01,TCGA-34-5236-01,TCGA-34-5239-01,TCGA-34-5241-01,TCGA-34-5927-01,TCGA-34-5928-01,TCGA-34-5929-01,TCGA-37-4133-01,TCGA-37-4135-01,TCGA-37-4141-01,TCGA-37-5819-01,TCGA-39-5019-01,TCGA-39-5021-01,TCGA-39-5022-01,TCGA-39-5024-01,TCGA-39-5028-01,TCGA-39-5029-01,TCGA-39-5030-01,TCGA-39-5031-01,TCGA-39-5035-01,TCGA-39-5037-01,TCGA-43-2578-01,TCGA-43-3394-01,TCGA-43-5668-01,TCGA-43-6143-01,TCGA-43-6770-01,TCGA-43-6771-01,TCGA-46-6025-01,TCGA-46-6026-01,TCGA-56-5897-01,TCGA-56-5898-01,TCGA-56-6545-01,TCGA-56-6546-01,TCGA-60-2698-01,TCGA-60-2708-01,TCGA-60-2709-01,TCGA-60-2710-01,TCGA-60-2711-01,TCGA-60-2713-01,TCGA-60-2719-01,TCGA-60-2720-01,TCGA-60-2721-01,TCGA-60-2724-01,TCGA-60-2725-01,TCGA-60-2726-01,TCGA-63-5128-01,TCGA-63-5131-01,TCGA-63-6202-01,TCGA-66-2727-01,TCGA-66-2758-01,TCGA-66-2766-01,TCGA-66-2767-01,TCGA-66-2770-01,TCGA-66-2773-01,TCGA-66-2777-01,TCGA-66-2778-01,TCGA-66-2781-01,TCGA-66-2782-01,TCGA-66-2783-01,TCGA-66-2785-01,TCGA-66-2788-01,TCGA-66-2791-01,TCGA-66-2794-01,TCGA-66-2795-01,TCGA-66-2800-01,TCGA-70-6722-01,TCGA-70-6723-01,TCGA-85-6175-01,TCGA-85-6560-01,TCGA-85-6561-01
CASQ2,-3.0469,-6.5064,-4.2934,-3.23787465554,-3.816,-0.7346,-0.4325,-3.0469,-3.6259,-1.3548,-4.2934,-1.7322,-4.2934,-1.5105,-6.5064,-0.1665,-4.035,-2.6349,-4.035,-3.1714,-3.3076,-1.8836,-1.8314,0.2277,-5.0116,-3.1714,-9.9658,-9.9658,-6.5064,-0.3566,-1.5522,-4.6082,-2.6349,0.7058,-1.9379,-0.9132,-1.5951,-3.816,-5.5735,-4.035,-4.6082,-4.2934,-5.5735,-4.6082,-0.9971,-1.4699,-0.5756,-1.9379,-0.1345,-2.1779,-1.5105,-1.3548,-2.114,-4.2934,-0.8599,-0.2328,-5.0116,-5.0116,-3.458,-6.5064,-3.0469,-2.2447,-1.3921,-3.458,-2.6349,-0.3752,-3.6259,-1.8314,0.9191,-2.114,-1.2828,-0.0277,-2.7274,-2.6349,-6.5064,-3.1714,-1.8836,-6.5064,-6.5064,-3.458,-5.5735,-5.0116,-3.0469,-3.0469,-3.458,-9.9658,-3.0469,-1.5105,-4.2934,-2.3884,-3.1714,-2.8262,-6.5064,-1.9379,-4.035,-3.6259,-3.0469,-2.4659,-4.035,-9.9658,-5.0116,-1.2828,-2.6349
CASR,-6.5064,-9.9658,-6.5064,-5.26532912754,-4.2934,-1.5105,-9.9658,-9.9658,-9.9658,-3.6259,-9.9658,-9.9658,-4.6082,-4.6082,-5.0116,-9.9658,-6.5064,-5.0116,-2.8262,-6.5064,-4.6082,-2.4659,-5.5735,-5.0116,-3.6259,-6.5064,-5.5735,-9.9658,-5.5735,-6.5064,-5.5735,-4.035,-5.5735,-4.6082,-9.9658,-4.6082,-6.5064,-5.5735,-9.9658,-5.5735,-9.9658,-9.9658,-5.0116,-2.8262,-6.5064,-9.9658,-5.5735,-6.5064,-9.9658,-9.9658,-2.3147,-4.2934,-6.5064,-9.9658,-6.5064,-4.6082,-9.9658,-6.5064,-5.0116,-9.9658,-5.5735,-2.5479,-6.5064,-6.5064,-5.5735,-9.9658,-4.6082,-3.458,-4.2934,-4.6082,-9.9658,-6.5064,-3.458,-6.5064,-4.035,-9.9658,-3.1714,-9.9658,-6.5064,-9.9658,-9.9658,-3.816,-5.5735,-6.5064,-3.816,-5.5735,-5.0116,-5.0116,-4.2934,-9.9658,-5.0116,-5.0116,-5.5735,-6.5064,-6.5064,-6.5064,-6.5064,-2.9324,-9.9658,-9.9658,-6.5064,-5.5735,-6.5064
CASTOR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASTOR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAT,4.9869,5.9385,5.3544,4.78009081587,3.2343,3.927,5.4263,4.2951,5.5793,5.1264,6.0756,5.8148,3.6463,6.089,4.391,5.605,4.6804,4.9303,4.2142,4.3534,5.2048,4.7756,4.4417,5.5681,6.3443,4.6329,5.1506,5.61,4.8385,4.656,5.1651,4.0952,4.1203,5.7866,4.0064,4.4496,5.3406,4.3814,4.2503,3.868,6.239,5.2574,4.6118,4.7762,4.3716,4.5565,4.8269,3.4997,5.026,4.0019,4.6679,5.1157,4.7214,4.4938,5.1815,5.6733,3.9765,4.1788,5.2913,4.0679,4.686,4.4364,6.1447,5.2361,5.0018,4.3986,5.2211,4.6035,5.0229,5.7383,5.0295,5.1696,6.0749,5.142,4.2818,3.5461,5.5769,4.7555,3.8886,6.1004,4.9491,5.5671,4.8535,5.3252,5.4529,5.4023,6.2928,5.6136,5.6044,5.1248,4.4803,4.7651,5.8228,5.1473,5.6387,5.2001,5.09,5.5913,3.907,5.1985,4.8968,4.6083,4.4183
CBL,2.1894,1.8404,2.081,1.86234360717,1.9822,1.8444,0.4657,1.9188,0.9191,1.8201,2.6395,0.4125,0.7579,2.1509,0.8246,1.692,2.1313,1.5415,2.118,1.0503,2.1798,1.3846,1.3735,2.2783,1.3791,2.3732,1.0779,1.1382,1.642,1.6964,1.3051,1.9415,1.1577,-0.5332,1.7995,1.6045,0.8164,2.328,1.1316,2.1345,0.1776,-1.3921,1.9415,1.0151,1.5612,1.8683,0.9862,1.3735,0.5763,1.7053,1.6964,1.0079,1.8484,0.5763,2.0254,1.1833,2.8096,2.6579,2.118,1.2147,1.1184,1.3846,1.8643,2.1047,1.9377,2.2113,1.674,1.0915,1.6466,2.3677,1.8762,2.8974,1.8201,1.2271,2.108,0.8488,1.1833,1.5465,1.9786,1.6466,1.9111,0.9419,0.8568,0.5069,1.177,1.5709,2.0776,2.1247,-0.013,1.816,1.4808,1.4335,0.7664,1.8323,1.5165,0.7493,0.9935,1.4228,1.8282,2.3366,2.2513,4.2965,2.081
CBLB,3.7898,4.4183,3.7496,3.42033693604,4.8704,3.6054,2.8462,2.4306,3.3278,3.3938,4.1441,3.7345,2.4439,3.9856,2.5437,2.5876,3.4622,3.242,3.9865,3.3828,3.7561,3.6042,2.8341,4.1994,2.5087,3.3952,2.036,4.7159,4.1788,3.868,3.5249,2.7357,3.2632,2.1734,2.9013,3.1733,2.945,4.7082,3.4856,4.441,2.9875,2.3077,3.011,2.9148,2.1476,3.2511,3.1701,2.5996,4.8881,3.4424,3.7678,2.4805,3.2526,1.7532,2.5707,3.3336,3.2313,3.4088,3.5498,2.7292,3.4856,4.3986,3.9223,3.0774,3.1045,2.7292,3.002,3.6382,2.7951,3.8827,3.5923,3.6838,2.7073,2.8361,4.3765,5.693,3.2796,2.9966,4.5553,3.3675,3.3017,5.3442,3.2632,1.7229,2.9375,4.2526,3.4102,2.9488,2.4623,2.6418,3.2374,4.1547,2.6487,3.1129,3.3952,2.5487,3.074,2.8462,3.3521,3.4504,3.5742,3.5633,3.5669
CCKAR,-9.9658,-9.9658,-9.9658,-7.380866483,-9.9658,-3.458,-9.9658,-9.9658,-6.5064,-4.6082,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.6349,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-6.5064,-9.9658,-9.9658,-6.5064,-9.9658,-4.2934,-6.5064,-1.4699,-9.9658,-2.3884,-9.9658,-9.9658,-9.9658,-5.0116,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.3076,-5.0116,-9.9658,-9.9658,-6.5064,-9.9658,-6.5064,-9.9658,-5.0116,-9.9658,-9.9658,-5.5735,-5.5735,-9.9658,-9.9658,-5.5735,-6.5064,-3.0469,-5.0116,-6.5064,-9.9658,-3.1714,-5.5735,-9.9658,-6.5064,-5.5735,-5.0116,-1.685,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-6.5064,-9.9658,-9.9658,-3.816,-9.9658,-6.5064
CCKBR,-9.9658,-9.9658,-9.9658,-6.5064,-6.5064,-2.0529,-9.9658,-1.7322,-9.9658,-9.9658,-6.5064,-4.2934,-3.3076,-9.9658,-6.5064,-2.8262,-0.5543,0.6969,-2.9324,-4.035,-6.5064,-2.6349,-3.458,-5.5735,-9.9658,-5.5735,-9.9658,-1.5105,-5.5735,-2.8262,-3.458,-5.5735,-9.9658,-6.5064,-2.3147,-6.5064,-5.5735,2.4171,1.4441,-3.816,-9.9658,-6.5064,-9.9658,-2.8262,1.3051,2.8096,-2.5479,-9.9658,-9.9658,-9.9658,-4.6082,3.8481,-9.9658,-2.114,-3.6259,-1.8314,-9.9658,-0.0725,-1.8314,-9.9658,-9.9658,0.8164,-9.9658,-6.5064,2.4675,-2.9324,-1.685,-0.0425,-5.0116,-4.2934,-6.5064,3.1162,-9.9658,-1.8836,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-4.035,-9.9658,0.2154,-5.0116,-6.5064,-9.9658,-1.5951,-9.9658,-3.6259,-6.5064,-9.9658,-5.5735,-3.1714,-5.0116,-2.2447,-9.9658,2.7951,-9.9658,-5.5735,-9.9658,-5.0116,-5.5735
CCL1,-9.9658,-4.6082,-9.9658,-2.46597482419,-5.0116,-9.9658,-4.6082,-3.3076,-2.4659,-3.3076,-9.9658,-4.6082,-3.6259,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-2.8262,-9.9658,-4.035,0.9191,-5.0116,-2.4659,-3.816,-9.9658,-1.5951,-9.9658,-3.6259,-9.9658,-1.7809,-9.9658,-2.3884,-1.4699,-2.7274,-2.7274,-4.6082,-5.0116,-5.5735,-4.6082,-3.0469,0.3115,-4.6082,-9.9658,-9.9658,-3.0469,-3.3076,-9.9658,-9.9658,-9.9658,-1.0862,-3.458,-4.035,-4.6082,-4.6082,-9.9658,-0.0725,-9.9658,-3.816,-9.9658,-9.9658,-9.9658,-9.9658,-3.458,-3.6259,-1.1172,-3.6259,-4.6082,-9.9658,-9.9658,-4.6082,-2.5479,-3.816,-9.9658,-9.9658,-9.9658,-4.2934,-9.9658,-9.9658,-9.9658,-1.2828,-9.9658,-3.0469,-9.9658,-3.1714,-3.1714,-9.9658,-4.2934,-4.6082,-3.816,-5.0116,-4.2934,-9.9658,-4.6082,-2.9324,-4.2934,-9.9658,-2.6349,-3.6259,-4.2934,-9.9658,-4.2934,-5.0116
CCL11,3.0533,1.1447,2.3816,1.29921670413,3.6748,2.5437,-0.3383,2.578,-1.6394,0.8647,-3.1714,2.2237,3.1079,-1.8314,1.2023,1.692,-0.6643,1.6512,-0.1993,2.0673,-1.4305,2.2663,-0.1345,-0.4325,-0.7108,1.8282,0.3346,0.605,2.4831,0.099,2.7657,1.7446,1.3511,4.327,4.3681,1.7744,2.676,1.0847,4.8263,3.0602,1.5902,0.9716,-2.8262,1.0915,1.5115,2.5707,2.3366,-0.5756,0.2154,0.7058,2.6962,2.3649,1.412,-3.458,-1.6394,0.8327,1.2147,1.2085,1.4808,2.6464,1.412,-3.816,3.8147,0.3685,2.043,1.766,0.2029,2.7073,1.6785,1.1184,1.2147,2.8582,0.688,3.5935,3.4156,4.0679,0.7058,0.5069,0.0718,0.4552,-0.0574,1.4174,0.9568,1.7617,1.4388,1.5612,1.2023,2.081,0.044,2.1213,1.8036,3.0637,1.5514,2.1147,2.0289,0.3573,2.6579,1.3679,2.2901,1.5366,1.4065,0.24,2.9186
CCL13,2.2051,0.24,3.3192,2.67493033994,1.6649,1.5366,2.2633,1.0779,1.8879,1.3225,1.2085,3.7291,3.6018,4.2899,2.9262,1.3901,1.2815,1.5115,0.6332,2.7336,3.4517,3.9515,1.7053,6.1136,1.8484,1.6374,2.6715,0.03,-0.1031,0.4447,2.3843,1.3397,1.7097,5.641,4.2758,3.3119,4.2335,0.1903,2.4831,2.9413,1.1512,2.9637,0.099,0.5271,2.4117,2.9875,2.7657,-0.394,1.934,2.4857,4.01,1.9675,2.3953,-2.3147,3.2374,2.4753,3.3163,1.2455,2.9432,4.3449,2.3366,-0.1828,2.7508,2.93,3.2435,3.1685,3.154,3.66,2.7205,2.2268,3.0774,4.936,2.6255,1.6964,3.644,4.1343,3.2389,1.3225,0.5666,1.2992,4.8934,3.2313,0.8726,3.7507,3.6066,2.6647,0.0718,3.4687,1.7009,1.5465,1.8484,2.2206,2.5263,4.5015,0.8246,1.6045,2.7379,4.5355,4.3002,-0.5332,4.0162,0.9268,3.836
CCL14,3.2174,-0.3022,0.9419,5.4700848709,2.2452,1.7702,6.5264,1.6045,2.8219,5.2048,0.8164,2.9469,1.0983,4.5392,0.5955,3.7877,2.5036,3.7518,2.1957,0.4016,1.1316,4.8079,2.4753,4.0082,1.2455,1.6281,2.4883,-0.1187,1.4652,3.4088,4.7005,0.7233,3.6324,4.8734,2.4934,2.0844,5.2036,1.4388,2.1894,1.7489,1.4704,1.0007,3.6782,1.3901,3.0515,2.9784,4.677,3.9079,2.7051,4.1269,3.2885,3.9838,2.7139,0.9716,3.4129,0.9862,1.787,2.4332,1.614,-1.1172,-4.6082,2.7657,2.7422,4.4081,4.2586,3.3577,5.6453,1.7489,4.5053,2.7357,2.4649,2.5487,2.9929,4.4926,3.4116,0.2277,4.2103,0.5271,-0.1345,3.3773,3.6714,3.2737,2.8034,0.0158,5.1115,2.2543,2.6738,4.5417,2.651,2.4831,3.6042,2.118,1.0151,1.9302,1.0007,2.5437,2.5634,5.4784,2.7379,-4.035,3.3047,3.9774,2.8916
CCL15,-9.9658,-9.9658,-4.6082,-2.6803401197,-9.9658,-0.5332,-0.4325,-9.9658,-0.9132,-9.9658,-9.9658,-2.4659,-3.6259,-0.7588,-4.6082,-4.6082,-3.1714,-3.458,-3.816,-5.5735,-9.9658,-3.6259,-1.2828,-3.1714,-9.9658,-1.1488,-9.9658,-9.9658,-9.9658,-3.1714,-0.5332,-1.5522,-1.6394,0.4016,-4.6082,-1.4305,-4.6082,-3.1714,-5.5735,-9.9658,-5.5735,-9.9658,-5.5735,1.9149,-2.0529,-3.458,-3.458,-3.1714,0.8883,-1.9379,-1.9379,-2.8262,-3.458,-9.9658,-0.9406,-9.9658,3.1195,-5.5735,-4.2934,-9.9658,-9.9658,-2.3147,-5.0116,-4.035,-5.5735,-2.3147,-3.816,-9.9658,-5.0116,-5.0116,-4.035,-1.7809,-3.816,-1.5105,-3.6259,-4.035,-1.9379,-3.816,-9.9658,-9.9658,-2.8262,-5.0116,-2.2447,-9.9658,-5.5735,-4.2934,-3.3076,-1.8314,-2.5479,-5.0116,-5.0116,-1.2828,-0.9971,-2.0529,-2.7274,-4.6082,-4.6082,-3.1714,-6.5064,-9.9658,-5.5735,-4.2934,-5.5735
CCL16,-9.9658,-9.9658,-3.6259,-1.70835193986,-5.5735,-1.8314,-4.2934,-9.9658,-6.5064,-2.114,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-3.816,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-5.0116,-5.0116,-9.9658,-3.6259,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-3.816,-5.0116,-9.9658,-4.2934,-4.6082,-4.035,-6.5064,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-3.816,-4.6082,-9.9658,-9.9658,-9.9658,-5.5735,-6.5064,-9.9658,-6.5064,-9.9658,-4.6082,-9.9658,-5.0116,-5.5735,-5.0116,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-6.5064,-9.9658,-3.0469,-9.9658,-4.2934,-5.0116,-6.5064,-4.6082,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-5.5735,-5.5735,-5.0116
CCL17,0.8568,-2.5479,-0.7346,1.31674098068,-1.9942,-0.7346,3.0145,-1.1172,-0.9406,2.1114,0.4967,0.9268,2.2872,0.9115,-2.4659,1.2394,-2.3884,-0.7346,-0.394,-0.0277,-0.3383,0.5763,0.7664,3.5803,1.2934,2.3222,-0.6873,-2.3884,-0.4921,0.03,1.8957,-0.9686,4.3667,5.2514,3.2127,-0.5973,3.2915,-1.7322,-0.9686,0.099,3.3364,0.7916,0.3346,0.434,2.876,2.7444,0.3796,1.2636,0.044,2.1862,2.2931,-0.1187,-1.9379,0.6239,0.547,0.2029,2.036,0.1124,1.3051,1.595,-1.8836,-3.3076,0.679,1.595,1.0079,1.3791,2.7422,2.0289,2.0604,1.9968,2.7551,3.1987,0.517,2.8137,1.5806,-0.6416,-0.1031,1.5514,-3.1714,-0.0277,2.5852,-1.2142,0.6517,-0.1993,1.4808,-0.1031,1.683,3.8973,-0.5973,1.125,-0.013,-0.5543,1.9675,0.0158,0.099,1.8404,-0.4719,1.4388,1.5806,-2.2447,3.623,-1.9942,1.9527
CCL18,7.8183,4.245,5.591,8.99640408985,5.3042,4.2766,6.5267,4.4236,6.2331,4.0705,6.7638,6.484,6.7736,9.14,6.546,5.0475,5.6407,4.9691,5.4317,4.839,7.7588,5.6594,4.1128,9.5699,6.4959,5.6761,7.6993,2.2753,6.3131,5.0943,6.5223,4.6927,6.1871,7.8175,7.648,7.0057,5.6896,5.7391,4.5868,6.4142,5.6288,5.6387,5.2612,5.9775,7.1045,7.4367,6.3171,3.4129,4.7055,7.3467,7.5815,5.7538,6.0497,3.836,7.7847,5.9081,7.0985,3.7302,6.682,4.1628,5.6548,3.4569,6.3787,7.5396,6.705,8.7897,9.2206,7.0173,8.4173,6.1821,6.387,9.3001,7.3679,4.8385,5.4806,4.0935,8.4669,5.2068,3.9543,5.9642,7.7115,7.6243,6.8989,4.891,9.5252,7.1736,5.9716,7.9591,7.4222,4.5047,6.2786,5.1048,6.4637,7.0713,5.3841,6.1104,6.5115,9.7962,5.1764,2.6161,7.898,6.7065,7.811
CCL19,5.8706,1.5465,4.5079,5.87039005165,-0.7346,4.1962,6.5725,4.4033,3.4237,6.6361,2.1013,4.3292,5.3031,2.7594,2.824,5.6191,2.1638,6.0676,11.1907,0.044,1.6785,12.0126,4.3371,4.6142,1.0222,3.869,4.0278,0.7493,1.6875,5.9308,6.0523,4.2593,7.0801,6.937,5.1031,6.1127,6.4506,2.3788,5.0739,3.8471,4.5705,3.9524,2.8522,5.7978,5.6074,5.7217,6.052,6.2922,4.6077,6.408,9.3099,5.3593,5.3882,0.3346,4.582,3.8798,7.9691,0.8488,2.7379,0.1776,1.5902,3.3828,6.9011,3.6242,5.3886,7.4308,4.2921,2.5828,5.3934,5.4074,4.6124,3.8085,3.2988,5.8069,4.314,-1.7809,4.7104,4.7851,0.5568,1.8036,5.0027,4.0824,5.119,4.856,6.3749,4.359,5.478,4.8405,4.0506,3.4088,5.4002,5.4064,5.1408,5.1502,6.2138,5.858,4.3227,3.836,4.2064,-1.2481,4.3555,4.3499,5.2806
CCL2,5.9528,3.6748,6.3992,5.25721910007,6.9663,5.3978,6.5064,5.1922,4.232,5.3266,5.1831,6.3918,6.9157,5.3799,5.5021,5.9739,4.6719,6.3542,6.8969,4.9491,5.1981,8.712,4.7323,5.4867,4.9589,6.2619,4.4848,4.2601,6.0592,5.1807,6.8635,4.9787,5.3868,7.4602,6.0081,5.9775,6.9232,5.0304,7.4589,5.3611,5.8897,6.5975,7.8476,4.7661,5.6868,6.1737,6.0915,4.6393,4.7635,5.542,7.6312,6.8541,5.3834,4.281,4.4797,5.9177,5.3317,3.794,5.2281,3.5486,3.8481,1.3167,5.8136,5.1696,7.3501,6.7474,7.2068,3.2511,6.0372,4.3869,4.1392,4.9346,5.3158,6.1471,4.5796,5.3906,7.6973,6.0257,3.5621,4.5994,6.0295,5.6938,5.3579,5.0224,6.2407,5.441,5.8143,6.397,5.3438,5.8761,5.5671,5.5571,6.1958,5.6588,6.2943,4.4417,6.7999,6.7064,6.5054,4.0144,6.2493,6.9426,5.5644
CCL20,4.4503,2.3508,4.3449,3.00199460202,4.6142,4.652,7.2254,3.1813,1.3623,8.3369,4.3328,2.2206,5.8939,2.971,4.7704,0.605,0.5069,0.8488,5.172,0.3685,1.2209,4.5898,4.9341,3.3148,2.8137,5.3913,6.3853,2.9637,7.3073,1.8564,4.5021,4.0593,8.3032,5.0357,3.3032,6.0108,3.1669,2.1957,3.8401,6.6622,3.3148,1.0573,3.3492,1.0503,5.044,2.4144,2.6302,5.7225,5.8014,1.884,6.6436,5.0304,1.2209,5.4696,2.1509,4.3889,0.5763,1.7009,2.5413,6.3509,3.1491,0.6969,4.7709,3.0515,6.3526,3.5022,3.6816,3.2959,0.7579,3.162,0.9935,-0.4719,2.8076,8.8445,3.7464,0.058,8.9834,8.0757,4.3548,8.4022,3.186,4.4634,3.1228,-0.9971,4.9668,2.6647,4.7672,4.9103,6.2382,2.4492,2.9032,4.6277,2.9984,4.964,4.5717,6.133,3.9719,3.7919,5.033,-1.2142,2.5536,-0.7834,2.93
CCL21,6.0503,5.0955,3.4048,6.34746595603,6.2207,5.8402,6.5609,4.0216,7.1331,5.591,4.1859,6.2517,4.5559,5.7853,5.6147,5.3342,4.7666,5.4925,5.2312,4.0523,6.193,6.839,3.9374,6.7773,3.8157,5.24,5.1977,5.0077,3.2511,7.0556,5.5078,4.9463,5.1281,6.782,5.2388,6.042,7.9434,5.9067,5.6473,5.8342,2.2901,5.0922,4.1804,5.9762,5.3982,5.153,6.1094,4.1796,6.1771,6.5361,7.2385,6.8872,5.0054,0.4657,6.6598,5.3615,5.558,2.5363,6.7271,0.6145,4.8694,4.2111,4.854,5.2009,4.7856,6.9234,5.2142,0.0014,5.2396,6.3693,4.5946,7.2229,3.5449,6.7393,5.0747,1.7489,6.5472,5.1559,5.5577,4.8885,6.3042,4.8299,4.2699,5.479,5.843,6.6121,6.6668,5.4142,5.4552,5.0751,6.639,5.2529,4.4608,5.7453,5.1732,3.6703,5.856,5.3445,6.9458,-0.5756,6.0788,4.061,5.8215
CCL22,1.105,-1.9379,-0.2845,3.35344615841,-0.5756,0.8805,1.3567,-0.4521,1.4962,2.7657,-1.6394,3.2405,1.9968,1.4652,-0.1187,1.4494,-0.5125,0.6969,1.4065,0.4233,0.1776,1.3567,0.4657,1.6466,0.0158,1.4756,2.5288,-2.9324,-0.5973,1.5806,2.4492,0.1257,4.1644,2.676,2.4035,1.4281,2.3394,-0.8339,0.6699,0.3685,1.5266,-1.7809,0.517,-0.1031,2.328,2.004,0.8961,1.8762,1.4756,2.0604,2.5511,1.8762,0.8568,-0.5543,0.7832,0.3231,2.4623,0.605,1.3167,0.6425,-0.4325,-1.8836,1.2147,1.8242,1.4494,1.3511,2.7161,2.2175,2.4412,2.8402,1.6604,1.683,-0.0877,1.4962,1.9564,-0.2328,1.8363,-0.3383,0.24,-0.2328,2.9052,-0.4521,-0.1993,-2.9324,2.1047,1.4859,3.4765,3.7291,1.0779,0.8408,0.2154,0.1388,0.4125,0.6239,1.3679,1.125,0.1776,1.196,1.9527,-4.6082,3.5621,-0.2498,2.3981
CCL23,-1.2481,-3.6259,-1.1488,1.39288551712,-0.2498,-0.7834,2.3981,-3.0469,1.4911,-0.1993,-1.9942,0.5069,-1.0262,1.7185,-1.2828,-1.3921,0.3346,0.1776,-2.1779,-1.9942,2.1988,0.4865,-0.8084,2.8117,-1.4305,-1.5951,-0.0725,-9.9658,-2.4659,-0.1345,1.4756,-2.3884,-0.9132,3.3745,1.5709,-0.1993,1.177,-1.2481,-1.1488,-0.394,-0.1504,-0.6643,-0.9406,-2.8262,-0.4719,0.03,-0.0425,-0.9406,-0.7346,0.2154,0.4552,-0.3383,-0.2159,-9.9658,1.177,-0.5973,0.4761,-2.2447,0.1648,-2.6349,-2.3147,-1.4305,-0.7346,1.2636,0.9038,0.2277,2.1988,-0.0877,1.2333,0.7832,-0.9406,1.2516,-0.0425,0.2881,-1.5951,-0.7346,1.5758,-2.114,-3.3076,-0.6643,1.3397,0.058,-0.1187,-1.8314,2.561,0.0718,-2.8262,2.108,0.7146,-1.5105,0.1388,-1.2828,-0.8863,0.0718,-1.0559,-0.1993,-1.3921,2.6067,0.0718,-2.5479,0.4447,-0.3752,0.5666
